EXPERIMENTAL DATA:c:\digitam\result\jbscal03.xpt       DATE 21-Sep-18
START TIME:  12:09       STOP TIME:  14:33       TOTAL TIME:  2:24
=============================================================================   
TIME	P	Q	P(corr)	Q(corr)	A.INPUT	A.INPUT	REMARK
sec	microW	mJ	microW	mJ	MV	MVs
                                                                                
1	6.307	0.006	 	 	 	 	FIRST PART #1
2	6.282	0.013	 	 	 	 	PAUSE
3	6.184	0.019	 	 	 	 	cond 1
4	6.135	0.025	 	 	 	 
5	6.184	0.031	 	 	 	 
6	6.258	0.037	 	 	 	 
7	6.233	0.044	 	 	 	 
8	6.110	0.050	 	 	 	 
9	6.086	0.056	 	 	 	 
10	6.018	0.062	 	 	 	 
11	6.086	0.068	 	 	 	 
12	6.012	0.074	 	 	 	 
13	5.963	0.080	 	 	 	 
14	6.037	0.086	 	 	 	 
15	5.988	0.092	 	 	 	 
16	5.988	0.098	 	 	 	 
17	5.939	0.104	 	 	 	 
18	5.926	0.110	 	 	 	 
19	5.840	0.116	 	 	 	 
20	5.816	0.121	 	 	 	 
21	5.840	0.127	 	 	 	 
22	5.816	0.133	 	 	 	 
23	5.791	0.139	 	 	 	 
24	5.767	0.145	 	 	 	 
25	5.687	0.150	 	 	 	 
26	5.718	0.156	 	 	 	 
27	5.693	0.162	 	 	 	 
28	5.693	0.167	 	 	 	 
29	5.595	0.173	 	 	 	 
30	5.644	0.179	 	 	 	 
31	5.669	0.184	 	 	 	 
32	5.632	0.190	 	 	 	 
33	5.742	0.196	 	 	 	 
34	5.595	0.201	 	 	 	 
35	5.595	0.207	 	 	 	 
36	5.546	0.212	 	 	 	 
37	5.669	0.218	 	 	 	 
38	5.595	0.224	 	 	 	 
39	5.485	0.229	 	 	 	 
40	5.546	0.235	 	 	 	 
41	5.448	0.240	 	 	 	 
42	5.399	0.246	 	 	 	 
43	5.448	0.251	 	 	 	 
44	5.571	0.257	 	 	 	 
45	5.472	0.262	 	 	 	 
46	5.448	0.267	 	 	 	 
47	5.448	0.273	 	 	 	 
48	5.546	0.278	 	 	 	 
49	5.521	0.284	 	 	 	 
50	5.472	0.289	 	 	 	 
51	5.448	0.295	 	 	 	 
52	5.472	0.300	 	 	 	 
53	5.472	0.306	 	 	 	 
54	5.411	0.311	 	 	 	 
55	5.423	0.317	 	 	 	 
56	5.448	0.322	 	 	 	 
57	5.399	0.328	 	 	 	 
58	5.325	0.333	 	 	 	 
59	5.276	0.338	 	 	 	 
60	5.301	0.343	 	 	 	 
61	5.411	0.005	 	 	 	 	FIRST PART #1
62	5.399	0.011	 	 	 	 	MAIN #1
63	5.423	0.016	 	 	 	 	cond 1
64	5.521	0.022	 	 	 	 
65	5.914	0.028	 	 	 	 
66	6.798	0.034	 	 	 	 
67	7.975	0.042	 	 	 	 
68	9.521	0.052	 	 	 	 
69	11.613	0.064	 	 	 	 
70	13.718	0.077	 	 	 	 
71	15.804	0.093	 	 	 	 
72	18.012	0.111	 	 	 	 
73	20.294	0.131	 	 	 	 
74	22.577	0.154	 	 	 	 
75	25.006	0.179	 	 	 	 
76	27.460	0.206	 	 	 	 
77	30.368	0.237	 	 	 	 
78	33.423	0.270	 	 	 	 
79	35.975	0.306	 	 	 	 
80	38.503	0.345	 	 	 	 
81	40.933	0.386	 	 	 	 
82	43.583	0.429	 	 	 	 
83	46.037	0.475	 	 	 	 
84	48.564	0.524	 	 	 	 
85	51.092	0.575	 	 	 	 
86	53.546	0.628	 	 	 	 
87	56.123	0.685	 	 	 	 
88	58.552	0.743	 	 	 	 
89	60.908	0.804	 	 	 	 
90	63.828	0.868	 	 	 	 
91	66.577	0.934	 	 	 	 
92	68.957	1.003	 	 	 	 
93	71.411	1.075	 	 	 	 
94	73.644	1.148	 	 	 	 
95	76.074	1.225	 	 	 	 
96	78.282	1.303	 	 	 	 
97	80.466	1.383	 	 	 	 
98	82.822	1.466	 	 	 	 
99	85.129	1.551	 	 	 	 
100	87.239	1.638	 	 	 	 
101	89.374	1.728	 	 	 	 
102	91.607	1.819	 	 	 	 
103	94.086	1.914	 	 	 	 
104	96.540	2.010	 	 	 	 
105	98.724	2.109	 	 	 	 
106	100.883	2.210	 	 	 	 
107	102.798	2.312	 	 	 	 
108	104.712	2.417	 	 	 	 
109	106.748	2.524	 	 	 	 
110	108.761	2.633	 	 	 	 
111	110.748	2.743	 	 	 	 
112	112.663	2.856	 	 	 	 
113	114.601	2.971	 	 	 	 
114	116.540	3.087	 	 	 	 
115	118.429	3.206	 	 	 	 
116	120.515	3.326	 	 	 	 
117	122.724	3.449	 	 	 	 
118	124.540	3.573	 	 	 	 
119	126.380	3.700	 	 	 	 
120	128.147	3.828	 	 	 	 
121	129.890	3.958	 	 	 	 
122	131.607	4.090	 	 	 	 
123	133.374	4.223	 	 	 	 
124	135.043	4.358	 	 	 	 
125	136.785	4.495	 	 	 	 
126	138.429	4.633	 	 	 	 
127	140.074	4.773	 	 	 	 
128	141.742	4.915	 	 	 	 
129	143.613	5.059	 	 	 	 
130	145.472	5.204	 	 	 	 
131	147.067	5.351	 	 	 	 
132	148.712	5.500	 	 	 	 
133	150.233	5.650	 	 	 	 
134	151.730	5.802	 	 	 	 
135	153.276	5.955	 	 	 	 
136	154.724	6.110	 	 	 	 
137	156.221	6.266	 	 	 	 
138	157.791	6.424	 	 	 	 
139	159.215	6.583	 	 	 	 
140	160.638	6.744	 	 	 	 
141	162.012	6.906	 	 	 	 
142	163.693	7.069	 	 	 	 
143	165.350	7.235	 	 	 	 
144	166.748	7.401	 	 	 	 
145	168.074	7.570	 	 	 	 
146	169.521	7.739	 	 	 	 
147	170.822	7.910	 	 	 	 
148	172.221	8.082	 	 	 	 
149	173.472	8.256	 	 	 	 
150	174.847	8.430	 	 	 	 
151	176.049	8.606	 	 	 	 
152	177.350	8.784	 	 	 	 
153	178.626	8.962	 	 	 	 
154	180.000	9.142	 	 	 	 
155	181.380	9.324	 	 	 	 
156	182.896	9.507	 	 	 	 
157	184.049	9.691	 	 	 	 
158	185.251	9.876	 	 	 	 
159	186.503	10.063	 	 	 	 
160	187.656	10.250	 	 	 	 
161	188.834	10.439	 	 	 	 
162	190.012	10.629	 	 	 	 
163	191.067	10.820	 	 	 	 
164	192.245	11.012	 	 	 	 
165	193.252	11.206	 	 	 	 
166	194.429	11.400	 	 	 	 
167	195.534	11.596	 	 	 	 
168	196.804	11.792	 	 	 	 
169	198.135	11.990	 	 	 	 
170	199.043	12.190	 	 	 	 
171	200.074	12.390	 	 	 	 
172	201.227	12.591	 	 	 	 
173	202.258	12.793	 	 	 	 
174	203.239	12.996	 	 	 	 
175	204.294	13.201	 	 	 	 
176	205.350	13.406	 	 	 	 
177	206.356	13.612	 	 	 	 
178	207.337	13.820	 	 	 	 
179	208.294	14.028	 	 	 	 
180	209.227	14.237	 	 	 	 
181	210.209	14.447	 	 	 	 
182	211.190	14.659	 	 	 	 
183	212.123	14.871	 	 	 	 
184	213.031	15.084	 	 	 	 
185	213.890	15.298	 	 	 	 
186	214.945	15.513	 	 	 	 
187	215.804	15.728	 	 	 	 
188	216.638	15.945	 	 	 	 
189	217.595	16.163	 	 	 	 
190	218.405	16.381	 	 	 	 
191	219.288	16.600	 	 	 	 
192	220.098	16.820	 	 	 	 
193	220.908	17.041	 	 	 	 
194	221.865	17.263	 	 	 	 
195	222.650	17.486	 	 	 	 
196	223.337	17.709	 	 	 	 
197	224.221	17.933	 	 	 	 
198	224.982	18.158	 	 	 	 
199	225.816	18.384	 	 	 	 
200	226.577	18.611	 	 	 	 
201	227.337	18.838	 	 	 	 
202	228.147	19.066	 	 	 	 
203	228.932	19.295	 	 	 	 
204	229.742	19.525	 	 	 	 
205	230.552	19.755	 	 	 	 
206	231.288	19.987	 	 	 	 
207	232.000	20.219	 	 	 	 
208	232.663	20.451	 	 	 	 
209	233.472	20.685	 	 	 	 
210	234.159	20.919	 	 	 	 
211	234.920	21.154	 	 	 	 
212	235.706	21.390	 	 	 	 
213	236.368	21.626	 	 	 	 
214	237.104	21.863	 	 	 	 
215	237.767	22.101	 	 	 	 
216	238.478	22.339	 	 	 	 
217	239.239	22.579	 	 	 	 
218	239.779	22.818	 	 	 	 
219	240.393	23.059	 	 	 	 
220	241.153	23.300	 	 	 	 
221	241.669	23.542	 	 	 	 
222	242.282	23.784	 	 	 	 
223	242.969	24.027	 	 	 	 
224	243.583	24.270	 	 	 	 
225	244.172	24.515	 	 	 	 
226	244.810	24.759	 	 	 	 
227	245.350	25.005	 	 	 	 
228	245.988	25.251	 	 	 	 
229	246.601	25.497	 	 	 	 
230	247.264	25.745	 	 	 	 
231	247.828	25.992	 	 	 	 
232	248.245	26.241	 	 	 	 
233	248.932	26.490	 	 	 	 
234	249.423	26.739	 	 	 	 
235	250.037	26.989	 	 	 	 
236	250.356	27.239	 	 	 	 
237	250.945	27.490	 	 	 	 
238	251.558	27.742	 	 	 	 
239	252.147	27.994	 	 	 	 
240	252.663	28.247	 	 	 	 
241	253.129	28.500	 	 	 	 
242	253.595	28.753	 	 	 	 
243	254.012	29.008	 	 	 	 
244	254.528	29.262	 	 	 	 
245	255.117	29.517	 	 	 	 
246	255.632	29.773	 	 	 	 
247	255.951	30.029	 	 	 	 
248	256.466	30.285	 	 	 	 
249	256.982	30.542	 	 	 	 
250	257.399	30.800	 	 	 	 
251	257.939	31.058	 	 	 	 
252	258.331	31.316	 	 	 	 
253	258.847	31.575	 	 	 	 
254	259.264	31.834	 	 	 	 
255	259.828	32.094	 	 	 	 
256	260.147	32.354	 	 	 	 
257	260.613	32.615	 	 	 	 
258	261.055	32.876	 	 	 	 
259	261.472	33.137	 	 	 	 
260	261.988	33.399	 	 	 	 
261	262.380	33.661	 	 	 	 
262	262.724	33.924	 	 	 	 
263	263.018	34.187	 	 	 	 
264	263.595	34.451	 	 	 	 
265	264.147	34.715	 	 	 	 
266	264.491	34.979	 	 	 	 
267	264.957	35.244	 	 	 	 
268	265.423	35.510	 	 	 	 
269	265.718	35.776	 	 	 	 
270	266.110	36.042	 	 	 	 
271	266.405	36.308	 	 	 	 
272	266.822	36.575	 	 	 	 
273	267.190	36.842	 	 	 	 
274	267.632	37.110	 	 	 	 
275	267.926	37.378	 	 	 	 
276	268.294	37.646	 	 	 	 
277	268.638	37.915	 	 	 	 
278	269.006	38.184	 	 	 	 
279	269.374	38.453	 	 	 	 
280	269.644	38.723	 	 	 	 
281	269.963	38.993	 	 	 	 
282	270.380	39.263	 	 	 	 
283	270.724	39.534	 	 	 	 
284	271.043	39.805	 	 	 	 
285	271.313	40.076	 	 	 	 
286	271.607	40.348	 	 	 	 
287	271.926	40.620	 	 	 	 
288	272.270	40.892	 	 	 	 
289	272.589	41.164	 	 	 	 
290	272.859	41.437	 	 	 	 
291	273.276	41.711	 	 	 	 
292	273.497	41.984	 	 	 	 
293	273.840	42.258	 	 	 	 
294	274.184	42.532	 	 	 	 
295	274.454	42.806	 	 	 	 
296	274.650	43.081	 	 	 	 
297	275.043	43.356	 	 	 	 
298	275.313	43.631	 	 	 	 
299	275.632	43.907	 	 	 	 
300	275.975	44.183	 	 	 	 
301	276.098	44.459	 	 	 	 
302	276.368	44.736	 	 	 	 
303	276.712	45.012	 	 	 	 
304	276.957	45.289	 	 	 	 
305	277.202	45.566	 	 	 	 
306	277.571	45.844	 	 	 	 
307	277.767	46.122	 	 	 	 
308	278.110	46.400	 	 	 	 
309	278.307	46.678	 	 	 	 
310	278.503	46.957	 	 	 	 
311	278.724	47.235	 	 	 	 
312	279.018	47.514	 	 	 	 
313	279.313	47.794	 	 	 	 
314	279.411	48.073	 	 	 	 
315	279.632	48.353	 	 	 	 
316	279.975	48.633	 	 	 	 
317	280.251	48.913	 	 	 	 
318	280.491	49.194	 	 	 	 
319	280.687	49.474	 	 	 	 
320	281.031	49.755	 	 	 	 
321	281.104	50.036	 	 	 	 
322	281.448	50.318	 	 	 	 
323	281.571	50.599	 	 	 	 
324	281.890	50.881	 	 	 	 
325	281.963	51.163	 	 	 	 
326	282.209	51.445	 	 	 	 
327	282.552	51.728	 	 	 	 
328	282.626	52.011	 	 	 	 
329	282.847	52.293	 	 	 	 
330	283.117	52.577	 	 	 	 
331	283.215	52.860	 	 	 	 
332	283.386	53.143	 	 	 	 
333	283.509	53.427	 	 	 	 
334	283.853	53.711	 	 	 	 
335	284.098	53.995	 	 	 	 
336	284.221	54.279	 	 	 	 
337	284.417	54.563	 	 	 	 
338	284.589	54.848	 	 	 	 
339	284.810	55.133	 	 	 	 
340	284.810	55.417	 	 	 	 
341	285.129	55.703	 	 	 	 
342	285.276	55.988	 	 	 	 
343	285.521	56.273	 	 	 	 
344	285.620	56.559	 	 	 	 
345	285.791	56.845	 	 	 	 
346	285.939	57.131	 	 	 	 
347	286.282	57.417	 	 	 	 
348	286.356	57.703	 	 	 	 
349	286.528	57.990	 	 	 	 
350	286.748	58.277	 	 	 	 
351	286.871	58.564	 	 	 	 
352	286.994	58.851	 	 	 	 
353	287.166	59.138	 	 	 	 
354	287.362	59.425	 	 	 	 
355	287.607	59.713	 	 	 	 
356	287.656	60.000	 	 	 	 
357	287.902	60.288	 	 	 	 
358	288.049	60.576	 	 	 	 
359	288.123	60.864	 	 	 	 
360	288.344	61.153	 	 	 	 
361	288.466	61.441	 	 	 	 
362	288.540	61.730	 	 	 	 
363	288.761	62.018	 	 	 	 
364	288.932	62.307	 	 	 	 
365	288.908	62.596	 	 	 	 
366	289.178	62.886	 	 	 	 
367	289.276	63.175	 	 	 	 
368	289.350	63.464	 	 	 	 
369	289.571	63.754	 	 	 	 
370	289.767	64.043	 	 	 	 
371	289.865	64.333	 	 	 	 
372	289.963	64.623	 	 	 	 
373	290.110	64.913	 	 	 	 
374	290.209	65.204	 	 	 	 
375	290.282	65.494	 	 	 	 
376	290.528	65.784	 	 	 	 
377	290.724	66.075	 	 	 	 
378	290.871	66.366	 	 	 	 
379	290.945	66.657	 	 	 	 
380	291.092	66.948	 	 	 	 
381	291.190	67.239	 	 	 	 
382	291.288	67.531	 	 	 	 
383	291.485	67.822	 	 	 	 
384	291.485	68.114	 	 	 	 
385	291.681	68.405	 	 	 	 
386	291.705	68.697	 	 	 	 
387	291.853	68.989	 	 	 	 
388	292.000	69.281	 	 	 	 
389	292.172	69.573	 	 	 	 
390	292.270	69.865	 	 	 	 
391	292.344	70.158	 	 	 	 
392	292.319	70.450	 	 	 	 
393	292.564	70.742	 	 	 	 
394	292.613	71.035	 	 	 	 
395	292.712	71.328	 	 	 	 
396	292.810	71.621	 	 	 	 
397	292.859	71.913	 	 	 	 
398	293.031	72.206	 	 	 	 
399	293.153	72.500	 	 	 	 
400	293.153	72.793	 	 	 	 
401	293.325	73.086	 	 	 	 
402	293.399	73.379	 	 	 	 
403	293.497	73.673	 	 	 	 
404	293.595	73.967	 	 	 	 
405	293.620	74.260	 	 	 	 
406	293.718	74.554	 	 	 	 
407	293.816	74.848	 	 	 	 
408	293.914	75.142	 	 	 	 
409	294.086	75.436	 	 	 	 
410	294.159	75.730	 	 	 	 
411	294.184	76.024	 	 	 	 
412	294.233	76.318	 	 	 	 
413	294.380	76.613	 	 	 	 
414	294.503	76.907	 	 	 	 
415	294.626	77.202	 	 	 	 
416	294.650	77.496	 	 	 	 
417	294.675	77.791	 	 	 	 
418	294.822	78.086	 	 	 	 
419	294.896	78.381	 	 	 	 
420	294.994	78.676	 	 	 	 
421	295.018	78.971	 	 	 	 
422	294.969	79.266	 	 	 	 
423	295.196	79.561	 	 	 	 
424	295.313	79.856	 	 	 	 
425	295.386	80.152	 	 	 	 
426	295.485	80.447	 	 	 	 
427	295.583	80.743	 	 	 	 
428	295.632	81.038	 	 	 	 
429	295.632	81.334	 	 	 	 
430	295.730	81.630	 	 	 	 
431	295.877	81.926	 	 	 	 
432	296.000	82.222	 	 	 	 
433	295.926	82.518	 	 	 	 
434	296.074	82.814	 	 	 	 
435	296.098	83.110	 	 	 	 
436	296.074	83.406	 	 	 	 
437	296.245	83.702	 	 	 	 
438	296.221	83.998	 	 	 	 
439	296.368	84.295	 	 	 	 
440	296.319	84.591	 	 	 	 
441	296.515	84.888	 	 	 	 
442	296.613	85.184	 	 	 	 
443	296.712	85.481	 	 	 	 
444	296.613	85.777	 	 	 	 
445	296.785	86.074	 	 	 	 
446	296.785	86.371	 	 	 	 
447	296.957	86.668	 	 	 	 
448	296.810	86.965	 	 	 	 
449	296.957	87.262	 	 	 	 
450	296.957	87.559	 	 	 	 
451	297.129	87.856	 	 	 	 
452	297.104	88.153	 	 	 	 
453	297.251	88.450	 	 	 	 
454	297.227	88.747	 	 	 	 
455	297.301	89.045	 	 	 	 
456	297.301	89.342	 	 	 	 
457	297.448	89.639	 	 	 	 
458	297.546	89.937	 	 	 	 
459	297.620	90.235	 	 	 	 
460	297.571	90.532	 	 	 	 
461	297.620	90.830	 	 	 	 
462	297.742	91.128	 	 	 	 
463	297.742	91.425	 	 	 	 
464	297.791	91.723	 	 	 	 
465	297.914	92.021	 	 	 	 
466	297.939	92.319	 	 	 	 
467	297.914	92.617	 	 	 	 
468	297.963	92.915	 	 	 	 
469	298.110	93.213	 	 	 	 
470	298.159	93.511	 	 	 	 
471	298.159	93.809	 	 	 	 
472	298.184	94.107	 	 	 	 
473	298.282	94.406	 	 	 	 
474	298.209	94.704	 	 	 	 
475	298.380	95.002	 	 	 	 
476	298.491	95.301	 	 	 	 
477	298.405	95.599	 	 	 	 
478	298.528	95.898	 	 	 	 
479	298.503	96.196	 	 	 	 
480	298.650	96.495	 	 	 	 
481	298.650	96.794	 	 	 	 
482	298.724	97.092	 	 	 	 
483	298.724	97.391	 	 	 	 
484	298.797	97.690	 	 	 	 
485	298.797	97.989	 	 	 	 
486	298.847	98.287	 	 	 	 
487	298.871	98.586	 	 	 	 
488	298.920	98.885	 	 	 	 
489	298.945	99.184	 	 	 	 
490	299.067	99.483	 	 	 	 
491	299.067	99.782	 	 	 	 
492	299.092	100.081	 	 	 	 
493	299.117	100.380	 	 	 	 
494	299.117	100.680	 	 	 	 
495	299.239	100.979	 	 	 	 
496	299.288	101.278	 	 	 	 
497	299.264	101.577	 	 	 	 
498	299.337	101.877	 	 	 	 
499	299.411	102.176	 	 	 	 
500	299.362	102.476	 	 	 	 
501	299.411	102.775	 	 	 	 
502	299.436	103.074	 	 	 	 
503	299.558	103.374	 	 	 	 
504	299.656	103.674	 	 	 	 
505	299.485	103.973	 	 	 	 
506	299.656	104.273	 	 	 	 
507	299.583	104.572	 	 	 	 
508	299.681	104.872	 	 	 	 
509	299.755	105.172	 	 	 	 
510	299.755	105.471	 	 	 	 
511	299.804	105.771	 	 	 	 
512	299.755	106.071	 	 	 	 
513	299.779	106.371	 	 	 	 
514	299.902	106.671	 	 	 	 
515	299.853	106.971	 	 	 	 
516	299.804	107.270	 	 	 	 
517	299.853	107.570	 	 	 	 
518	299.902	107.870	 	 	 	 
519	299.877	108.170	 	 	 	 
520	299.877	108.470	 	 	 	 
521	299.926	108.770	 	 	 	 
522	299.853	109.070	 	 	 	 
523	299.975	109.370	 	 	 	 
524	300.049	109.670	 	 	 	 
525	300.024	109.970	 	 	 	 
526	300.074	110.270	 	 	 	 
527	300.024	110.570	 	 	 	 
528	300.221	110.870	 	 	 	 
529	300.184	111.170	 	 	 	 
530	300.098	111.470	 	 	 	 
531	300.270	111.771	 	 	 	 
532	300.221	112.071	 	 	 	 
533	300.270	112.371	 	 	 	 
534	300.319	112.671	 	 	 	 
535	300.270	112.972	 	 	 	 
536	300.368	113.272	 	 	 	 
537	300.319	113.572	 	 	 	 
538	300.245	113.873	 	 	 	 
539	300.294	114.173	 	 	 	 
540	300.417	114.473	 	 	 	 
541	300.442	114.774	 	 	 	 
542	300.393	115.074	 	 	 	 
543	300.442	115.375	 	 	 	 
544	300.564	115.675	 	 	 	 
545	300.515	115.976	 	 	 	 
546	300.613	116.276	 	 	 	 
547	300.589	116.577	 	 	 	 
548	300.564	116.877	 	 	 	 
549	300.663	117.178	 	 	 	 
550	300.712	117.479	 	 	 	 
551	300.638	117.779	 	 	 	 
552	300.687	118.080	 	 	 	 
553	300.736	118.381	 	 	 	 
554	300.712	118.682	 	 	 	 
555	300.736	118.982	 	 	 	 
556	300.736	119.283	 	 	 	 
557	300.761	119.584	 	 	 	 
558	300.785	119.885	 	 	 	 
559	300.785	120.185	 	 	 	 
560	300.834	120.486	 	 	 	 
561	300.859	120.787	 	 	 	 
562	300.712	121.088	 	 	 	 
563	300.736	121.389	 	 	 	 
564	300.834	121.689	 	 	 	 
565	301.006	121.990	 	 	 	 
566	300.859	122.291	 	 	 	 
567	300.957	122.592	 	 	 	 
568	301.031	122.893	 	 	 	 
569	300.982	123.194	 	 	 	 
570	300.957	123.495	 	 	 	 
571	300.908	123.796	 	 	 	 
572	301.031	124.097	 	 	 	 
573	301.031	124.398	 	 	 	 
574	301.006	124.699	 	 	 	 
575	301.031	125.000	 	 	 	 
576	301.080	125.301	 	 	 	 
577	301.055	125.602	 	 	 	 
578	301.129	125.903	 	 	 	 
579	301.031	126.204	 	 	 	 
580	301.006	126.505	 	 	 	 
581	301.104	126.807	 	 	 	 
582	301.031	127.108	 	 	 	 
583	301.178	127.409	 	 	 	 
584	301.129	127.710	 	 	 	 
585	301.178	128.011	 	 	 	 
586	301.129	128.312	 	 	 	 
587	301.202	128.613	 	 	 	 
588	301.178	128.915	 	 	 	 
589	301.325	129.216	 	 	 	 
590	301.153	129.517	 	 	 	 
591	301.202	129.818	 	 	 	 
592	301.301	130.120	 	 	 	 
593	301.251	130.421	 	 	 	 
594	301.276	130.722	 	 	 	 
595	301.276	131.023	 	 	 	 
596	301.301	131.325	 	 	 	 
597	301.399	131.626	 	 	 	 
598	301.350	131.927	 	 	 	 
599	301.423	132.229	 	 	 	 
600	301.350	132.530	 	 	 	 
601	301.399	132.832	 	 	 	 
602	301.423	133.133	 	 	 	 
603	301.436	133.434	 	 	 	 
604	301.448	133.736	 	 	 	 
605	301.350	134.037	 	 	 	 
606	301.497	134.339	 	 	 	 
607	301.521	134.640	 	 	 	 
608	301.472	134.942	 	 	 	 
609	301.472	135.243	 	 	 	 
610	301.472	135.545	 	 	 	 
611	301.521	135.846	 	 	 	 
612	301.546	136.148	 	 	 	 
613	301.546	136.449	 	 	 	 
614	301.521	136.751	 	 	 	 
615	301.546	137.052	 	 	 	 
616	301.472	137.354	 	 	 	 
617	301.521	137.655	 	 	 	 
618	301.546	137.957	 	 	 	 
619	301.546	138.258	 	 	 	 
620	301.546	138.560	 	 	 	 
621	301.521	138.862	 	 	 	 
622	301.509	139.163	 	 	 	 
623	301.546	139.465	 	 	 	 
624	301.521	139.766	 	 	 	 
625	301.546	140.068	 	 	 	 
626	301.546	140.369	 	 	 	 
627	301.546	140.671	 	 	 	 
628	301.546	140.972	 	 	 	 
629	301.546	141.274	 	 	 	 
630	301.546	141.575	 	 	 	 
631	301.546	141.877	 	 	 	 
632	301.546	142.178	 	 	 	 
633	301.546	142.480	 	 	 	 
634	301.546	142.782	 	 	 	 
635	301.546	143.083	 	 	 	 
636	301.546	143.385	 	 	 	 
637	301.546	143.686	 	 	 	 
638	301.546	143.988	 	 	 	 
639	301.546	144.289	 	 	 	 
640	301.546	144.591	 	 	 	 
641	301.546	144.892	 	 	 	 
642	301.546	145.194	 	 	 	 
643	301.546	145.495	 	 	 	 
644	301.546	145.797	 	 	 	 
645	301.546	146.099	 	 	 	 
646	301.546	146.400	 	 	 	 
647	301.546	146.702	 	 	 	 
648	301.546	147.003	 	 	 	 
649	301.546	147.305	 	 	 	 
650	301.546	147.606	 	 	 	 
651	301.546	147.908	 	 	 	 
652	301.546	148.209	 	 	 	 
653	301.546	148.511	 	 	 	 
654	301.546	148.812	 	 	 	 
655	301.546	149.114	 	 	 	 
656	301.546	149.416	 	 	 	 
657	301.546	149.717	 	 	 	 
658	301.546	150.019	 	 	 	 
659	301.546	150.320	 	 	 	 
660	301.546	150.622	 	 	 	 
661	301.546	150.923	 	 	 	 
662	301.546	151.225	 	 	 	 
663	301.546	151.526	 	 	 	 
664	301.546	151.828	 	 	 	 
665	301.546	152.129	 	 	 	 
666	301.546	152.431	 	 	 	 
667	301.546	152.733	 	 	 	 
668	301.546	153.034	 	 	 	 
669	301.546	153.336	 	 	 	 
670	301.546	153.637	 	 	 	 
671	301.546	153.939	 	 	 	 
672	301.546	154.240	 	 	 	 
673	301.546	154.542	 	 	 	 
674	301.546	154.843	 	 	 	 
675	301.546	155.145	 	 	 	 
676	301.546	155.446	 	 	 	 
677	301.546	155.748	 	 	 	 
678	301.546	156.050	 	 	 	 
679	301.546	156.351	 	 	 	 
680	301.546	156.653	 	 	 	 
681	301.546	156.954	 	 	 	 
682	301.546	157.256	 	 	 	 
683	301.546	157.557	 	 	 	 
684	301.546	157.859	 	 	 	 
685	301.546	158.160	 	 	 	 
686	301.546	158.462	 	 	 	 
687	301.546	158.763	 	 	 	 
688	301.546	159.065	 	 	 	 
689	301.546	159.367	 	 	 	 
690	301.546	159.668	 	 	 	 
691	301.546	159.970	 	 	 	 
692	301.546	160.271	 	 	 	 
693	301.546	160.573	 	 	 	 
694	301.546	160.874	 	 	 	 
695	301.546	161.176	 	 	 	 
696	301.546	161.477	 	 	 	 
697	301.546	161.779	 	 	 	 
698	301.546	162.080	 	 	 	 
699	301.546	162.382	 	 	 	 
700	301.546	162.684	 	 	 	 
701	301.546	162.985	 	 	 	 
702	301.546	163.287	 	 	 	 
703	301.546	163.588	 	 	 	 
704	301.546	163.890	 	 	 	 
705	301.546	164.191	 	 	 	 
706	301.546	164.493	 	 	 	 
707	301.546	164.794	 	 	 	 
708	301.546	165.096	 	 	 	 
709	301.546	165.398	 	 	 	 
710	301.546	165.699	 	 	 	 
711	301.546	166.001	 	 	 	 
712	301.546	166.302	 	 	 	 
713	301.546	166.604	 	 	 	 
714	301.546	166.905	 	 	 	 
715	301.546	167.207	 	 	 	 
716	301.546	167.508	 	 	 	 
717	301.546	167.810	 	 	 	 
718	301.546	168.111	 	 	 	 
719	301.546	168.413	 	 	 	 
720	301.546	168.714	 	 	 	 
721	301.546	169.016	 	 	 	 
722	301.546	169.318	 	 	 	 
723	301.546	169.619	 	 	 	 
724	301.546	169.921	 	 	 	 
725	301.546	170.222	 	 	 	 
726	301.546	170.524	 	 	 	 
727	301.546	170.825	 	 	 	 
728	301.546	171.127	 	 	 	 
729	301.546	171.428	 	 	 	 
730	301.546	171.730	 	 	 	 
731	301.546	172.032	 	 	 	 
732	301.546	172.333	 	 	 	 
733	301.546	172.635	 	 	 	 
734	301.546	172.936	 	 	 	 
735	301.546	173.238	 	 	 	 
736	301.546	173.539	 	 	 	 
737	301.546	173.841	 	 	 	 
738	301.546	174.142	 	 	 	 
739	301.546	174.444	 	 	 	 
740	301.546	174.745	 	 	 	 
741	301.546	175.047	 	 	 	 
742	301.546	175.349	 	 	 	 
743	301.546	175.650	 	 	 	 
744	301.546	175.952	 	 	 	 
745	301.546	176.253	 	 	 	 
746	301.546	176.555	 	 	 	 
747	301.546	176.856	 	 	 	 
748	301.546	177.158	 	 	 	 
749	301.546	177.459	 	 	 	 
750	301.546	177.761	 	 	 	 
751	301.546	178.062	 	 	 	 
752	301.546	178.364	 	 	 	 
753	301.546	178.666	 	 	 	 
754	301.546	178.967	 	 	 	 
755	301.546	179.269	 	 	 	 
756	301.546	179.570	 	 	 	 
757	301.546	179.872	 	 	 	 
758	301.546	180.173	 	 	 	 
759	301.546	180.475	 	 	 	 
760	301.546	180.776	 	 	 	 
761	301.546	181.078	 	 	 	 
762	301.546	181.379	 	 	 	 
763	301.546	181.681	 	 	 	 
764	301.546	181.983	 	 	 	 
765	301.546	182.284	 	 	 	 
766	301.546	182.586	 	 	 	 
