EXPERIMENTAL DATA:c:\digitam\result\jbbase2.xpt        DATE 12-Sep-18
START TIME:  15:09       STOP TIME:  15:44       TOTAL TIME:  0:35
=============================================================================   
TIME	P	Q	P(corr)	Q(corr)	A.INPUT	A.INPUT	REMARK
sec	microW	mJ	microW	mJ	MV	MVs
1958	-1.536	-1.795	 	 	 	 
1959	-1.490	-1.797	 	 	 	 
1960	-1.453	-1.798	 	 	 	 
1961	-1.364	-1.800	 	 	 	 
1962	-1.413	-1.801	 	 	 	 
1963	-1.480	-1.803	 	 	 	 
1964	-1.413	-1.804	 	 	 	 
1965	-1.399	-1.805	 	 	 	 
1966	-1.396	-1.807	 	 	 	 
1967	-1.320	-1.808	 	 	 	 
1968	-1.382	-1.809	 	 	 	 
1969	-1.404	-1.811	 	 	 	 
1970	-1.391	-1.812	 	 	 	 
1971	-1.389	-1.814	 	 	 	 
1972	-1.470	-1.815	 	 	 	 
1973	-1.463	-1.817	 	 	 	 
1974	-1.485	-1.818	 	 	 	 
1975	-1.482	-1.820	 	 	 	 
1976	-1.566	-1.821	 	 	 	 
1977	-1.475	-1.823	 	 	 	 
1978	-1.455	-1.824	 	 	 	 
1979	-1.485	-1.825	 	 	 	 
1980	-1.561	-1.827	 	 	 	 
1981	-1.480	-1.829	 	 	 	 
1982	-1.514	-1.830	 	 	 	 
1983	-1.394	-1.831	 	 	 	 
1984	-1.517	-1.833	 	 	 	 
1985	-1.571	-1.835	 	 	 	 
1986	-1.490	-1.836	 	 	 	 
1987	-1.477	-1.837	 	 	 	 
1988	-1.431	-1.839	 	 	 	 
1989	-1.480	-1.840	 	 	 	 
1990	-1.411	-1.842	 	 	 	 
1991	-1.517	-1.843	 	 	 	 
1992	-1.524	-1.845	 	 	 	 
1993	-1.573	-1.846	 	 	 	 
1994	-1.561	-1.848	 	 	 	 
1995	-1.605	-1.850	 	 	 	 
1996	-1.622	-1.851	 	 	 	 
1997	-1.583	-1.853	 	 	 	 
1998	-1.583	-1.854	 	 	 	 
1999	-1.546	-1.856	 	 	 	 
2000	-1.436	-1.857	 	 	 	 
2001	-1.490	-1.859	 	 	 	 
2002	-1.544	-1.860	 	 	 	 
2003	-1.602	-1.862	 	 	 	 
2004	-1.615	-1.864	 	 	 	 
2005	-1.620	-1.865	 	 	 	 
2006	-1.571	-1.867	 	 	 	 
2007	-1.536	-1.868	 	 	 	 
2008	-1.548	-1.870	 	 	 	 
2009	-1.350	-1.871	 	 	 	 
2010	-1.409	-1.873	 	 	 	 
2011	-1.372	-1.874	 	 	 	 
2012	-1.450	-1.875	 	 	 	 
2013	-1.482	-1.877	 	 	 	 
2014	-1.426	-1.878	 	 	 	 
2015	-1.563	-1.880	 	 	 	 
2016	-1.671	-1.882	 	 	 	 
2017	-1.583	-1.883	 	 	 	 
2018	-1.558	-1.885	 	 	 	 
2019	-1.541	-1.886	 	 	 	 
2020	-1.620	-1.888	 	 	 	 
2021	-1.536	-1.889	 	 	 	 
2022	-1.404	-1.891	 	 	 	 
2023	-1.453	-1.892	 	 	 	 
2024	-1.475	-1.894	 	 	 	 
2025	-1.566	-1.895	 	 	 	 
2026	-1.551	-1.897	 	 	 	 
2027	-1.493	-1.898	 	 	 	 
2028	-1.453	-1.900	 	 	 	 
2029	-1.399	-1.901	 	 	 	 
2030	-1.526	-1.903	 	 	 	 
2031	-1.578	-1.904	 	 	 	 
2032	-1.492	-1.906	 	 	 	 
2033	-1.482	-1.907	 	 	 	 
2034	-1.443	-1.909	 	 	 	 
2035	-1.533	-1.910	 	 	 	 
2036	-1.539	-1.912	 	 	 	 
2037	-1.519	-1.913	 	 	 	 
2038	-1.541	-1.915	 	 	 	 
2039	-1.460	-1.916	 	 	 	 
2040	-1.524	-1.918	 	 	 	 
2041	-1.529	-1.919	 	 	 	 
2042	-1.579	-1.921	 	 	 	 
2043	-1.622	-1.923	 	 	 	 
2044	-1.541	-1.924	 	 	 	 
2045	-1.546	-1.926	 	 	 	 
2046	-1.598	-1.927	 	 	 	 
2047	-1.460	-1.929	 	 	 	 
2048	-1.389	-1.930	 	 	 	 
2049	-1.507	-1.932	 	 	 	 
2050	-1.578	-1.933	 	 	 	 
2051	-1.536	-1.935	 	 	 	 
2052	-1.440	-1.936	 	 	 	 
2053	-1.593	-1.938	 	 	 	 
2054	-1.347	-1.939	 	 	 	 
2055	-1.274	-1.940	 	 	 	 
2056	-1.375	-1.942	 	 	 	 
2057	-1.529	-1.943	 	 	 	 
2058	-1.526	-1.945	 	 	 	 
2059	-1.421	-1.946	 	 	 	 
2060	-1.433	-1.948	 	 	 	 
2061	-1.364	-1.949	 	 	 	 
2062	-1.234	-1.950	 	 	 	 
2063	-1.333	-1.952	 	 	 	 
2064	-1.436	-1.953	 	 	 	 
2065	-1.583	-1.955	 	 	 	 
2066	-1.612	-1.956	 	 	 	 
2067	-1.578	-1.958	 	 	 	 
2068	-1.588	-1.959	 	 	 	 
2069	-1.639	-1.961	 	 	 	 
2070	-1.693	-1.963	 	 	 	 
2071	-1.673	-1.964	 	 	 	 
2072	-1.644	-1.966	 	 	 	 
2073	-1.438	-1.968	 	 	 	 
2074	-1.566	-1.969	 	 	 	 
2075	-1.718	-1.971	 	 	 	 
2076	-1.701	-1.973	 	 	 	 
2077	-1.772	-1.974	 	 	 	 
2078	-1.769	-1.976	 	 	 	 
2079	-1.848	-1.978	 	 	 	 
2080	-1.698	-1.980	 	 	 	 
2081	-1.546	-1.981	 	 	 	 
2082	-1.593	-1.983	 	 	 	 
2083	-1.607	-1.984	 	 	 	 
2084	-1.625	-1.986	 	 	 	 
2085	-1.602	-1.988	 	 	 	 
2086	-1.609	-1.989	 	 	 	 
2087	-1.652	-1.991	 	 	 	 
2088	-1.610	-1.992	 	 	 	 
2089	-1.566	-1.994	 	 	 	 
2090	-1.524	-1.996	 	 	 	 
2091	-1.654	-1.997	 	 	 	 
2092	-1.649	-1.999	 	 	 	 
2093	-1.691	-2.001	 	 	 	 
2094	-1.605	-2.002	 	 	 	 
2095	-1.688	-2.004	 	 	 	 
2096	-1.715	-2.006	 	 	 	 
2097	-1.539	-2.007	 	 	 	 
2098	-1.418	-2.008	 	 	 	 
2099	-1.433	-2.010	 	 	 	 
2100	-1.609	-2.012	 	 	 	 
2101	-1.858	-2.013	 	 	 	 
2102	-1.602	-2.015	 	 	 	 
2103	-1.517	-2.017	 	 	 	 
2104	-1.578	-2.018	 	 	 	 
