EXPERIMENTAL DATA:c:\digitam\result\jbscal04.xpt       DATE 21-Sep-18
START TIME:  15:56       STOP TIME:  01:56       TOTAL TIME:  10:00
=============================================================================   
TIME	P	Q	P(corr)	Q(corr)	A.INPUT	A.INPUT	REMARK
sec	microW	mJ	microW	mJ	MV	MVs
                                                                                
1	-4.491	-0.004	 	 	 	 	FIRST PART #1
2	-4.515	-0.009	 	 	 	 	PAUSE
3	-4.491	-0.013	 	 	 	 	cond 1
4	-4.399	-0.018	 	 	 	 
5	-4.368	-0.022	 	 	 	 
6	-4.368	-0.027	 	 	 	 
7	-4.442	-0.031	 	 	 	 
8	-4.589	-0.036	 	 	 	 
9	-4.442	-0.040	 	 	 	 
10	-4.491	-0.045	 	 	 	 
11	-4.540	-0.049	 	 	 	 
12	-4.380	-0.054	 	 	 	 
13	-4.442	-0.058	 	 	 	 
14	-4.442	-0.062	 	 	 	 
15	-4.393	-0.067	 	 	 	 
16	-4.564	-0.071	 	 	 	 
17	-4.368	-0.076	 	 	 	 
18	-4.466	-0.080	 	 	 	 
19	-4.380	-0.085	 	 	 	 
20	-4.491	-0.089	 	 	 	 
21	-4.466	-0.094	 	 	 	 
22	-4.491	-0.098	 	 	 	 
23	-4.515	-0.103	 	 	 	 
24	-4.417	-0.107	 	 	 	 
25	-4.417	-0.111	 	 	 	 
26	-4.472	-0.116	 	 	 	 
27	-4.491	-0.120	 	 	 	 
28	-4.442	-0.125	 	 	 	 
29	-4.491	-0.129	 	 	 	 
30	-4.491	-0.134	 	 	 	 
31	-4.417	-0.138	 	 	 	 
32	-4.417	-0.143	 	 	 	 
33	-4.509	-0.147	 	 	 	 
34	-4.564	-0.152	 	 	 	 
35	-4.466	-0.156	 	 	 	 
36	-4.417	-0.161	 	 	 	 
37	-4.417	-0.165	 	 	 	 
38	-4.442	-0.169	 	 	 	 
39	-4.466	-0.174	 	 	 	 
40	-4.491	-0.178	 	 	 	 
41	-4.472	-0.183	 	 	 	 
42	-4.417	-0.187	 	 	 	 
43	-4.417	-0.192	 	 	 	 
44	-4.417	-0.196	 	 	 	 
45	-4.417	-0.201	 	 	 	 
46	-4.442	-0.205	 	 	 	 
47	-4.417	-0.209	 	 	 	 
48	-4.417	-0.214	 	 	 	 
49	-4.515	-0.218	 	 	 	 
50	-4.466	-0.223	 	 	 	 
51	-4.466	-0.227	 	 	 	 
52	-4.491	-0.232	 	 	 	 
53	-4.368	-0.236	 	 	 	 
54	-4.393	-0.240	 	 	 	 
55	-4.436	-0.245	 	 	 	 
56	-4.491	-0.249	 	 	 	 
57	-4.515	-0.254	 	 	 	 
58	-4.515	-0.258	 	 	 	 
59	-4.442	-0.263	 	 	 	 
60	-4.466	-0.267	 	 	 	 
61	-4.466	-0.272	 	 	 	 
61	-4.442	-0.004	 	 	 	 	FIRST PART #1
62	-4.454	-0.009	 	 	 	 	MAIN #1
63	-4.491	-0.013	 	 	 	 	cond 1
64	-4.344	-0.018	 	 	 	 
65	-3.755	-0.021	 	 	 	 
66	-2.920	-0.024	 	 	 	 
67	-1.644	-0.026	 	 	 	 
68	-0.196	-0.026	 	 	 	 
69	1.656	-0.025	 	 	 	 
70	3.779	-0.021	 	 	 	 
71	5.963	-0.015	 	 	 	 
72	8.196	-0.007	 	 	 	 
73	10.331	0.004	 	 	 	 
74	12.687	0.016	 	 	 	 
75	15.117	0.031	 	 	 	 
76	17.982	0.049	 	 	 	 
77	20.883	0.070	 	 	 	 
78	23.362	0.094	 	 	 	 
79	25.865	0.120	 	 	 	 
80	28.442	0.148	 	 	 	 
81	31.018	0.179	 	 	 	 
82	33.497	0.213	 	 	 	 
83	36.074	0.249	 	 	 	 
84	38.528	0.287	 	 	 	 
85	41.055	0.328	 	 	 	 
86	43.583	0.372	 	 	 	 
87	46.086	0.418	 	 	 	 
88	48.902	0.467	 	 	 	 
89	51.828	0.519	 	 	 	 
90	54.331	0.573	 	 	 	 
91	56.663	0.630	 	 	 	 
92	58.994	0.689	 	 	 	 
93	61.423	0.750	 	 	 	 
94	63.755	0.814	 	 	 	 
95	66.037	0.880	 	 	 	 
96	68.368	0.948	 	 	 	 
97	70.650	1.019	 	 	 	 
98	72.883	1.092	 	 	 	 
99	75.166	1.167	 	 	 	 
100	77.276	1.244	 	 	 	 
101	79.859	1.324	 	 	 	 
102	82.528	1.407	 	 	 	 
103	84.540	1.491	 	 	 	 
104	86.650	1.578	 	 	 	 
105	88.712	1.666	 	 	 	 
106	90.896	1.757	 	 	 	 
107	92.932	1.850	 	 	 	 
108	94.969	1.945	 	 	 	 
109	97.031	2.042	 	 	 	 
110	98.920	2.141	 	 	 	 
111	100.932	2.242	 	 	 	 
112	102.871	2.345	 	 	 	 
113	104.761	2.450	 	 	 	 
114	107.098	2.557	 	 	 	 
115	109.252	2.666	 	 	 	 
116	111.117	2.777	 	 	 	 
117	112.957	2.890	 	 	 	 
118	114.773	3.005	 	 	 	 
119	116.712	3.122	 	 	 	 
120	118.454	3.240	 	 	 	 
121	120.196	3.360	 	 	 	 
122	121.914	3.482	 	 	 	 
123	123.730	3.606	 	 	 	 
124	125.399	3.731	 	 	 	 
125	127.141	3.858	 	 	 	 
126	128.761	3.987	 	 	 	 
127	130.712	4.118	 	 	 	 
128	132.663	4.251	 	 	 	 
129	134.405	4.385	 	 	 	 
130	135.975	4.521	 	 	 	 
131	137.448	4.658	 	 	 	 
132	139.067	4.798	 	 	 	 
133	140.712	4.938	 	 	 	 
134	142.233	5.080	 	 	 	 
135	143.828	5.224	 	 	 	 
136	145.325	5.370	 	 	 	 
137	146.847	5.516	 	 	 	 
138	148.368	5.665	 	 	 	 
139	149.693	5.815	 	 	 	 
140	151.454	5.966	 	 	 	 
141	152.982	6.119	 	 	 	 
142	154.503	6.273	 	 	 	 
143	155.902	6.429	 	 	 	 
144	157.325	6.587	 	 	 	 
145	158.699	6.745	 	 	 	 
146	160.098	6.905	 	 	 	 
147	161.374	7.067	 	 	 	 
148	162.871	7.230	 	 	 	 
149	164.049	7.394	 	 	 	 
150	165.399	7.559	 	 	 	 
151	166.748	7.726	 	 	 	 
152	167.975	7.894	 	 	 	 
153	169.472	8.063	 	 	 	 
154	170.945	8.234	 	 	 	 
155	172.147	8.406	 	 	 	 
156	173.423	8.580	 	 	 	 
157	174.626	8.755	 	 	 	 
158	175.877	8.930	 	 	 	 
159	176.982	9.107	 	 	 	 
160	178.282	9.286	 	 	 	 
161	179.313	9.465	 	 	 	 
162	180.466	9.645	 	 	 	 
163	181.718	9.827	 	 	 	 
164	182.724	10.010	 	 	 	 
165	183.902	10.194	 	 	 	 
166	185.190	10.379	 	 	 	 
167	186.429	10.565	 	 	 	 
168	187.607	10.753	 	 	 	 
169	188.564	10.942	 	 	 	 
170	189.767	11.131	 	 	 	 
171	190.699	11.322	 	 	 	 
172	191.926	11.514	 	 	 	 
173	192.834	11.707	 	 	 	 
174	193.939	11.901	 	 	 	 
175	194.822	12.096	 	 	 	 
176	195.853	12.291	 	 	 	 
177	196.982	12.488	 	 	 	 
178	197.865	12.686	 	 	 	 
179	199.012	12.885	 	 	 	 
180	200.172	13.085	 	 	 	 
181	201.129	13.287	 	 	 	 
182	202.037	13.489	 	 	 	 
183	202.945	13.692	 	 	 	 
184	203.902	13.895	 	 	 	 
185	204.810	14.100	 	 	 	 
186	205.767	14.306	 	 	 	 
187	206.577	14.513	 	 	 	 
188	207.558	14.720	 	 	 	 
189	208.319	14.928	 	 	 	 
190	209.325	15.138	 	 	 	 
191	210.184	15.348	 	 	 	 
192	210.969	15.559	 	 	 	 
193	211.853	15.771	 	 	 	 
194	212.810	15.984	 	 	 	 
195	213.620	16.197	 	 	 	 
196	214.454	16.412	 	 	 	 
197	215.288	16.627	 	 	 	 
198	216.025	16.843	 	 	 	 
199	216.834	17.060	 	 	 	 
200	217.595	17.277	 	 	 	 
201	218.429	17.496	 	 	 	 
202	219.215	17.715	 	 	 	 
203	219.926	17.935	 	 	 	 
204	220.785	18.156	 	 	 	 
205	221.497	18.377	 	 	 	 
206	222.184	18.599	 	 	 	 
207	222.920	18.822	 	 	 	 
208	223.607	19.046	 	 	 	 
209	224.294	19.270	 	 	 	 
210	225.055	19.495	 	 	 	 
211	225.791	19.721	 	 	 	 
212	226.478	19.948	 	 	 	 
213	227.215	20.175	 	 	 	 
214	227.779	20.403	 	 	 	 
215	228.663	20.631	 	 	 	 
216	229.227	20.860	 	 	 	 
217	229.865	21.090	 	 	 	 
218	230.552	21.321	 	 	 	 
219	231.215	21.552	 	 	 	 
220	231.877	21.784	 	 	 	 
221	232.515	22.017	 	 	 	 
222	233.080	22.250	 	 	 	 
223	233.693	22.483	 	 	 	 
224	234.356	22.718	 	 	 	 
225	235.067	22.953	 	 	 	 
226	235.804	23.189	 	 	 	 
227	236.368	23.425	 	 	 	 
228	236.932	23.662	 	 	 	 
229	237.521	23.899	 	 	 	 
230	238.110	24.137	 	 	 	 
231	238.724	24.376	 	 	 	 
232	239.239	24.615	 	 	 	 
233	239.828	24.855	 	 	 	 
234	240.344	25.096	 	 	 	 
235	240.957	25.337	 	 	 	 
236	241.448	25.578	 	 	 	 
237	241.963	25.820	 	 	 	 
238	242.601	26.063	 	 	 	 
239	243.092	26.306	 	 	 	 
240	243.509	26.549	 	 	 	 
241	244.049	26.793	 	 	 	 
242	244.564	27.038	 	 	 	 
243	245.031	27.283	 	 	 	 
244	245.644	27.528	 	 	 	 
245	246.110	27.775	 	 	 	 
246	246.503	28.021	 	 	 	 
247	247.067	28.268	 	 	 	 
248	247.534	28.516	 	 	 	 
249	248.074	28.764	 	 	 	 
250	248.515	29.012	 	 	 	 
251	249.080	29.261	 	 	 	 
252	249.448	29.511	 	 	 	 
253	249.914	29.761	 	 	 	 
254	250.282	30.011	 	 	 	 
255	250.773	30.262	 	 	 	 
256	251.215	30.513	 	 	 	 
257	251.632	30.765	 	 	 	 
258	252.098	31.017	 	 	 	 
259	252.515	31.269	 	 	 	 
260	252.908	31.522	 	 	 	 
261	253.301	31.775	 	 	 	 
262	253.816	32.029	 	 	 	 
263	254.159	32.283	 	 	 	 
264	254.699	32.538	 	 	 	 
265	254.871	32.793	 	 	 	 
266	255.386	33.048	 	 	 	 
267	255.877	33.304	 	 	 	 
268	256.123	33.560	 	 	 	 
269	256.564	33.817	 	 	 	 
270	257.031	34.074	 	 	 	 
271	257.325	34.331	 	 	 	 
272	257.767	34.589	 	 	 	 
273	258.061	34.847	 	 	 	 
274	258.528	35.106	 	 	 	 
275	258.896	35.365	 	 	 	 
276	259.190	35.624	 	 	 	 
277	259.411	35.883	 	 	 	 
278	259.840	36.143	 	 	 	 
279	260.319	36.403	 	 	 	 
280	260.638	36.664	 	 	 	 
281	260.982	36.925	 	 	 	 
282	261.325	37.186	 	 	 	 
283	261.570	37.448	 	 	 	 
284	261.963	37.710	 	 	 	 
285	262.282	37.972	 	 	 	 
286	262.626	38.235	 	 	 	 
287	262.871	38.498	 	 	 	 
288	263.288	38.761	 	 	 	 
289	263.509	39.024	 	 	 	 
290	263.877	39.288	 	 	 	 
291	264.319	39.553	 	 	 	 
292	264.442	39.817	 	 	 	 
293	264.736	40.082	 	 	 	 
294	265.104	40.347	 	 	 	 
295	265.399	40.612	 	 	 	 
296	265.595	40.878	 	 	 	 
297	266.012	41.144	 	 	 	 
298	266.209	41.410	 	 	 	 
299	266.528	41.677	 	 	 	 
300	266.822	41.943	 	 	 	 
301	267.117	42.210	 	 	 	 
302	267.313	42.478	 	 	 	 
303	267.681	42.745	 	 	 	 
304	267.951	43.013	 	 	 	 
305	268.221	43.282	 	 	 	 
306	268.442	43.550	 	 	 	 
307	268.613	43.819	 	 	 	 
308	268.957	44.088	 	 	 	 
309	269.276	44.357	 	 	 	 
310	269.472	44.626	 	 	 	 
311	269.669	44.896	 	 	 	 
312	269.914	45.166	 	 	 	 
313	270.209	45.436	 	 	 	 
314	270.380	45.707	 	 	 	 
315	270.577	45.977	 	 	 	 
316	271.018	46.248	 	 	 	 
317	271.117	46.519	 	 	 	 
318	271.362	46.791	 	 	 	 
319	271.558	47.062	 	 	 	 
320	271.804	47.334	 	 	 	 
321	272.098	47.606	 	 	 	 
322	272.270	47.878	 	 	 	 
323	272.466	48.151	 	 	 	 
324	272.712	48.424	 	 	 	 
325	272.932	48.697	 	 	 	 
326	273.104	48.970	 	 	 	 
327	273.325	49.243	 	 	 	 
328	273.595	49.517	 	 	 	 
329	273.742	49.790	 	 	 	 
330	273.914	50.064	 	 	 	 
331	274.288	50.338	 	 	 	 
332	274.528	50.613	 	 	 	 
333	274.675	50.888	 	 	 	 
334	274.748	51.162	 	 	 	 
335	275.043	51.437	 	 	 	 
336	275.264	51.713	 	 	 	 
337	275.411	51.988	 	 	 	 
338	275.656	52.264	 	 	 	 
339	275.730	52.540	 	 	 	 
340	276.098	52.816	 	 	 	 
341	276.221	53.092	 	 	 	 
342	276.393	53.368	 	 	 	 
343	276.589	53.645	 	 	 	 
344	276.712	53.922	 	 	 	 
345	276.810	54.198	 	 	 	 
346	276.982	54.475	 	 	 	 
347	277.178	54.753	 	 	 	 
348	277.325	55.030	 	 	 	 
349	277.571	55.307	 	 	 	 
350	277.742	55.585	 	 	 	 
351	277.816	55.863	 	 	 	 
352	278.037	56.141	 	 	 	 
353	278.282	56.419	 	 	 	 
354	278.258	56.698	 	 	 	 
355	278.503	56.976	 	 	 	 
356	278.577	57.255	 	 	 	 
357	278.773	57.533	 	 	 	 
358	278.969	57.812	 	 	 	 
359	279.166	58.092	 	 	 	 
360	279.288	58.371	 	 	 	 
361	279.411	58.650	 	 	 	 
362	279.583	58.930	 	 	 	 
363	279.804	59.210	 	 	 	 
364	280.000	59.490	 	 	 	 
365	280.025	59.770	 	 	 	 
366	280.172	60.050	 	 	 	 
367	280.368	60.330	 	 	 	 
368	280.417	60.611	 	 	 	 
369	280.613	60.891	 	 	 	 
370	280.736	61.172	 	 	 	 
371	280.859	61.453	 	 	 	 
372	281.031	61.734	 	 	 	 
373	281.129	62.015	 	 	 	 
374	281.251	62.296	 	 	 	 
375	281.374	62.578	 	 	 	 
376	281.546	62.859	 	 	 	 
377	281.620	63.141	 	 	 	 
378	281.767	63.423	 	 	 	 
379	281.816	63.704	 	 	 	 
380	282.012	63.986	 	 	 	 
381	282.233	64.269	 	 	 	 
382	282.233	64.551	 	 	 	 
383	282.307	64.833	 	 	 	 
384	282.442	65.116	 	 	 	 
385	282.503	65.398	 	 	 	 
386	282.773	65.681	 	 	 	 
387	282.847	65.964	 	 	 	 
388	282.994	66.247	 	 	 	 
389	283.141	66.530	 	 	 	 
390	283.141	66.813	 	 	 	 
391	283.386	67.096	 	 	 	 
392	283.460	67.380	 	 	 	 
393	283.558	67.663	 	 	 	 
394	283.583	67.947	 	 	 	 
395	283.706	68.231	 	 	 	 
396	283.902	68.515	 	 	 	 
397	283.951	68.799	 	 	 	 
398	284.049	69.083	 	 	 	 
399	284.123	69.367	 	 	 	 
400	284.245	69.651	 	 	 	 
401	284.319	69.935	 	 	 	 
402	284.442	70.220	 	 	 	 
403	284.442	70.504	 	 	 	 
404	284.540	70.789	 	 	 	 
405	284.712	71.073	 	 	 	 
406	284.932	71.358	 	 	 	 
407	284.957	71.643	 	 	 	 
408	285.080	71.928	 	 	 	 
409	285.055	72.213	 	 	 	 
410	285.153	72.499	 	 	 	 
411	285.276	72.784	 	 	 	 
412	285.325	73.069	 	 	 	 
413	285.546	73.355	 	 	 	 
414	285.571	73.640	 	 	 	 
415	285.620	73.926	 	 	 	 
416	285.693	74.212	 	 	 	 
417	285.693	74.497	 	 	 	 
418	285.791	74.783	 	 	 	 
419	285.890	75.069	 	 	 	 
420	285.939	75.355	 	 	 	 
421	286.086	75.641	 	 	 	 
422	286.159	75.927	 	 	 	 
423	286.159	76.213	 	 	 	 
424	286.258	76.500	 	 	 	 
425	286.380	76.786	 	 	 	 
426	286.429	77.072	 	 	 	 
427	286.601	77.359	 	 	 	 
428	286.699	77.646	 	 	 	 
429	286.699	77.932	 	 	 	 
430	286.773	78.219	 	 	 	 
431	286.896	78.506	 	 	 	 
432	286.847	78.793	 	 	 	 
433	286.994	79.080	 	 	 	 
434	287.067	79.367	 	 	 	 
435	287.239	79.654	 	 	 	 
436	287.288	79.941	 	 	 	 
437	287.319	80.229	 	 	 	 
438	287.362	80.516	 	 	 	 
439	287.534	80.804	 	 	 	 
440	287.436	81.091	 	 	 	 
441	287.705	81.379	 	 	 	 
442	287.607	81.666	 	 	 	 
443	287.730	81.954	 	 	 	 
444	287.755	82.242	 	 	 	 
445	287.877	82.530	 	 	 	 
446	287.877	82.818	 	 	 	 
447	287.853	83.106	 	 	 	 
448	288.025	83.394	 	 	 	 
449	288.049	83.682	 	 	 	 
450	288.172	83.970	 	 	 	 
451	288.196	84.258	 	 	 	 
452	288.221	84.546	 	 	 	 
453	288.344	84.835	 	 	 	 
454	288.221	85.123	 	 	 	 
455	288.442	85.411	 	 	 	 
456	288.368	85.700	 	 	 	 
457	288.540	85.988	 	 	 	 
458	288.589	86.277	 	 	 	 
459	288.589	86.565	 	 	 	 
460	288.712	86.854	 	 	 	 
461	288.712	87.143	 	 	 	 
462	288.785	87.432	 	 	 	 
463	288.834	87.720	 	 	 	 
464	288.883	88.009	 	 	 	 
465	288.982	88.298	 	 	 	 
466	288.982	88.587	 	 	 	 
467	288.957	88.876	 	 	 	 
468	289.153	89.165	 	 	 	 
469	289.153	89.454	 	 	 	 
470	289.153	89.744	 	 	 	 
471	289.202	90.033	 	 	 	 
472	289.276	90.322	 	 	 	 
473	289.325	90.611	 	 	 	 
474	289.301	90.901	 	 	 	 
475	289.423	91.190	 	 	 	 
476	289.448	91.480	 	 	 	 
477	289.497	91.769	 	 	 	 
478	289.571	92.059	 	 	 	 
479	289.571	92.348	 	 	 	 
480	289.620	92.638	 	 	 	 
481	289.620	92.927	 	 	 	 
482	289.718	93.217	 	 	 	 
483	289.840	93.507	 	 	 	 
484	289.816	93.797	 	 	 	 
485	289.939	94.087	 	 	 	 
486	289.914	94.377	 	 	 	 
487	289.988	94.667	 	 	 	 
488	289.939	94.957	 	 	 	 
489	289.963	95.247	 	 	 	 
490	290.043	95.537	 	 	 	 
491	290.086	95.827	 	 	 	 
492	290.159	96.117	 	 	 	 
493	290.184	96.407	 	 	 	 
494	290.184	96.697	 	 	 	 
495	290.331	96.988	 	 	 	 
496	290.307	97.278	 	 	 	 
497	290.356	97.568	 	 	 	 
498	290.429	97.859	 	 	 	 
499	290.380	98.149	 	 	 	 
500	290.331	98.439	 	 	 	 
501	290.454	98.730	 	 	 	 
502	290.528	99.020	 	 	 	 
503	290.454	99.311	 	 	 	 
504	290.528	99.601	 	 	 	 
505	290.675	99.892	 	 	 	 
506	290.724	100.183	 	 	 	 
507	290.748	100.473	 	 	 	 
508	290.748	100.764	 	 	 	 
509	290.650	101.055	 	 	 	 
510	290.675	101.346	 	 	 	 
511	290.724	101.636	 	 	 	 
512	290.798	101.927	 	 	 	 
513	290.871	102.218	 	 	 	 
514	290.896	102.509	 	 	 	 
515	290.871	102.800	 	 	 	 
516	290.871	103.091	 	 	 	 
517	290.945	103.382	 	 	 	 
518	290.945	103.672	 	 	 	 
519	291.018	103.963	 	 	 	 
520	291.067	104.255	 	 	 	 
521	291.067	104.546	 	 	 	 
522	291.117	104.837	 	 	 	 
523	291.067	105.128	 	 	 	 
524	291.239	105.419	 	 	 	 
525	291.166	105.710	 	 	 	 
526	291.239	106.001	 	 	 	 
527	291.264	106.293	 	 	 	 
528	291.337	106.584	 	 	 	 
529	291.337	106.875	 	 	 	 
530	291.337	107.167	 	 	 	 
531	291.386	107.458	 	 	 	 
532	291.460	107.750	 	 	 	 
533	291.436	108.041	 	 	 	 
534	291.411	108.332	 	 	 	 
535	291.411	108.624	 	 	 	 
536	291.436	108.915	 	 	 	 
537	291.509	109.207	 	 	 	 
538	291.485	109.498	 	 	 	 
539	291.583	109.790	 	 	 	 
540	291.632	110.081	 	 	 	 
541	291.607	110.373	 	 	 	 
542	291.583	110.665	 	 	 	 
543	291.571	110.956	 	 	 	 
544	291.681	111.248	 	 	 	 
545	291.681	111.540	 	 	 	 
546	291.730	111.831	 	 	 	 
547	291.705	112.123	 	 	 	 
548	291.730	112.415	 	 	 	 
549	291.755	112.707	 	 	 	 
550	291.853	112.998	 	 	 	 
551	291.828	113.290	 	 	 	 
552	291.828	113.582	 	 	 	 
553	291.926	113.874	 	 	 	 
554	291.902	114.166	 	 	 	 
555	291.975	114.458	 	 	 	 
556	291.902	114.750	 	 	 	 
557	291.975	115.042	 	 	 	 
558	291.926	115.334	 	 	 	 
559	292.049	115.626	 	 	 	 
560	292.024	115.918	 	 	 	 
561	292.024	116.210	 	 	 	 
562	292.098	116.502	 	 	 	 
563	292.123	116.794	 	 	 	 
564	292.049	117.086	 	 	 	 
565	292.098	117.378	 	 	 	 
566	292.098	117.670	 	 	 	 
567	292.123	117.962	 	 	 	 
568	292.147	118.254	 	 	 	 
569	292.024	118.546	 	 	 	 
570	292.147	118.839	 	 	 	 
571	292.196	119.131	 	 	 	 
572	292.196	119.423	 	 	 	 
573	292.270	119.715	 	 	 	 
574	292.245	120.008	 	 	 	 
575	292.270	120.300	 	 	 	 
576	292.270	120.592	 	 	 	 
577	292.294	120.884	 	 	 	 
578	292.344	121.177	 	 	 	 
579	292.344	121.469	 	 	 	 
580	292.442	121.762	 	 	 	 
581	292.393	122.054	 	 	 	 
582	292.368	122.346	 	 	 	 
583	292.319	122.639	 	 	 	 
584	292.417	122.931	 	 	 	 
585	292.417	123.223	 	 	 	 
586	292.442	123.516	 	 	 	 
587	292.540	123.808	 	 	 	 
588	292.393	124.101	 	 	 	 
589	292.466	124.393	 	 	 	 
590	292.393	124.686	 	 	 	 
591	292.515	124.978	 	 	 	 
592	292.564	125.271	 	 	 	 
593	292.491	125.563	 	 	 	 
594	292.564	125.856	 	 	 	 
595	292.638	126.148	 	 	 	 
596	292.546	126.441	 	 	 	 
597	292.564	126.734	 	 	 	 
598	292.589	127.026	 	 	 	 
599	292.515	127.319	 	 	 	 
600	292.638	127.611	 	 	 	 
601	292.589	127.904	 	 	 	 
602	292.613	128.196	 	 	 	 
603	292.663	128.489	 	 	 	 
604	292.515	128.782	 	 	 	 
605	292.589	129.074	 	 	 	 
606	292.663	129.367	 	 	 	 
607	292.785	129.660	 	 	 	 
608	292.810	129.952	 	 	 	 
609	292.810	130.245	 	 	 	 
610	292.712	130.538	 	 	 	 
611	292.736	130.831	 	 	 	 
612	292.736	131.124	 	 	 	 
613	292.761	131.416	 	 	 	 
614	292.834	131.709	 	 	 	 
615	292.736	132.002	 	 	 	 
616	292.761	132.295	 	 	 	 
617	292.834	132.587	 	 	 	 
618	292.834	132.880	 	 	 	 
619	292.834	133.173	 	 	 	 
620	292.736	133.466	 	 	 	 
621	292.932	133.759	 	 	 	 
622	292.859	134.052	 	 	 	 
623	292.883	134.344	 	 	 	 
624	292.859	134.637	 	 	 	 
625	292.810	134.930	 	 	 	 
626	292.883	135.223	 	 	 	 
627	292.957	135.516	 	 	 	 
628	292.982	135.809	 	 	 	 
629	292.957	136.102	 	 	 	 
630	292.859	136.395	 	 	 	 
631	292.908	136.688	 	 	 	 
632	293.031	136.981	 	 	 	 
633	292.957	137.274	 	 	 	 
634	292.982	137.567	 	 	 	 
635	292.957	137.860	 	 	 	 
636	293.006	138.153	 	 	 	 
637	292.982	138.446	 	 	 	 
638	293.055	138.739	 	 	 	 
639	292.932	139.032	 	 	 	 
640	292.982	139.325	 	 	 	 
641	293.055	139.618	 	 	 	 
642	293.080	139.911	 	 	 	 
643	293.129	140.204	 	 	 	 
644	293.031	140.497	 	 	 	 
645	293.055	140.790	 	 	 	 
646	293.129	141.083	 	 	 	 
647	293.153	141.376	 	 	 	 
648	293.031	141.669	 	 	 	 
649	293.117	141.962	 	 	 	 
650	293.129	142.256	 	 	 	 
651	293.006	142.549	 	 	 	 
652	292.957	142.841	 	 	 	 
653	293.227	143.135	 	 	 	 
654	293.080	143.428	 	 	 	 
655	293.080	143.721	 	 	 	 
656	293.104	144.014	 	 	 	 
657	293.153	144.307	 	 	 	 
658	293.202	144.600	 	 	 	 
659	293.129	144.893	 	 	 	 
660	293.202	145.187	 	 	 	 
661	293.104	145.480	 	 	 	 
662	293.129	145.773	 	 	 	 
663	293.104	146.066	 	 	 	 
664	293.153	146.359	 	 	 	 
665	293.104	146.652	 	 	 	 
666	293.153	146.945	 	 	 	 
667	293.153	147.239	 	 	 	 
668	293.202	147.532	 	 	 	 
669	293.153	147.825	 	 	 	 
670	293.276	148.118	 	 	 	 
671	293.252	148.411	 	 	 	 
672	293.178	148.705	 	 	 	 
673	293.153	148.998	 	 	 	 
674	293.202	149.291	 	 	 	 
675	293.227	149.584	 	 	 	 
676	293.202	149.877	 	 	 	 
677	293.301	150.171	 	 	 	 
678	293.301	150.464	 	 	 	 
679	293.252	150.757	 	 	 	 
680	293.325	151.051	 	 	 	 
681	293.252	151.344	 	 	 	 
682	293.227	151.637	 	 	 	 
683	293.252	151.930	 	 	 	 
684	293.301	152.224	 	 	 	 
685	293.301	152.517	 	 	 	 
686	293.325	152.810	 	 	 	 
687	293.202	153.103	 	 	 	 
688	293.276	153.397	 	 	 	 
689	293.399	153.690	 	 	 	 
690	293.350	153.983	 	 	 	 
691	293.202	154.277	 	 	 	 
692	293.301	154.570	 	 	 	 
693	293.252	154.863	 	 	 	 
694	293.325	155.157	 	 	 	 
695	293.276	155.450	 	 	 	 
696	293.202	155.743	 	 	 	 
697	293.399	156.036	 	 	 	 
698	293.301	156.330	 	 	 	 
699	293.350	156.623	 	 	 	 
700	293.399	156.916	 	 	 	 
701	293.374	157.210	 	 	 	 
702	293.393	157.503	 	 	 	 
703	293.325	157.797	 	 	 	 
704	293.423	158.090	 	 	 	 
705	293.325	158.383	 	 	 	 
706	293.276	158.677	 	 	 	 
707	293.325	158.970	 	 	 	 
708	293.325	159.263	 	 	 	 
709	293.521	159.557	 	 	 	 
710	293.399	159.850	 	 	 	 
711	293.423	160.144	 	 	 	 
712	293.546	160.437	 	 	 	 
713	293.546	160.731	 	 	 	 
714	293.521	161.024	 	 	 	 
715	293.448	161.318	 	 	 	 
716	293.423	161.611	 	 	 	 
717	293.325	161.904	 	 	 	 
718	293.472	162.198	 	 	 	 
719	293.472	162.491	 	 	 	 
720	293.350	162.785	 	 	 	 
721	293.374	163.078	 	 	 	 
722	293.448	163.372	 	 	 	 
723	293.497	163.665	 	 	 	 
724	293.399	163.958	 	 	 	 
725	293.448	164.252	 	 	 	 
726	293.374	164.545	 	 	 	 
727	293.521	164.839	 	 	 	 
728	293.546	165.132	 	 	 	 
729	293.423	165.426	 	 	 	 
730	293.399	165.719	 	 	 	 
731	293.497	166.013	 	 	 	 
732	293.448	166.306	 	 	 	 
733	293.546	166.600	 	 	 	 
734	293.497	166.893	 	 	 	 
735	293.595	167.187	 	 	 	 
736	293.472	167.480	 	 	 	 
737	293.399	167.774	 	 	 	 
738	293.497	168.067	 	 	 	 
739	293.472	168.361	 	 	 	 
740	293.497	168.654	 	 	 	 
741	293.423	168.947	 	 	 	 
742	293.497	169.241	 	 	 	 
743	293.497	169.534	 	 	 	 
744	293.472	169.828	 	 	 	 
745	293.546	170.121	 	 	 	 
746	293.448	170.415	 	 	 	 
747	293.472	170.708	 	 	 	 
748	293.497	171.002	 	 	 	 
749	293.399	171.295	 	 	 	 
750	293.546	171.589	 	 	 	 
751	293.521	171.882	 	 	 	 
752	293.521	172.176	 	 	 	 
753	293.472	172.469	 	 	 	 
754	293.423	172.763	 	 	 	 
755	293.485	173.056	 	 	 	 
756	293.521	173.350	 	 	 	 
757	293.521	173.643	 	 	 	 
