TIME	P	Q
s	uW	mJ
61	-19.215	-0.019
62	-19.264	-0.038
63	-19.190	-0.058
64	-19.288	-0.077
65	-19.239	-0.096
66	-19.215	-0.115
67	-19.215	-0.135
68	-19.215	-0.154
69	-19.215	-0.173
70	-19.190	-0.192
71	-19.239	-0.211
72	-19.239	-0.231
73	-19.166	-0.250
74	-19.215	-0.269
75	-19.190	-0.288
76	-19.215	-0.308
77	-19.190	-0.327
78	-19.166	-0.346
79	-19.215	-0.365
80	-19.190	-0.384
81	-19.215	-0.403
82	-19.190	-0.423
83	-19.325	-0.442
84	-19.264	-0.461
85	-19.239	-0.481
86	-19.190	-0.500
87	-19.141	-0.519
88	-19.288	-0.538
89	-19.264	-0.557
90	-19.288	-0.577
91	-19.166	-0.596
92	-19.288	-0.615
93	-19.288	-0.634
94	-19.239	-0.654
95	-19.264	-0.673
96	-19.288	-0.692
97	-19.190	-0.711
98	-19.233	-0.731
99	-19.117	-0.750
100	-19.239	-0.769
101	-19.239	-0.788
102	-19.313	-0.808
103	-19.239	-0.827
104	-19.362	-0.846
105	-19.252	-0.865
106	-19.239	-0.885
107	-19.288	-0.904
108	-19.239	-0.923
109	-19.239	-0.942
110	-19.264	-0.962
111	-19.166	-0.981
112	-19.288	-1.000
113	-19.337	-1.019
114	-19.239	-1.039
115	-19.264	-1.058
116	-19.264	-1.077
117	-19.337	-1.097
118	-19.337	-1.116
119	-19.313	-1.135
120	-19.307	-1.155
121	-19.288	-1.174
122	-19.215	-1.193
123	-19.313	-1.212
124	-19.239	-1.232
125	-19.264	-1.251
126	-19.411	-1.270
127	-19.270	-1.290
128	-19.288	-1.309
129	-19.313	-1.328
130	-19.313	-1.347
131	-19.215	-1.367
132	-19.215	-1.386
133	-19.288	-1.405
134	-19.196	-1.424
135	-19.190	-1.444
136	-19.288	-1.463
137	-19.215	-1.482
138	-19.264	-1.501
139	-19.313	-1.521
140	-19.215	-1.540
141	-19.215	-1.559
142	-19.313	-1.578
143	-19.288	-1.598
144	-19.362	-1.617
145	-19.313	-1.636
146	-19.387	-1.656
147	-19.239	-1.675
148	-19.337	-1.694
149	-19.307	-1.714
150	-19.264	-1.733
151	-19.288	-1.752
152	-19.288	-1.771
153	-19.215	-1.791
154	-19.166	-1.810
155	-19.337	-1.829
156	-19.270	-1.848
157	-19.288	-1.868
158	-19.313	-1.887
159	-19.288	-1.906
160	-19.166	-1.925
161	-19.215	-1.945
162	-19.215	-1.964
163	-19.288	-1.983
164	-19.215	-2.002
165	-19.313	-2.022
166	-19.264	-2.041
167	-19.166	-2.060
168	-19.190	-2.079
169	-19.166	-2.099
170	-19.215	-2.118
171	-19.141	-2.137
172	-19.190	-2.156
173	-19.239	-2.175
174	-19.092	-2.194
175	-19.067	-2.213
176	-19.190	-2.233
177	-19.264	-2.252
178	-19.288	-2.271
179	-19.215	-2.290
180	-19.166	-2.310
181	-19.215	-2.329
182	-19.264	-2.348
183	-19.166	-2.367
184	-19.239	-2.386
185	-19.252	-2.406
186	-19.239	-2.425
187	-19.166	-2.444
188	-19.117	-2.463
189	-19.166	-2.482
190	-19.239	-2.502
191	-19.215	-2.521
192	-19.288	-2.540
193	-19.239	-2.559
194	-19.239	-2.579
195	-19.190	-2.598
196	-19.288	-2.617
197	-19.166	-2.636
198	-19.288	-2.656
199	-19.288	-2.675
200	-19.196	-2.694
201	-19.141	-2.713
202	-19.166	-2.732
203	-19.166	-2.752
204	-19.362	-2.771
205	-19.337	-2.790
206	-19.215	-2.809
207	-19.270	-2.829
208	-19.215	-2.848
209	-19.215	-2.867
210	-19.215	-2.886
211	-19.141	-2.905
212	-19.288	-2.925
213	-19.337	-2.944
214	-19.215	-2.963
215	-19.264	-2.983
216	-19.239	-3.002
217	-19.288	-3.021
218	-19.288	-3.040
219	-19.264	-3.060
220	-19.362	-3.079
221	-19.337	-3.098
222	-19.344	-3.118
223	-19.215	-3.137
224	-19.313	-3.156
225	-19.215	-3.175
226	-19.239	-3.195
227	-19.166	-3.214
228	-19.337	-3.233
229	-19.123	-3.252
230	-19.215	-3.272
231	-19.190	-3.291
232	-19.215	-3.310
233	-19.141	-3.329
234	-19.117	-3.348
235	-19.166	-3.367
236	-19.049	-3.386
237	-19.190	-3.406
238	-19.190	-3.425
239	-19.018	-3.444
240	-19.092	-3.463
241	-19.288	-3.482
242	-19.190	-3.501
243	-19.215	-3.521
244	-19.166	-3.540
245	-19.239	-3.559
246	-19.190	-3.578
247	-19.215	-3.597
248	-19.190	-3.617
249	-19.215	-3.636
250	-19.215	-3.655
251	-19.123	-3.674
252	-19.043	-3.693
253	-19.141	-3.712
254	-19.141	-3.731
255	-19.166	-3.751
256	-19.141	-3.770
257	-19.190	-3.789
258	-19.160	-3.808
259	-19.239	-3.827
260	-19.215	-3.847
261	-19.117	-3.866
262	-19.117	-3.885
263	-19.141	-3.904
264	-19.190	-3.923
265	-19.233	-3.942
266	-19.141	-3.962
267	-19.288	-3.981
268	-19.141	-4.000
269	-19.190	-4.019
270	-19.215	-4.038
271	-19.190	-4.058
272	-19.239	-4.077
273	-19.233	-4.096
274	-19.190	-4.115
275	-19.239	-4.134
276	-19.166	-4.154
277	-19.190	-4.173
278	-19.239	-4.192
279	-19.264	-4.211
280	-19.233	-4.231
281	-19.166	-4.250
282	-19.387	-4.269
283	-19.264	-4.288
284	-19.264	-4.308
285	-19.190	-4.327
286	-19.288	-4.346
287	-19.252	-4.365
288	-19.215	-4.385
289	-19.264	-4.404
290	-19.288	-4.423
291	-19.239	-4.442
292	-19.166	-4.462
293	-19.141	-4.481
294	-19.270	-4.500
295	-19.264	-4.519
296	-19.215	-4.538
297	-19.190	-4.558
298	-19.190	-4.577
299	-19.092	-4.596
300	-19.117	-4.615
301	-19.166	-4.634
302	-19.086	-4.653
303	-19.190	-4.672
304	-19.215	-4.692
305	-19.117	-4.711
306	-19.190	-4.730
307	-19.239	-4.749
308	-19.190	-4.768
309	-19.215	-4.788
310	-19.166	-4.807
311	-19.166	-4.826
312	-19.092	-4.845
313	-19.067	-4.864
314	-19.117	-4.883
315	-19.092	-4.902
316	-19.086	-4.921
317	-19.166	-4.941
318	-19.190	-4.960
319	-19.264	-4.979
320	-19.117	-4.998
321	-19.190	-5.017
322	-19.166	-5.036
323	-19.215	-5.056
324	-19.178	-5.075
325	-19.117	-5.094
326	-19.166	-5.113
327	-19.117	-5.132
328	-19.141	-5.151
329	-19.166	-5.171
330	-19.117	-5.190
331	-19.160	-5.209
332	-19.166	-5.228
333	-19.092	-5.247
334	-19.092	-5.266
335	-19.117	-5.285
336	-19.166	-5.304
337	-19.215	-5.324
338	-19.178	-5.343
339	-19.215	-5.362
340	-19.117	-5.381
341	-19.166	-5.400
342	-19.141	-5.420
343	-19.117	-5.439
344	-19.313	-5.458
345	-19.141	-5.477
346	-19.215	-5.496
347	-19.166	-5.515
348	-19.117	-5.535
349	-19.166	-5.554
350	-19.092	-5.573
351	-19.166	-5.592
352	-19.190	-5.611
353	-19.178	-5.630
354	-19.190	-5.650
355	-19.166	-5.669
356	-19.215	-5.688
357	-19.166	-5.707
358	-19.215	-5.726
359	-19.288	-5.746
360	-19.288	-5.765
361	-19.337	-5.784
362	-19.190	-5.803
363	-19.190	-5.823
364	-19.239	-5.842
365	-19.117	-5.861
366	-19.141	-5.880
367	-19.215	-5.899
368	-19.264	-5.919
369	-19.239	-5.938
370	-19.190	-5.957
371	-19.190	-5.976
372	-19.190	-5.995
373	-19.264	-6.015
374	-19.239	-6.034
375	-19.178	-6.053
376	-19.190	-6.072
377	-19.092	-6.091
378	-19.117	-6.110
379	-19.190	-6.130
380	-19.043	-6.149
381	-19.141	-6.168
382	-19.049	-6.187
383	-19.117	-6.206
384	-19.092	-6.225
385	-19.092	-6.244
386	-19.141	-6.263
387	-19.117	-6.282
388	-19.092	-6.302
389	-19.086	-6.321
390	-19.043	-6.340
391	-19.141	-6.359
392	-19.141	-6.378
393	-19.215	-6.397
394	-19.215	-6.416
395	-19.067	-6.435
396	-19.067	-6.455
397	-19.117	-6.474
398	-19.043	-6.493
399	-19.043	-6.512
400	-19.117	-6.531
401	-19.018	-6.550
402	-19.117	-6.569
403	-19.092	-6.588
404	-19.049	-6.607
405	-19.141	-6.626
406	-19.117	-6.645
407	-19.092	-6.664
408	-19.141	-6.684
409	-19.166	-6.703
410	-19.043	-6.722
411	-19.086	-6.741
412	-18.994	-6.760
413	-19.166	-6.779
414	-19.092	-6.798
415	-19.141	-6.817
416	-19.018	-6.836
417	-19.166	-6.855
418	-19.141	-6.875
419	-19.166	-6.894
420	-19.141	-6.913
421	-19.190	-6.932
422	-19.117	-6.951
423	-19.239	-6.970
424	-19.166	-6.990
425	-19.092	-7.009
426	-19.123	-7.028
427	-19.190	-7.047
428	-19.092	-7.066
429	-19.215	-7.085
430	-19.092	-7.104
431	-19.117	-7.124
432	-19.166	-7.143
433	-19.215	-7.162
434	-19.141	-7.181
435	-19.141	-7.200
436	-19.190	-7.219
437	-19.117	-7.239
438	-19.166	-7.258
439	-19.067	-7.277
440	-19.233	-7.296
441	-19.190	-7.315
442	-19.141	-7.334
443	-19.092	-7.353
444	-19.117	-7.373
445	-19.166	-7.392
446	-19.190	-7.411
447	-19.270	-7.430
448	-19.239	-7.449
449	-19.190	-7.469
450	-19.215	-7.488
451	-19.166	-7.507
452	-19.117	-7.526
453	-19.190	-7.545
454	-19.166	-7.564
455	-19.123	-7.584
456	-19.166	-7.603
457	-19.141	-7.622
458	-19.264	-7.641
459	-19.215	-7.660
460	-19.166	-7.680
461	-19.239	-7.699
462	-19.196	-7.718
463	-19.215	-7.737
464	-19.092	-7.756
465	-19.166	-7.775
466	-19.190	-7.795
467	-19.141	-7.814
468	-19.092	-7.833
469	-19.123	-7.852
470	-19.117	-7.871
471	-19.117	-7.890
472	-19.141	-7.909
473	-19.190	-7.929
474	-19.092	-7.948
475	-19.190	-7.967
476	-19.141	-7.986
477	-19.123	-8.005
478	-18.994	-8.024
479	-19.166	-8.043
480	-19.092	-8.062
481	-19.067	-8.081
482	-19.117	-8.101
483	-19.141	-8.120
484	-19.104	-8.139
485	-19.117	-8.158
486	-19.117	-8.177
487	-19.166	-8.196
488	-19.067	-8.215
489	-19.117	-8.234
490	-19.141	-8.253
491	-19.178	-8.273
492	-19.092	-8.292
493	-19.190	-8.311
494	-19.190	-8.330
495	-19.239	-8.349
496	-19.117	-8.368
497	-19.043	-8.388
498	-19.104	-8.407
499	-19.190	-8.426
500	-19.166	-8.445
501	-19.141	-8.464
502	-19.166	-8.483
503	-19.092	-8.502
504	-19.166	-8.522
505	-19.190	-8.541
506	-19.215	-8.560
507	-19.190	-8.579
508	-19.239	-8.598
509	-19.239	-8.618
510	-19.141	-8.637
511	-19.215	-8.656
512	-19.166	-8.675
513	-19.196	-8.694
514	-19.190	-8.714
515	-19.166	-8.733
516	-19.166	-8.752
517	-19.264	-8.771
518	-19.239	-8.790
519	-19.141	-8.810
520	-19.252	-8.829
521	-19.166	-8.848
522	-19.141	-8.867
523	-19.190	-8.886
524	-19.190	-8.905
525	-19.190	-8.925
526	-19.166	-8.944
527	-19.264	-8.963
528	-19.215	-8.982
529	-19.190	-9.001
530	-19.166	-9.021
531	-19.141	-9.040
532	-19.239	-9.059
533	-19.215	-9.078
534	-19.215	-9.097
535	-19.141	-9.117
536	-19.166	-9.136
537	-19.264	-9.155
538	-19.288	-9.174
539	-19.215	-9.194
540	-19.264	-9.213
541	-19.190	-9.232
542	-19.178	-9.251
543	-19.215	-9.270
544	-19.190	-9.290
545	-19.288	-9.309
546	-19.190	-9.328
547	-19.190	-9.347
548	-19.190	-9.366
549	-19.233	-9.386
550	-19.141	-9.405
551	-19.141	-9.424
552	-19.141	-9.443
553	-19.190	-9.462
554	-19.117	-9.481
555	-19.166	-9.501
556	-19.141	-9.520
557	-19.123	-9.539
558	-19.166	-9.558
559	-19.141	-9.577
560	-19.166	-9.596
561	-19.166	-9.615
562	-19.166	-9.635
563	-19.190	-9.654
564	-19.086	-9.673
565	-19.092	-9.692
566	-19.215	-9.711
567	-19.190	-9.730
568	-19.166	-9.750
569	-19.067	-9.769
570	-19.117	-9.788
571	-19.141	-9.807
572	-19.239	-9.826
573	-19.117	-9.845
574	-19.190	-9.864
575	-19.043	-9.883
576	-19.215	-9.903
577	-19.141	-9.922
578	-19.166	-9.941
579	-19.086	-9.960
580	-19.141	-9.979
581	-19.166	-9.998
582	-19.141	-10.018
583	-19.190	-10.037
584	-19.190	-10.056
585	-19.117	-10.075
586	-19.196	-10.094
587	-19.239	-10.113
588	-19.239	-10.133
589	-19.190	-10.152
590	-19.190	-10.171
591	-19.117	-10.190
592	-19.215	-10.209
593	-19.160	-10.229
594	-19.215	-10.248
595	-19.166	-10.267
596	-19.190	-10.286
597	-19.264	-10.305
598	-19.092	-10.325
599	-19.141	-10.344
600	-19.178	-10.363
601	-19.190	-10.382
602	-19.190	-10.401
603	-19.117	-10.420
604	-19.190	-10.440
605	-19.239	-10.459
606	-19.190	-10.478
607	-19.215	-10.497
608	-19.196	-10.516
609	-19.117	-10.535
610	-19.190	-10.555
611	-19.166	-10.574
612	-19.166	-10.593
613	-19.117	-10.612
614	-19.117	-10.631
615	-19.215	-10.650
616	-19.141	-10.670
617	-19.141	-10.689
618	-19.141	-10.708
619	-19.166	-10.727
620	-19.141	-10.746
621	-19.190	-10.765
622	-19.086	-10.784
623	-19.166	-10.804
624	-19.215	-10.823
625	-19.166	-10.842
626	-19.239	-10.861
627	-19.092	-10.880
628	-19.092	-10.899
629	-19.117	-10.919
630	-19.178	-10.938
631	-19.141	-10.957
632	-19.092	-10.976
633	-19.117	-10.995
634	-19.117	-11.014
635	-19.141	-11.033
636	-19.117	-11.052
637	-19.160	-11.072
638	-19.067	-11.091
639	-19.166	-11.110
640	-19.141	-11.129
641	-19.117	-11.148
642	-19.264	-11.167
643	-19.190	-11.187
644	-19.049	-11.206
645	-19.067	-11.225
646	-19.117	-11.244
647	-19.067	-11.263
648	-19.067	-11.282
649	-19.190	-11.301
650	-19.166	-11.320
651	-19.178	-11.339
652	-19.092	-11.359
653	-19.043	-11.378
654	-19.141	-11.397
655	-19.215	-11.416
656	-19.141	-11.435
657	-19.190	-11.454
658	-19.166	-11.473
659	-19.160	-11.493
660	-19.092	-11.512
661	-19.141	-11.531
662	-19.166	-11.550
663	-19.215	-11.569
664	-19.117	-11.588
665	-19.141	-11.607
666	-19.178	-11.627
667	-19.264	-11.646
668	-19.141	-11.665
669	-19.313	-11.684
670	-19.166	-11.704
671	-19.239	-11.723
672	-19.166	-11.742
673	-19.160	-11.761
674	-19.117	-11.780
675	-19.190	-11.799
676	-19.166	-11.819
677	-19.190	-11.838
678	-19.190	-11.857
679	-19.166	-11.876
680	-19.141	-11.895
681	-19.215	-11.914
682	-19.117	-11.934
683	-19.141	-11.953
684	-19.313	-11.972
685	-19.141	-11.991
686	-19.141	-12.010
687	-19.190	-12.029
688	-19.196	-12.049
689	-19.117	-12.068
690	-18.994	-12.087
691	-19.141	-12.106
692	-19.166	-12.125
693	-19.166	-12.144
694	-19.166	-12.163
695	-19.141	-12.183
696	-19.239	-12.202
697	-19.190	-12.221
698	-19.117	-12.240
699	-19.092	-12.259
700	-19.215	-12.278
701	-19.141	-12.298
702	-19.049	-12.317
703	-19.117	-12.336
704	-19.067	-12.355
705	-19.141	-12.374
706	-19.018	-12.393
707	-19.018	-12.412
708	-19.067	-12.431
709	-19.043	-12.450
710	-19.160	-12.469
711	-19.092	-12.488
712	-19.092	-12.507
713	-19.166	-12.527
714	-19.067	-12.546
715	-19.117	-12.565
716	-19.215	-12.584
717	-19.086	-12.603
718	-19.239	-12.622
719	-19.018	-12.641
720	-19.141	-12.660
721	-19.141	-12.680
722	-19.141	-12.699
723	-19.092	-12.718
724	-19.178	-12.737
725	-19.067	-12.756
726	-19.092	-12.775
727	-19.166	-12.794
728	-19.141	-12.814
729	-19.141	-12.833
730	-18.969	-12.852
731	-19.141	-12.871
732	-19.196	-12.890
733	-19.092	-12.909
734	-19.067	-12.928
735	-19.067	-12.947
736	-19.117	-12.966
737	-19.190	-12.985
738	-19.166	-13.005
739	-19.067	-13.024
740	-19.190	-13.043
741	-19.092	-13.062
742	-19.092	-13.081
743	-19.166	-13.100
744	-19.117	-13.119
745	-19.141	-13.139
746	-19.141	-13.158
747	-19.215	-13.177
748	-19.092	-13.196
749	-19.239	-13.215
750	-19.190	-13.234
751	-19.166	-13.254
752	-19.166	-13.273
753	-19.160	-13.292
754	-19.215	-13.311
755	-19.313	-13.330
756	-19.239	-13.350
757	-19.239	-13.369
758	-19.190	-13.388
759	-19.117	-13.407
760	-19.215	-13.426
761	-19.141	-13.446
762	-19.190	-13.465
763	-19.190	-13.484
764	-19.239	-13.503
765	-19.067	-13.522
766	-19.288	-13.542
767	-19.166	-13.561
768	-19.160	-13.580
769	-19.092	-13.599
770	-19.190	-13.618
771	-19.117	-13.637
772	-19.264	-13.657
773	-19.166	-13.676
774	-19.288	-13.695
775	-19.215	-13.714
776	-19.264	-13.733
777	-19.215	-13.753
778	-19.215	-13.772
779	-19.117	-13.791
780	-19.215	-13.810
781	-19.166	-13.829
782	-19.264	-13.849
783	-19.233	-13.868
784	-19.117	-13.887
785	-19.190	-13.906
786	-19.190	-13.925
787	-19.190	-13.945
788	-19.141	-13.964
789	-19.215	-13.983
790	-19.123	-14.002
791	-19.117	-14.021
792	-19.190	-14.040
793	-19.190	-14.060
794	-19.215	-14.079
795	-19.092	-14.098
796	-19.092	-14.117
797	-19.233	-14.136
798	-19.092	-14.155
799	-19.190	-14.174
800	-19.141	-14.194
801	-19.141	-14.213
802	-19.215	-14.232
803	-19.166	-14.251
804	-19.196	-14.270
805	-19.141	-14.289
806	-19.215	-14.309
807	-19.117	-14.328
808	-19.166	-14.347
809	-19.141	-14.366
810	-19.043	-14.385
811	-19.141	-14.404
812	-19.086	-14.423
813	-19.117	-14.442
814	-19.117	-14.462
815	-19.117	-14.481
816	-19.043	-14.500
817	-19.018	-14.519
818	-19.215	-14.538
819	-19.086	-14.557
820	-19.067	-14.576
821	-19.215	-14.595
822	-19.166	-14.615
823	-19.117	-14.634
824	-19.190	-14.653
825	-19.141	-14.672
826	-19.160	-14.691
827	-19.141	-14.710
828	-19.166	-14.729
829	-19.215	-14.749
830	-19.190	-14.768
831	-19.141	-14.787
832	-19.166	-14.806
833	-19.117	-14.825
834	-19.196	-14.844
835	-19.190	-14.864
836	-19.215	-14.883
837	-19.067	-14.902
838	-19.141	-14.921
839	-19.190	-14.940
840	-19.141	-14.959
841	-19.141	-14.979
842	-19.166	-14.998
843	-19.166	-15.017
844	-19.092	-15.036
845	-19.067	-15.055
846	-19.117	-15.074
847	-19.141	-15.093
848	-19.160	-15.112
849	-19.239	-15.132
850	-19.190	-15.151
851	-19.117	-15.170
852	-19.190	-15.189
853	-19.166	-15.208
854	-19.190	-15.228
855	-19.160	-15.247
856	-19.141	-15.266
857	-19.141	-15.285
858	-19.166	-15.304
859	-19.092	-15.323
860	-19.092	-15.342
861	-19.117	-15.361
862	-19.067	-15.381
863	-19.104	-15.400
864	-19.067	-15.419
865	-19.043	-15.438
866	-19.117	-15.457
867	-19.141	-15.476
868	-19.117	-15.495
869	-19.067	-15.514
870	-19.123	-15.533
871	-19.067	-15.552
872	-19.092	-15.571
873	-19.117	-15.591
874	-19.117	-15.610
875	-19.067	-15.629
876	-19.215	-15.648
877	-18.975	-15.667
878	-19.043	-15.686
879	-19.092	-15.705
880	-19.117	-15.724
881	-19.141	-15.743
882	-19.141	-15.762
883	-19.166	-15.782
884	-19.117	-15.801
885	-19.067	-15.820
886	-19.166	-15.839
887	-19.092	-15.858
888	-19.141	-15.877
889	-19.141	-15.896
890	-19.190	-15.916
891	-19.117	-15.935
892	-19.086	-15.954
893	-19.215	-15.973
894	-19.141	-15.992
895	-19.117	-16.011
896	-19.166	-16.030
897	-19.215	-16.050
898	-19.166	-16.069
899	-19.067	-16.088
900	-19.215	-16.107
901	-19.166	-16.126
902	-19.117	-16.145
903	-19.092	-16.164
904	-19.215	-16.184
905	-19.166	-16.203
906	-19.049	-16.222
907	-19.092	-16.241
908	-19.166	-16.260
909	-19.141	-16.279
910	-19.141	-16.298
911	-19.215	-16.318
912	-19.239	-16.337
913	-19.215	-16.356
914	-19.196	-16.375
915	-19.166	-16.394
916	-19.190	-16.414
917	-19.239	-16.433
918	-19.190	-16.452
919	-19.190	-16.471
920	-19.190	-16.490
921	-19.123	-16.510
922	-19.166	-16.529
923	-19.117	-16.548
924	-19.141	-16.567
925	-19.239	-16.586
926	-19.141	-16.605
927	-19.018	-16.624
928	-19.086	-16.643
929	-19.067	-16.663
930	-19.117	-16.682
931	-19.018	-16.701
932	-19.117	-16.720
933	-19.117	-16.739
934	-19.190	-16.758
935	-19.092	-16.777
936	-19.067	-16.796
937	-19.043	-16.815
938	-19.141	-16.834
939	-18.871	-16.853
940	-19.018	-16.872
941	-19.067	-16.891
942	-19.067	-16.910
943	-18.957	-16.929
944	-19.018	-16.948
945	-19.043	-16.967
946	-19.018	-16.986
947	-19.092	-17.006
948	-19.043	-17.025
949	-19.067	-17.044
950	-19.067	-17.063
951	-19.018	-17.082
952	-19.067	-17.101
953	-19.018	-17.120
954	-19.018	-17.139
955	-19.067	-17.158
956	-19.018	-17.177
957	-19.067	-17.196
958	-19.018	-17.215
959	-18.969	-17.234
960	-19.018	-17.253
961	-19.067	-17.272
962	-19.092	-17.291
963	-19.141	-17.310
964	-19.092	-17.329
965	-18.994	-17.348
966	-19.018	-17.367
967	-19.141	-17.387
968	-19.067	-17.406
969	-19.141	-17.425
970	-19.117	-17.444
971	-18.969	-17.463
972	-19.067	-17.482
973	-18.945	-17.501
974	-19.018	-17.520
975	-19.092	-17.539
976	-19.166	-17.558
977	-19.043	-17.577
978	-19.141	-17.596
979	-19.141	-17.616
980	-19.092	-17.635
981	-19.067	-17.654
982	-19.141	-17.673
983	-19.166	-17.692
984	-19.067	-17.711
985	-19.117	-17.730
986	-19.092	-17.749
987	-19.141	-17.768
988	-19.092	-17.787
989	-19.141	-17.807
990	-19.117	-17.826
991	-19.067	-17.845
992	-19.067	-17.864
993	-19.190	-17.883
994	-19.160	-17.902
995	-19.141	-17.921
996	-19.141	-17.941
997	-19.141	-17.960
998	-19.141	-17.979
999	-19.215	-17.998
1000	-19.092	-18.017
1001	-19.141	-18.036
1002	-19.190	-18.055
1003	-19.117	-18.075
1004	-19.092	-18.094
1005	-19.190	-18.113
1006	-19.117	-18.132
1007	-19.117	-18.151
1008	-19.086	-18.170
1009	-19.166	-18.189
1010	-19.166	-18.208
1011	-19.117	-18.228
1012	-19.067	-18.247
1013	-19.067	-18.266
1014	-19.043	-18.285
1015	-19.117	-18.304
1016	-19.178	-18.323
1017	-19.117	-18.342
1018	-19.117	-18.361
1019	-19.117	-18.380
1020	-19.092	-18.400
1021	-19.018	-18.419
1022	-19.117	-18.438
1023	-19.160	-18.457
1024	-19.117	-18.476
1025	-19.092	-18.495
1026	-19.067	-18.514
1027	-19.018	-18.533
1028	-19.043	-18.552
1029	-19.043	-18.571
1030	-19.086	-18.590
1031	-19.067	-18.609
1032	-19.117	-18.628
1033	-19.067	-18.648
1034	-19.092	-18.667
1035	-19.067	-18.686
1036	-18.994	-18.705
1037	-19.141	-18.724
1038	-19.049	-18.743
1039	-19.117	-18.762
1040	-18.994	-18.781
1041	-19.067	-18.800
1042	-19.141	-18.819
1043	-19.043	-18.838
1044	-19.092	-18.857
1045	-19.067	-18.876
1046	-18.994	-18.895
1047	-18.994	-18.914
1048	-19.141	-18.934
1049	-19.117	-18.953
1050	-19.067	-18.972
1051	-19.141	-18.991
1052	-19.067	-19.010
1053	-19.141	-19.029
1054	-19.067	-19.048
1055	-19.067	-19.067
1056	-19.141	-19.086
1057	-19.166	-19.105
1058	-19.067	-19.125
1059	-19.141	-19.144
1060	-19.117	-19.163
1061	-19.092	-19.182
1062	-19.117	-19.201
1063	-19.067	-19.220
1064	-19.018	-19.239
1065	-19.141	-19.258
1066	-19.141	-19.277
1067	-19.049	-19.296
1068	-19.092	-19.316
1069	-19.018	-19.335
1070	-19.092	-19.354
1071	-19.141	-19.373
1072	-19.190	-19.392
1073	-19.117	-19.411
1074	-19.104	-19.430
1075	-19.141	-19.449
1076	-19.067	-19.468
1077	-19.117	-19.488
1078	-19.043	-19.507
1079	-19.215	-19.526
1080	-19.166	-19.545
1081	-19.141	-19.564
1082	-19.215	-19.583
1083	-19.166	-19.602
1084	-19.092	-19.622
1085	-19.117	-19.641
1086	-19.141	-19.660
1087	-19.190	-19.679
1088	-19.018	-19.698
1089	-19.123	-19.717
1090	-18.994	-19.736
1091	-19.067	-19.755
1092	-19.043	-19.774
1093	-19.141	-19.793
1094	-19.141	-19.813
1095	-19.092	-19.832
1096	-19.031	-19.851
1097	-19.043	-19.870
1098	-19.018	-19.889
1099	-18.920	-19.908
1100	-18.969	-19.927
1101	-18.994	-19.946
1102	-19.043	-19.965
1103	-18.939	-19.984
1104	-19.067	-20.003
1105	-19.043	-20.022
1106	-18.969	-20.041
1107	-19.018	-20.060
1108	-19.018	-20.079
1109	-19.018	-20.098
1110	-18.957	-20.117
1111	-19.067	-20.136
1112	-18.920	-20.155
1113	-19.043	-20.174
1114	-18.969	-20.193
1115	-19.043	-20.212
1116	-18.945	-20.231
1117	-18.969	-20.250
1118	-19.049	-20.269
1119	-18.945	-20.288
1120	-19.092	-20.307
1121	-19.043	-20.326
1122	-19.092	-20.345
1123	-18.994	-20.364
1124	-18.994	-20.383
1125	-18.994	-20.402
1126	-18.994	-20.421
1127	-18.969	-20.440
1128	-19.067	-20.459
1129	-19.043	-20.478
1130	-19.043	-20.497
1131	-18.945	-20.516
1132	-19.086	-20.535
1133	-18.945	-20.554
1134	-18.969	-20.573
1135	-19.092	-20.592
1136	-19.018	-20.611
1137	-19.043	-20.630
1138	-18.969	-20.649
1139	-18.969	-20.668
1140	-19.049	-20.687
1141	-19.141	-20.706
1142	-19.067	-20.725
1143	-19.018	-20.744
1144	-19.043	-20.763
1145	-19.067	-20.782
1146	-19.117	-20.801
1147	-19.086	-20.821
1148	-19.067	-20.840
1149	-19.117	-20.859
1150	-19.043	-20.878
1151	-18.945	-20.897
1152	-18.969	-20.916
1153	-19.092	-20.935
1154	-19.123	-20.954
1155	-19.067	-20.973
1156	-18.994	-20.992
1157	-19.043	-21.011
1158	-19.018	-21.030
1159	-19.117	-21.049
1160	-19.141	-21.068
1161	-19.031	-21.087
1162	-19.117	-21.106
1163	-19.043	-21.125
1164	-19.067	-21.145
1165	-19.092	-21.164
1166	-19.092	-21.183
1167	-19.043	-21.202
1168	-19.018	-21.221
1169	-19.012	-21.240
1170	-18.994	-21.259
1171	-19.018	-21.278
1172	-18.969	-21.297
1173	-18.945	-21.316
1174	-18.969	-21.335
1175	-19.043	-21.354
1176	-19.031	-21.373
1177	-18.920	-21.392
1178	-18.920	-21.411
1179	-18.969	-21.430
1180	-18.994	-21.449
1181	-19.043	-21.468
1182	-18.896	-21.487
1183	-18.957	-21.505
1184	-18.945	-21.524
1185	-18.994	-21.543
1186	-18.896	-21.562
1187	-19.018	-21.581
1188	-19.018	-21.600
1189	-18.847	-21.619
1190	-18.871	-21.638
1191	-18.975	-21.657
1192	-18.994	-21.676
1193	-18.920	-21.695
1194	-18.945	-21.714
1195	-18.847	-21.733
1196	-18.969	-21.752
1197	-18.945	-21.771
1198	-18.865	-21.790
1199	-18.969	-21.809
1200	-18.945	-21.827
1201	-18.896	-21.846
1202	-18.945	-21.865
1203	-18.945	-21.884
1204	-18.969	-21.903
1205	-18.994	-21.922
1206	-18.994	-21.941
1207	-18.969	-21.960
