TIME	P	Q	P(corr)	Q(corr)
s	uW	 J	uW	 J
1	297.521	0.000	297.219	0.000
2	297.448	0.001	297.214	0.001
3	297.521	0.001	297.209	0.001
4	297.497	0.001	297.204	0.001
5	297.202	0.001	297.200	0.001
6	296.810	0.002	297.195	0.002
7	296.368	0.002	297.191	0.002
8	295.975	0.002	297.188	0.002
9	295.117	0.003	297.185	0.003
10	294.454	0.003	297.182	0.003
11	293.669	0.003	297.179	0.003
12	292.687	0.004	297.177	0.004
13	291.730	0.004	297.175	0.004
14	290.773	0.004	297.174	0.004
15	289.595	0.004	297.173	0.004
16	288.540	0.005	297.172	0.005
17	287.411	0.005	297.172	0.005
18	286.454	0.005	297.172	0.005
19	285.423	0.006	297.171	0.006
20	284.196	0.006	297.171	0.006
21	283.043	0.006	297.170	0.006
22	282.061	0.006	297.169	0.007
23	281.006	0.007	297.168	0.007
24	279.853	0.007	297.165	0.007
25	278.601	0.007	297.161	0.007
26	277.546	0.008	297.155	0.008
27	276.294	0.008	297.148	0.008
28	275.117	0.008	297.138	0.008
29	274.110	0.008	297.126	0.009
30	272.982	0.009	297.110	0.009
31	271.902	0.009	297.091	0.009
32	270.748	0.009	297.067	0.010
33	269.540	0.009	297.039	0.010
34	268.221	0.010	297.006	0.010
35	267.117	0.010	296.967	0.010
36	266.012	0.010	296.921	0.011
37	264.982	0.011	296.868	0.011
38	263.730	0.011	296.808	0.011
39	262.675	0.011	296.739	0.012
40	261.620	0.011	296.661	0.012
41	260.589	0.012	296.574	0.012
42	259.534	0.012	296.476	0.012
43	258.528	0.012	296.366	0.013
44	257.374	0.012	296.245	0.013
45	256.319	0.013	296.111	0.013
46	255.264	0.013	295.963	0.014
47	254.209	0.013	295.801	0.014
48	253.080	0.013	295.624	0.014
49	252.098	0.014	295.432	0.015
50	251.043	0.014	295.223	0.015
51	250.086	0.014	294.997	0.015
52	248.957	0.014	294.753	0.015
53	247.975	0.015	294.491	0.016
54	247.043	0.015	294.210	0.016
55	246.037	0.015	293.910	0.016
56	245.055	0.015	293.590	0.017
57	244.025	0.016	293.249	0.017
58	243.141	0.016	292.887	0.017
59	242.135	0.016	292.503	0.017
60	241.129	0.016	292.098	0.018
61	240.196	0.017	291.670	0.018
62	239.215	0.017	291.221	0.018
63	238.233	0.017	290.748	0.019
64	237.350	0.017	290.253	0.019
65	236.319	0.018	289.735	0.019
66	235.313	0.018	289.195	0.020
67	234.528	0.018	288.631	0.020
68	233.521	0.018	288.045	0.020
69	232.564	0.018	287.436	0.020
70	231.804	0.019	286.804	0.021
71	230.724	0.019	286.150	0.021
72	229.865	0.019	285.475	0.021
73	228.883	0.019	284.778	0.022
74	227.975	0.020	284.059	0.022
75	227.141	0.020	283.320	0.022
76	226.110	0.020	282.561	0.022
77	225.399	0.020	281.782	0.023
78	224.393	0.020	280.984	0.023
79	223.583	0.021	280.167	0.023
80	222.577	0.021	279.333	0.024
81	221.595	0.021	278.481	0.024
82	220.564	0.021	277.613	0.024
83	219.828	0.022	276.730	0.024
84	218.822	0.022	275.832	0.025
85	218.037	0.022	274.920	0.025
86	216.975	0.022	273.994	0.025
87	215.828	0.022	273.056	0.025
88	215.043	0.023	272.107	0.026
89	214.159	0.023	271.147	0.026
90	213.350	0.023	270.177	0.026
91	212.540	0.023	269.199	0.027
92	211.706	0.024	268.212	0.027
93	210.773	0.024	267.217	0.027
94	209.988	0.024	266.216	0.027
95	209.129	0.024	265.210	0.028
96	208.417	0.024	264.198	0.028
97	207.779	0.025	263.182	0.028
98	206.945	0.025	262.162	0.028
99	206.086	0.025	261.140	0.029
100	205.350	0.025	260.115	0.029
101	204.466	0.025	259.089	0.029
102	203.706	0.026	258.062	0.029
103	202.920	0.026	257.034	0.030
104	201.988	0.026	256.007	0.030
105	201.276	0.026	254.980	0.030
106	200.515	0.026	253.955	0.030
107	199.804	0.027	252.931	0.031
108	198.920	0.027	251.909	0.031
109	198.233	0.027	250.890	0.031
110	197.472	0.027	249.873	0.031
111	196.613	0.027	248.859	0.032
112	195.975	0.028	247.849	0.032
113	195.239	0.028	246.842	0.032
114	194.227	0.028	245.839	0.032
115	193.399	0.028	244.840	0.033
116	192.589	0.028	243.845	0.033
117	191.877	0.029	242.854	0.033
118	191.190	0.029	241.867	0.033
119	190.380	0.029	240.885	0.034
120	189.595	0.029	239.907	0.034
121	188.908	0.029	238.933	0.034
122	188.221	0.030	237.963	0.034
123	187.460	0.030	236.999	0.035
124	186.798	0.030	236.038	0.035
125	185.988	0.030	235.082	0.035
126	185.301	0.030	234.130	0.035
127	184.528	0.030	233.182	0.036
128	183.656	0.031	232.239	0.036
129	183.067	0.031	231.300	0.036
130	182.258	0.031	230.365	0.036
131	181.644	0.031	229.435	0.036
132	180.932	0.031	228.509	0.037
133	180.294	0.032	227.587	0.037
134	179.485	0.032	226.670	0.037
135	178.871	0.032	225.756	0.037
136	178.135	0.032	224.847	0.038
137	177.448	0.032	223.942	0.038
138	176.736	0.032	223.041	0.038
139	176.196	0.033	222.145	0.038
140	175.307	0.033	221.252	0.038
141	174.503	0.033	220.363	0.039
