EXPERIMENTAL DATA:c:\digitam\result\jbcal02.xpt        DATE 19-Sep-18
START TIME:  13:11       STOP TIME:  13:47       TOTAL TIME:  0:36
=============================================================================   
TIME	P	Q	P(corr)	Q(corr)	A.INPUT	A.INPUT	REMARK
sec	microW	mJ	microW	mJ	MV	MVs
30	-25.178	-0.758	 	 	 	 
31	-25.153	-0.783	 	 	 	 
32	-25.080	-0.808	 	 	 	 
33	-25.031	-0.833	 	 	 	 
34	-25.129	-0.858	 	 	 	 
35	-25.031	-0.883	 	 	 	 
36	-25.129	-0.909	 	 	 	 
37	-25.006	-0.934	 	 	 	 
38	-24.908	-0.958	 	 	 	 
39	-24.908	-0.983	 	 	 	 
40	-24.810	-1.008	 	 	 	 
41	-24.785	-1.033	 	 	 	 
42	-24.687	-1.058	 	 	 	 
43	-24.589	-1.082	 	 	 	 
44	-24.613	-1.107	 	 	 	 
45	-24.491	-1.131	 	 	 	 
46	-24.515	-1.156	 	 	 	 
47	-24.393	-1.180	 	 	 	 
48	-24.313	-1.205	 	 	 	 
49	-24.393	-1.229	 	 	 	 
50	-24.245	-1.253	 	 	 	 
51	-24.294	-1.278	 	 	 	 
52	-24.221	-1.302	 	 	 	 
53	-24.123	-1.326	 	 	 	 
54	-24.123	-1.350	 	 	 	 
55	-24.025	-1.374	 	 	 	 
56	-24.000	-1.398	 	 	 	 
57	-23.877	-1.422	 	 	 	 
58	-23.853	-1.446	 	 	 	 
59	-23.656	-1.469	 	 	 	 
60	-23.706	-1.493	 	 	 	 
61	-23.558	-1.517	 	 	 	 
62	-23.607	-0.024	 	 	 	 	FIRST PART #1
63	-23.534	-0.047	 	 	 	 	MAIN #1
64	-23.509	-0.071	 	 	 	 	cond 1
65	-23.301	-0.094	 	 	 	 
66	-22.773	-0.117	 	 	 	 
67	-21.865	-0.139	 	 	 	 
68	-20.515	-0.159	 	 	 	 
69	-19.043	-0.178	 	 	 	 
70	-17.350	-0.195	 	 	 	 
71	-15.386	-0.211	 	 	 	 
72	-12.883	-0.224	 	 	 	 
73	-10.331	-0.234	 	 	 	 
74	-8.000	-0.242	 	 	 	 
75	-5.693	-0.248	 	 	 	 
76	-3.239	-0.251	 	 	 	 
77	-0.810	-0.252	 	 	 	 
78	1.620	-0.250	 	 	 	 
79	4.147	-0.246	 	 	 	 
80	7.086	-0.239	 	 	 	 
81	10.110	-0.229	 	 	 	 
82	12.491	-0.216	 	 	 	 
83	15.166	-0.201	 	 	 	 
84	17.742	-0.183	 	 	 	 
85	20.196	-0.163	 	 	 	 
86	22.626	-0.141	 	 	 	 
87	25.785	-0.115	 	 	 	 
88	28.687	-0.086	 	 	 	 
89	31.313	-0.055	 	 	 	 
90	33.865	-0.021	 	 	 	 
91	36.417	0.015	 	 	 	 
92	38.920	0.054	 	 	 	 
93	41.325	0.096	 	 	 	 
94	43.730	0.139	 	 	 	 
95	46.258	0.186	 	 	 	 
96	48.687	0.234	 	 	 	 
97	51.043	0.285	 	 	 	 
98	53.423	0.339	 	 	 	 
99	55.681	0.394	 	 	 	 
100	58.344	0.453	 	 	 	 
101	61.031	0.514	 	 	 	 
102	63.190	0.577	 	 	 	 
103	65.350	0.642	 	 	 	 
104	67.706	0.710	 	 	 	 
105	69.693	0.780	 	 	 	 
106	71.902	0.852	 	 	 	 
107	73.914	0.926	 	 	 	 
108	75.951	1.002	 	 	 	 
109	77.963	1.080	 	 	 	 
110	79.951	1.159	 	 	 	 
111	81.963	1.241	 	 	 	 
112	84.074	1.326	 	 	 	 
113	86.190	1.412	 	 	 	 
114	88.466	1.500	 	 	 	 
115	90.380	1.591	 	 	 	 
116	92.221	1.683	 	 	 	 
117	94.135	1.777	 	 	 	 
118	96.098	1.873	 	 	 	 
119	97.890	1.971	 	 	 	 
120	99.779	2.071	 	 	 	 
121	101.620	2.172	 	 	 	 
122	103.509	2.276	 	 	 	 
123	105.350	2.381	 	 	 	 
124	106.994	2.488	 	 	 	 
125	108.761	2.597	 	 	 	 
126	110.890	2.708	 	 	 	 
127	112.810	2.821	 	 	 	 
128	114.479	2.935	 	 	 	 
129	116.196	3.051	 	 	 	 
130	117.791	3.169	 	 	 	 
131	119.337	3.288	 	 	 	 
132	121.031	3.409	 	 	 	 
133	122.577	3.532	 	 	 	 
134	124.074	3.656	 	 	 	 
135	125.693	3.782	 	 	 	 
136	127.166	3.909	 	 	 	 
137	128.638	4.038	 	 	 	 
138	130.184	4.168	 	 	 	 
139	131.871	4.300	 	 	 	 
140	133.595	4.433	 	 	 	 
141	134.920	4.568	 	 	 	 
142	136.368	4.705	 	 	 	 
143	137.890	4.842	 	 	 	 
144	139.362	4.982	 	 	 	 
145	140.761	5.123	 	 	 	 
146	142.209	5.265	 	 	 	 
147	143.632	5.408	 	 	 	 
148	145.055	5.553	 	 	 	 
149	146.528	5.700	 	 	 	 
150	147.877	5.848	 	 	 	 
151	149.350	5.997	 	 	 	 
152	150.865	6.148	 	 	 	 
153	152.393	6.300	 	 	 	 
154	153.718	6.454	 	 	 	 
155	155.117	6.609	 	 	 	 
156	156.368	6.766	 	 	 	 
157	157.620	6.923	 	 	 	 
158	159.067	7.082	 	 	 	 
159	160.245	7.243	 	 	 	 
160	161.595	7.404	 	 	 	 
161	162.896	7.567	 	 	 	 
162	164.025	7.731	 	 	 	 
163	165.227	7.896	 	 	 	 
164	166.356	8.063	 	 	 	 
165	167.742	8.230	 	 	 	 
166	169.031	8.399	 	 	 	 
167	170.061	8.570	 	 	 	 
168	171.092	8.741	 	 	 	 
169	172.221	8.913	 	 	 	 
170	173.301	9.086	 	 	 	 
171	174.307	9.260	 	 	 	 
172	175.288	9.436	 	 	 	 
173	176.540	9.612	 	 	 	 
174	177.472	9.790	 	 	 	 
175	178.478	9.968	 	 	 	 
176	179.460	10.148	 	 	 	 
177	180.491	10.328	 	 	 	 
178	181.656	10.510	 	 	 	 
179	182.871	10.693	 	 	 	 
180	183.706	10.876	 	 	 	 
181	184.712	11.061	 	 	 	 
182	185.791	11.247	 	 	 	 
183	186.773	11.434	 	 	 	 
184	187.804	11.621	 	 	 	 
185	188.883	11.810	 	 	 	 
186	189.865	12.000	 	 	 	 
187	190.724	12.191	 	 	 	 
188	191.755	12.383	 	 	 	 
189	192.712	12.575	 	 	 	 
190	193.620	12.769	 	 	 	 
191	194.742	12.964	 	 	 	 
192	195.828	13.160	 	 	 	 
193	196.613	13.356	 	 	 	 
194	197.571	13.554	 	 	 	 
195	198.478	13.752	 	 	 	 
196	199.362	13.952	 	 	 	 
197	200.098	14.152	 	 	 	 
198	201.006	14.353	 	 	 	 
199	201.816	14.555	 	 	 	 
200	202.724	14.757	 	 	 	 
201	203.681	14.961	 	 	 	 
202	204.368	15.165	 	 	 	 
203	205.325	15.371	 	 	 	 
204	206.086	15.577	 	 	 	 
205	206.969	15.784	 	 	 	 
206	207.681	15.991	 	 	 	 
207	208.540	16.200	 	 	 	 
208	209.251	16.409	 	 	 	 
209	210.037	16.619	 	 	 	 
210	210.822	16.830	 	 	 	 
211	211.509	17.042	 	 	 	 
212	212.368	17.254	 	 	 	 
213	213.055	17.467	 	 	 	 
214	213.718	17.681	 	 	 	 
215	214.380	17.895	 	 	 	 
216	214.969	18.110	 	 	 	 
217	215.705	18.326	 	 	 	 
218	216.466	18.542	 	 	 	 
219	217.104	18.759	 	 	 	 
220	217.693	18.977	 	 	 	 
221	218.405	19.195	 	 	 	 
222	219.141	19.415	 	 	 	 
223	219.656	19.634	 	 	 	 
224	220.393	19.855	 	 	 	 
225	220.932	20.076	 	 	 	 
226	221.687	20.297	 	 	 	 
227	222.405	20.520	 	 	 	 
228	222.969	20.743	 	 	 	 
229	223.583	20.966	 	 	 	 
230	224.294	21.190	 	 	 	 
231	224.908	21.415	 	 	 	 
232	225.423	21.641	 	 	 	 
233	226.086	21.867	 	 	 	 
234	226.601	22.093	 	 	 	 
235	227.362	22.321	 	 	 	 
236	227.926	22.549	 	 	 	 
237	228.491	22.777	 	 	 	 
238	229.104	23.006	 	 	 	 
239	229.669	23.236	 	 	 	 
240	230.282	23.466	 	 	 	 
241	230.896	23.697	 	 	 	 
242	231.485	23.929	 	 	 	 
243	231.951	24.161	 	 	 	 
244	232.564	24.393	 	 	 	 
245	232.982	24.626	 	 	 	 
246	233.571	24.860	 	 	 	 
247	234.110	25.094	 	 	 	 
248	234.650	25.329	 	 	 	 
249	235.092	25.564	 	 	 	 
250	235.607	25.799	 	 	 	 
251	236.074	26.035	 	 	 	 
252	236.466	26.272	 	 	 	 
253	236.982	26.509	 	 	 	 
254	237.497	26.746	 	 	 	 
255	238.012	26.984	 	 	 	 
256	238.528	27.223	 	 	 	 
257	238.969	27.462	 	 	 	 
258	239.386	27.701	 	 	 	 
259	239.853	27.941	 	 	 	 
260	240.294	28.181	 	 	 	 
261	240.761	28.422	 	 	 	 
262	241.153	28.663	 	 	 	 
263	241.595	28.905	 	 	 	 
264	241.988	29.147	 	 	 	 
265	242.454	29.389	 	 	 	 
266	242.994	29.632	 	 	 	 
267	243.485	29.876	 	 	 	 
268	243.951	30.120	 	 	 	 
269	244.319	30.364	 	 	 	 
270	244.761	30.609	 	 	 	 
271	245.325	30.854	 	 	 	 
272	245.669	31.100	 	 	 	 
273	246.135	31.346	 	 	 	 
274	246.503	31.592	 	 	 	 
275	246.822	31.839	 	 	 	 
276	247.436	32.087	 	 	 	 
277	247.755	32.334	 	 	 	 
278	248.245	32.583	 	 	 	 
279	248.742	32.831	 	 	 	 
280	249.178	33.081	 	 	 	 
281	249.693	33.330	 	 	 	 
282	250.086	33.580	 	 	 	 
283	250.601	33.831	 	 	 	 
284	250.994	34.082	 	 	 	 
285	251.460	34.333	 	 	 	 
286	251.877	34.585	 	 	 	 
287	252.147	34.837	 	 	 	 
288	252.613	35.090	 	 	 	 
289	253.031	35.343	 	 	 	 
290	253.227	35.596	 	 	 	 
291	253.767	35.850	 	 	 	 
292	253.963	36.104	 	 	 	 
293	254.380	36.358	 	 	 	 
294	254.650	36.613	 	 	 	 
295	254.896	36.868	 	 	 	 
296	255.239	37.123	 	 	 	 
297	255.583	37.379	 	 	 	 
298	255.804	37.635	 	 	 	 
299	256.074	37.891	 	 	 	 
300	256.442	38.147	 	 	 	 
301	256.638	38.404	 	 	 	 
302	256.957	38.661	 	 	 	 
303	257.227	38.918	 	 	 	 
304	257.472	39.175	 	 	 	 
305	257.620	39.433	 	 	 	 
306	257.840	39.691	 	 	 	 
307	258.135	39.949	 	 	 	 
308	258.331	40.207	 	 	 	 
309	258.478	40.466	 	 	 	 
310	258.822	40.725	 	 	 	 
311	259.141	40.984	 	 	 	 
312	259.288	41.243	 	 	 	 
313	259.730	41.503	 	 	 	 
314	260.025	41.763	 	 	 	 
315	260.172	42.023	 	 	 	 
316	260.515	42.283	 	 	 	 
317	260.785	42.544	 	 	 	 
318	261.104	42.805	 	 	 	 
319	261.399	43.067	 	 	 	 
320	261.693	43.328	 	 	 	 
321	261.890	43.590	 	 	 	 
322	262.061	43.852	 	 	 	 
323	262.478	44.115	 	 	 	 
324	262.601	44.377	 	 	 	 
325	262.797	44.640	 	 	 	 
326	263.166	44.903	 	 	 	 
327	263.337	45.167	 	 	 	 
328	263.656	45.430	 	 	 	 
329	263.705	45.694	 	 	 	 
330	263.975	45.958	 	 	 	 
331	264.147	46.222	 	 	 	 
332	264.442	46.487	 	 	 	 
333	264.687	46.751	 	 	 	 
334	264.883	47.016	 	 	 	 
335	265.055	47.281	 	 	 	 
336	265.350	47.547	 	 	 	 
337	265.595	47.812	 	 	 	 
338	265.767	48.078	 	 	 	 
339	265.963	48.344	 	 	 	 
340	266.184	48.610	 	 	 	 
341	266.429	48.877	 	 	 	 
342	266.626	49.143	 	 	 	 
343	266.871	49.410	 	 	 	 
344	267.092	49.677	 	 	 	 
345	267.264	49.944	 	 	 	 
346	267.509	50.212	 	 	 	 
347	267.607	50.480	 	 	 	 
348	267.853	50.747	 	 	 	 
349	268.049	51.015	 	 	 	 
350	268.196	51.284	 	 	 	 
351	268.442	51.552	 	 	 	 
352	268.466	51.821	 	 	 	 
353	268.810	52.089	 	 	 	 
354	268.932	52.358	 	 	 	 
355	269.153	52.627	 	 	 	 
356	269.325	52.897	 	 	 	 
357	269.546	53.166	 	 	 	 
358	269.718	53.436	 	 	 	 
359	269.890	53.706	 	 	 	 
360	270.061	53.976	 	 	 	 
361	270.307	54.246	 	 	 	 
362	270.503	54.517	 	 	 	 
363	270.650	54.787	 	 	 	 
364	270.847	55.058	 	 	 	 
365	270.920	55.329	 	 	 	 
366	271.166	55.600	 	 	 	 
367	271.166	55.872	 	 	 	 
368	271.337	56.143	 	 	 	 
369	271.583	56.415	 	 	 	 
370	271.730	56.686	 	 	 	 
371	271.706	56.958	 	 	 	 
372	271.951	57.230	 	 	 	 
373	272.123	57.502	 	 	 	 
374	272.294	57.774	 	 	 	 
375	272.393	58.047	 	 	 	 
376	272.540	58.319	 	 	 	 
377	272.736	58.592	 	 	 	 
378	272.982	58.865	 	 	 	 
379	273.080	59.138	 	 	 	 
380	273.227	59.411	 	 	 	 
381	273.350	59.685	 	 	 	 
382	273.595	59.958	 	 	 	 
383	273.644	60.232	 	 	 	 
384	273.791	60.506	 	 	 	 
385	273.994	60.780	 	 	 	 
386	274.209	61.054	 	 	 	 
387	274.233	61.328	 	 	 	 
388	274.454	61.603	 	 	 	 
389	274.577	61.877	 	 	 	 
390	274.773	62.152	 	 	 	 
391	274.969	62.427	 	 	 	 
392	275.166	62.702	 	 	 	 
393	275.313	62.977	 	 	 	 
394	275.460	63.253	 	 	 	 
395	275.706	63.529	 	 	 	 
396	275.951	63.804	 	 	 	 
397	276.172	64.081	 	 	 	 
398	276.393	64.357	 	 	 	 
399	276.613	64.634	 	 	 	 
400	276.834	64.910	 	 	 	 
401	277.006	65.187	 	 	 	 
402	277.202	65.465	 	 	 	 
403	277.399	65.742	 	 	 	 
404	277.497	66.020	 	 	 	 
405	277.595	66.297	 	 	 	 
406	277.742	66.575	 	 	 	 
407	277.791	66.853	 	 	 	 
408	277.988	67.131	 	 	 	 
409	278.159	67.409	 	 	 	 
410	278.282	67.687	 	 	 	 
411	278.331	67.965	 	 	 	 
412	278.429	68.244	 	 	 	 
413	278.552	68.522	 	 	 	 
414	278.552	68.801	 	 	 	 
415	278.626	69.080	 	 	 	 
416	278.650	69.358	 	 	 	 
417	278.773	69.637	 	 	 	 
418	278.847	69.916	 	 	 	 
419	278.871	70.195	 	 	 	 
420	279.043	70.474	 	 	 	 
421	279.092	70.753	 	 	 	 
422	279.264	71.032	 	 	 	 
423	279.215	71.311	 	 	 	 
424	279.362	71.591	 	 	 	 
425	279.460	71.870	 	 	 	 
426	279.509	72.150	 	 	 	 
427	279.607	72.429	 	 	 	 
428	279.730	72.709	 	 	 	 
429	279.730	72.989	 	 	 	 
430	279.902	73.269	 	 	 	 
431	279.975	73.549	 	 	 	 
432	280.123	73.829	 	 	 	 
433	280.221	74.109	 	 	 	 
434	280.344	74.389	 	 	 	 
435	280.368	74.670	 	 	 	 
436	280.515	74.950	 	 	 	 
437	280.663	75.231	 	 	 	 
438	280.693	75.512	 	 	 	 
439	280.859	75.792	 	 	 	 
440	280.859	76.073	 	 	 	 
441	280.908	76.354	 	 	 	 
442	281.080	76.635	 	 	 	 
443	281.080	76.916	 	 	 	 
444	281.227	77.198	 	 	 	 
445	281.276	77.479	 	 	 	 
446	281.350	77.760	 	 	 	 
447	281.472	78.042	 	 	 	 
448	281.546	78.323	 	 	 	 
449	281.620	78.605	 	 	 	 
450	281.718	78.887	 	 	 	 
451	281.816	79.168	 	 	 	 
452	281.840	79.450	 	 	 	 
453	282.037	79.732	 	 	 	 
454	281.988	80.014	 	 	 	 
455	282.086	80.296	 	 	 	 
456	282.037	80.578	 	 	 	 
457	282.209	80.861	 	 	 	 
458	282.209	81.143	 	 	 	 
459	282.356	81.425	 	 	 	 
460	282.429	81.708	 	 	 	 
461	282.577	81.990	 	 	 	 
462	282.650	82.273	 	 	 	 
463	282.798	82.556	 	 	 	 
464	282.896	82.838	 	 	 	 
465	282.969	83.121	 	 	 	 
466	283.166	83.405	 	 	 	 
467	283.190	83.688	 	 	 	 
468	283.215	83.971	 	 	 	 
469	283.386	84.254	 	 	 	 
470	283.386	84.538	 	 	 	 
471	283.558	84.821	 	 	 	 
472	283.607	85.105	 	 	 	 
473	283.656	85.389	 	 	 	 
474	283.755	85.672	 	 	 	 
475	283.926	85.956	 	 	 	 
476	283.975	86.240	 	 	 	 
477	283.926	86.524	 	 	 	 
478	284.000	86.808	 	 	 	 
479	284.025	87.092	 	 	 	 
480	284.172	87.376	 	 	 	 
481	284.172	87.661	 	 	 	 
482	284.270	87.945	 	 	 	 
483	284.319	88.229	 	 	 	 
484	284.319	88.513	 	 	 	 
485	284.442	88.798	 	 	 	 
486	284.442	89.082	 	 	 	 
487	284.540	89.367	 	 	 	 
488	284.613	89.652	 	 	 	 
489	284.834	89.936	 	 	 	 
490	284.859	90.221	 	 	 	 
491	284.926	90.506	 	 	 	 
492	285.055	90.791	 	 	 	 
493	285.129	91.076	 	 	 	 
494	285.178	91.362	 	 	 	 
495	285.374	91.647	 	 	 	 
496	285.521	91.932	 	 	 	 
497	285.644	92.218	 	 	 	 
498	285.742	92.504	 	 	 	 
499	285.644	92.789	 	 	 	 
500	285.914	93.075	 	 	 	 
501	286.110	93.361	 	 	 	 
502	286.233	93.648	 	 	 	 
503	286.233	93.934	 	 	 	 
504	286.454	94.220	 	 	 	 
505	286.528	94.507	 	 	 	 
506	286.601	94.794	 	 	 	 
507	286.675	95.080	 	 	 	 
508	286.798	95.367	 	 	 	 
509	286.822	95.654	 	 	 	 
510	286.699	95.940	 	 	 	 
511	286.773	96.227	 	 	 	 
512	286.724	96.514	 	 	 	 
513	286.798	96.801	 	 	 	 
514	286.748	97.088	 	 	 	 
515	286.773	97.374	 	 	 	 
516	286.748	97.661	 	 	 	 
517	286.748	97.948	 	 	 	 
518	286.699	98.235	 	 	 	 
519	286.798	98.521	 	 	 	 
520	286.773	98.808	 	 	 	 
521	286.822	99.095	 	 	 	 
522	286.871	99.382	 	 	 	 
523	286.896	99.669	 	 	 	 
524	286.945	99.956	 	 	 	 
525	287.018	100.243	 	 	 	 
526	286.969	100.530	 	 	 	 
527	287.092	100.817	 	 	 	 
528	287.264	101.104	 	 	 	 
529	287.362	101.391	 	 	 	 
530	287.460	101.679	 	 	 	 
531	287.558	101.966	 	 	 	 
532	287.607	102.254	 	 	 	 
533	287.681	102.542	 	 	 	 
534	287.755	102.829	 	 	 	 
535	287.828	103.117	 	 	 	 
536	287.877	103.405	 	 	 	 
537	288.000	103.693	 	 	 	 
538	287.926	103.981	 	 	 	 
539	288.000	104.269	 	 	 	 
540	288.049	104.557	 	 	 	 
541	288.025	104.845	 	 	 	 
542	288.049	105.133	 	 	 	 
543	287.975	105.421	 	 	 	 
544	288.110	105.709	 	 	 	 
545	287.926	105.997	 	 	 	 
546	288.025	106.285	 	 	 	 
547	288.000	106.573	 	 	 	 
548	288.049	106.861	 	 	 	 
549	288.098	107.149	 	 	 	 
550	288.049	107.437	 	 	 	 
551	288.049	107.725	 	 	 	 
552	288.074	108.013	 	 	 	 
553	288.147	108.302	 	 	 	 
554	288.196	108.590	 	 	 	 
555	288.172	108.878	 	 	 	 
556	288.270	109.166	 	 	 	 
557	288.319	109.455	 	 	 	 
558	288.442	109.743	 	 	 	 
559	288.417	110.031	 	 	 	 
560	288.589	110.320	 	 	 	 
561	288.515	110.609	 	 	 	 
562	288.712	110.897	 	 	 	 
563	288.883	111.186	 	 	 	 
564	288.982	111.475	 	 	 	 
565	289.104	111.764	 	 	 	 
566	289.202	112.053	 	 	 	 
567	289.276	112.343	 	 	 	 
568	289.350	112.632	 	 	 	 
569	289.423	112.921	 	 	 	 
570	289.521	113.211	 	 	 	 
571	289.620	113.501	 	 	 	 
572	289.693	113.790	 	 	 	 
573	289.767	114.080	 	 	 	 
574	289.718	114.370	 	 	 	 
575	289.718	114.660	 	 	 	 
576	289.816	114.949	 	 	 	 
577	289.718	115.239	 	 	 	 
578	289.791	115.529	 	 	 	 
579	289.693	115.819	 	 	 	 
580	289.718	116.108	 	 	 	 
581	289.767	116.398	 	 	 	 
582	289.791	116.688	 	 	 	 
583	289.816	116.978	 	 	 	 
584	289.767	117.267	 	 	 	 
585	289.890	117.557	 	 	 	 
586	289.865	117.847	 	 	 	 
587	289.939	118.137	 	 	 	 
588	289.914	118.427	 	 	 	 
589	289.963	118.717	 	 	 	 
590	289.988	119.007	 	 	 	 
591	290.037	119.297	 	 	 	 
592	290.159	119.587	 	 	 	 
593	290.061	119.877	 	 	 	 
594	290.159	120.167	 	 	 	 
595	290.233	120.458	 	 	 	 
596	290.282	120.748	 	 	 	 
597	290.393	121.038	 	 	 	 
598	290.454	121.329	 	 	 	 
599	290.528	121.619	 	 	 	 
600	290.552	121.910	 	 	 	 
601	290.699	122.201	 	 	 	 
602	290.748	122.491	 	 	 	 
603	290.871	122.782	 	 	 	 
604	290.847	123.073	 	 	 	 
605	290.994	123.364	 	 	 	 
606	290.920	123.655	 	 	 	 
607	291.067	123.946	 	 	 	 
608	291.018	124.237	 	 	 	 
609	291.092	124.528	 	 	 	 
610	291.141	124.819	 	 	 	 
611	291.166	125.110	 	 	 	 
612	291.264	125.402	 	 	 	 
613	291.337	125.693	 	 	 	 
614	291.313	125.984	 	 	 	 
615	291.460	126.276	 	 	 	 
616	291.411	126.567	 	 	 	 
617	291.583	126.859	 	 	 	 
618	291.632	127.150	 	 	 	 
619	291.607	127.442	 	 	 	 
620	291.755	127.734	 	 	 	 
621	291.779	128.026	 	 	 	 
622	291.902	128.317	 	 	 	 
623	291.902	128.609	 	 	 	 
624	291.926	128.901	 	 	 	 
625	291.951	129.193	 	 	 	 
626	291.975	129.485	 	 	 	 
627	291.902	129.777	 	 	 	 
628	291.902	130.069	 	 	 	 
629	291.853	130.361	 	 	 	 
630	291.853	130.653	 	 	 	 
631	291.853	130.945	 	 	 	 
632	292.000	131.237	 	 	 	 
633	291.926	131.528	 	 	 	 
634	291.926	131.820	 	 	 	 
635	292.000	132.112	 	 	 	 
636	292.024	132.404	 	 	 	 
637	292.049	132.696	 	 	 	 
638	292.221	132.989	 	 	 	 
639	292.270	133.281	 	 	 	 
640	292.344	133.573	 	 	 	 
641	292.245	133.866	 	 	 	 
642	292.393	134.158	 	 	 	 
643	292.491	134.450	 	 	 	 
644	292.442	134.743	 	 	 	 
645	292.589	135.035	 	 	 	 
646	292.736	135.328	 	 	 	 
647	292.712	135.621	 	 	 	 
648	292.736	135.914	 	 	 	 
649	292.834	136.206	 	 	 	 
650	292.822	136.499	 	 	 	 
651	293.031	136.792	 	 	 	 
652	293.031	137.085	 	 	 	 
653	293.153	137.379	 	 	 	 
654	293.227	137.672	 	 	 	 
655	293.276	137.965	 	 	 	 
656	293.252	138.258	 	 	 	 
657	293.325	138.552	 	 	 	 
658	293.325	138.845	 	 	 	 
659	293.399	139.138	 	 	 	 
660	293.497	139.432	 	 	 	 
661	293.374	139.725	 	 	 	 
662	293.448	140.019	 	 	 	 
663	293.350	140.312	 	 	 	 
664	293.399	140.605	 	 	 	 
665	293.325	140.899	 	 	 	 
666	293.350	141.192	 	 	 	 
667	293.129	141.485	 	 	 	 
668	293.153	141.778	 	 	 	 
669	293.080	142.071	 	 	 	 
670	293.202	142.365	 	 	 	 
671	293.080	142.658	 	 	 	 
672	293.080	142.951	 	 	 	 
673	293.153	143.244	 	 	 	 
674	293.202	143.537	 	 	 	 
675	293.153	143.830	 	 	 	 
676	293.252	144.124	 	 	 	 
677	293.227	144.417	 	 	 	 
678	293.301	144.710	 	 	 	 
679	293.227	145.003	 	 	 	 
680	293.227	145.297	 	 	 	 
681	293.399	145.590	 	 	 	 
682	293.448	145.883	 	 	 	 
683	293.350	146.177	 	 	 	 
684	293.423	146.470	 	 	 	 
685	293.423	146.764	 	 	 	 
686	293.521	147.057	 	 	 	 
687	293.644	147.351	 	 	 	 
688	293.620	147.644	 	 	 	 
689	293.595	147.938	 	 	 	 
690	293.669	148.232	 	 	 	 
691	293.693	148.525	 	 	 	 
692	293.693	148.819	 	 	 	 
693	293.718	149.113	 	 	 	 
694	293.791	149.407	 	 	 	 
695	293.718	149.700	 	 	 	 
696	293.718	149.994	 	 	 	 
697	293.865	150.288	 	 	 	 
698	293.890	150.582	 	 	 	 
699	293.963	150.876	 	 	 	 
700	293.840	151.170	 	 	 	 
701	294.061	151.464	 	 	 	 
702	293.963	151.758	 	 	 	 
703	294.074	152.052	 	 	 	 
704	294.086	152.346	 	 	 	 
705	294.159	152.640	 	 	 	 
706	294.307	152.934	 	 	 	 
707	294.258	153.228	 	 	 	 
708	294.356	153.523	 	 	 	 
709	294.380	153.817	 	 	 	 
710	294.503	154.112	 	 	 	 
711	294.577	154.406	 	 	 	 
712	294.699	154.701	 	 	 	 
713	294.748	154.996	 	 	 	 
714	294.871	155.291	 	 	 	 
715	294.920	155.585	 	 	 	 
716	295.018	155.880	 	 	 	 
717	295.166	156.176	 	 	 	 
718	295.215	156.471	 	 	 	 
719	295.288	156.766	 	 	 	 
720	295.337	157.062	 	 	 	 
721	295.436	157.357	 	 	 	 
722	295.386	157.652	 	 	 	 
723	295.460	157.948	 	 	 	 
724	295.460	158.243	 	 	 	 
725	295.436	158.539	 	 	 	 
726	295.485	158.834	 	 	 	 
727	295.485	159.130	 	 	 	 
728	295.362	159.425	 	 	 	 
729	295.411	159.720	 	 	 	 
730	295.337	160.016	 	 	 	 
731	295.411	160.311	 	 	 	 
732	295.288	160.606	 	 	 	 
733	295.264	160.902	 	 	 	 
734	295.337	161.197	 	 	 	 
735	295.288	161.492	 	 	 	 
736	295.190	161.788	 	 	 	 
737	295.313	162.083	 	 	 	 
738	295.288	162.378	 	 	 	 
739	295.215	162.673	 	 	 	 
740	295.288	162.969	 	 	 	 
741	295.239	163.264	 	 	 	 
742	295.166	163.559	 	 	 	 
743	295.313	163.854	 	 	 	 
744	295.362	164.150	 	 	 	 
745	295.411	164.445	 	 	 	 
746	295.362	164.740	 	 	 	 
747	295.460	165.036	 	 	 	 
748	295.656	165.332	 	 	 	 
749	295.681	165.627	 	 	 	 
750	295.681	165.923	 	 	 	 
751	295.779	166.219	 	 	 	 
752	295.877	166.515	 	 	 	 
753	295.877	166.810	 	 	 	 
754	295.926	167.106	 	 	 	 
755	296.049	167.402	 	 	 	 
756	296.172	167.699	 	 	 	 
757	296.319	167.995	 	 	 	 
758	296.319	168.291	 	 	 	 
759	296.417	168.588	 	 	 	 
760	296.466	168.884	 	 	 	 
761	296.515	169.181	 	 	 	 
762	296.613	169.477	 	 	 	 
763	296.540	169.774	 	 	 	 
764	296.687	170.071	 	 	 	 
765	296.712	170.367	 	 	 	 
766	296.810	170.664	 	 	 	 
767	296.883	170.961	 	 	 	 
768	296.982	171.258	 	 	 	 
769	296.932	171.555	 	 	 	 
770	296.834	171.852	 	 	 	 
771	297.031	172.149	 	 	 	 
772	296.859	172.446	 	 	 	 
773	296.982	172.743	 	 	 	 
774	296.908	173.039	 	 	 	 
775	296.810	173.336	 	 	 	 
776	296.932	173.633	 	 	 	 
777	296.810	173.930	 	 	 	 
778	296.785	174.227	 	 	 	 
779	296.761	174.524	 	 	 	 
780	296.761	174.820	 	 	 	 
781	296.785	175.117	 	 	 	 
782	296.663	175.414	 	 	 	 
783	296.515	175.710	 	 	 	 
784	296.564	176.007	 	 	 	 
785	296.540	176.303	 	 	 	 
786	296.393	176.600	 	 	 	 
787	296.393	176.896	 	 	 	 
788	296.417	177.193	 	 	 	 
789	296.442	177.489	 	 	 	 
790	296.270	177.785	 	 	 	 
791	296.319	178.082	 	 	 	 
