EXPERIMENTAL DATA:c:\digitam\result\jbcal00.xpt        DATE 19-Sep-18
START TIME:  12:03       STOP TIME:  12:39       TOTAL TIME:  0:36
=============================================================================   
TIME	P	Q	P(corr)	Q(corr)	A.INPUT	A.INPUT	REMARK
sec	microW	mJ	microW	mJ	MV	MVs
190	233.595	18.485	 	 	 	 
191	234.454	18.720	 	 	 	 
192	235.141	18.955	 	 	 	 
193	236.049	19.191	 	 	 	 
194	237.080	19.428	 	 	 	 
195	237.742	19.666	 	 	 	 
196	238.478	19.904	 	 	 	 
197	239.374	20.143	 	 	 	 
198	240.245	20.384	 	 	 	 
199	241.153	20.625	 	 	 	 
200	241.939	20.867	 	 	 	 
201	242.675	21.109	 	 	 	 
202	243.313	21.353	 	 	 	 
203	244.123	21.597	 	 	 	 
204	244.761	21.842	 	 	 	 
205	245.497	22.087	 	 	 	 
206	246.331	22.334	 	 	 	 
207	246.945	22.580	 	 	 	 
208	247.681	22.828	 	 	 	 
209	248.344	23.076	 	 	 	 
210	249.129	23.326	 	 	 	 
211	249.693	23.575	 	 	 	 
212	250.454	23.826	 	 	 	 
213	251.092	24.077	 	 	 	 
214	251.804	24.329	 	 	 	 
215	252.393	24.581	 	 	 	 
216	253.080	24.834	 	 	 	 
217	253.693	25.088	 	 	 	 
218	254.380	25.342	 	 	 	 
219	255.092	25.597	 	 	 	 
220	255.681	25.853	 	 	 	 
221	256.319	26.109	 	 	 	 
222	256.908	26.366	 	 	 	 
223	257.571	26.624	 	 	 	 
224	258.209	26.882	 	 	 	 
225	258.797	27.141	 	 	 	 
226	259.313	27.400	 	 	 	 
227	259.975	27.660	 	 	 	 
228	260.442	27.921	 	 	 	 
229	261.055	28.182	 	 	 	 
230	261.595	28.443	 	 	 	 
231	262.110	28.705	 	 	 	 
232	262.675	28.968	 	 	 	 
233	263.067	29.231	 	 	 	 
234	263.656	29.495	 	 	 	 
235	264.025	29.759	 	 	 	 
236	264.515	30.023	 	 	 	 
237	265.080	30.288	 	 	 	 
238	265.497	30.554	 	 	 	 
239	265.914	30.820	 	 	 	 
240	266.331	31.086	 	 	 	 
241	266.822	31.353	 	 	 	 
242	267.337	31.620	 	 	 	 
243	267.877	31.888	 	 	 	 
244	268.221	32.156	 	 	 	 
245	268.810	32.425	 	 	 	 
246	269.153	32.694	 	 	 	 
247	269.742	32.964	 	 	 	 
248	270.086	33.234	 	 	 	 
249	270.577	33.505	 	 	 	 
250	271.178	33.776	 	 	 	 
251	271.804	34.048	 	 	 	 
252	272.147	34.320	 	 	 	 
253	272.589	34.592	 	 	 	 
254	273.104	34.865	 	 	 	 
255	273.497	35.139	 	 	 	 
256	273.988	35.413	 	 	 	 
257	274.429	35.687	 	 	 	 
258	274.773	35.962	 	 	 	 
259	275.166	36.237	 	 	 	 
260	275.607	36.513	 	 	 	 
261	276.000	36.789	 	 	 	 
262	276.417	37.065	 	 	 	 
263	276.761	37.342	 	 	 	 
264	277.202	37.619	 	 	 	 
265	277.521	37.897	 	 	 	 
266	277.939	38.175	 	 	 	 
267	278.282	38.453	 	 	 	 
268	278.699	38.732	 	 	 	 
269	279.018	39.011	 	 	 	 
270	279.460	39.290	 	 	 	 
271	279.779	39.570	 	 	 	 
272	280.147	39.850	 	 	 	 
273	280.344	40.131	 	 	 	 
274	280.834	40.411	 	 	 	 
275	281.031	40.692	 	 	 	 
276	281.448	40.974	 	 	 	 
277	281.718	41.256	 	 	 	 
278	281.988	41.538	 	 	 	 
279	282.528	41.820	 	 	 	 
280	282.773	42.103	 	 	 	 
281	283.215	42.386	 	 	 	 
282	283.386	42.669	 	 	 	 
283	283.755	42.953	 	 	 	 
284	284.098	43.237	 	 	 	 
285	284.270	43.522	 	 	 	 
286	284.687	43.806	 	 	 	 
287	285.006	44.091	 	 	 	 
288	285.178	44.376	 	 	 	 
289	285.521	44.662	 	 	 	 
290	285.816	44.948	 	 	 	 
291	286.037	45.234	 	 	 	 
292	286.282	45.520	 	 	 	 
293	286.601	45.807	 	 	 	 
294	286.920	46.094	 	 	 	 
295	287.190	46.381	 	 	 	 
296	287.436	46.668	 	 	 	 
297	287.779	46.956	 	 	 	 
298	288.000	47.244	 	 	 	 
299	288.319	47.532	 	 	 	 
300	288.515	47.821	 	 	 	 
301	288.736	48.110	 	 	 	 
302	289.031	48.399	 	 	 	 
303	289.252	48.688	 	 	 	 
304	289.521	48.977	 	 	 	 
305	289.693	49.267	 	 	 	 
306	289.939	49.557	 	 	 	 
307	290.061	49.847	 	 	 	 
308	290.356	50.137	 	 	 	 
309	290.577	50.428	 	 	 	 
310	290.773	50.719	 	 	 	 
311	291.018	51.010	 	 	 	 
312	291.215	51.301	 	 	 	 
313	291.411	51.592	 	 	 	 
314	291.681	51.884	 	 	 	 
315	291.853	52.176	 	 	 	 
316	292.147	52.468	 	 	 	 
317	292.393	52.760	 	 	 	 
318	292.515	53.053	 	 	 	 
319	292.687	53.346	 	 	 	 
320	292.982	53.639	 	 	 	 
321	293.006	53.932	 	 	 	 
322	293.325	54.225	 	 	 	 
323	293.423	54.518	 	 	 	 
324	293.546	54.812	 	 	 	 
325	293.791	55.106	 	 	 	 
326	293.988	55.400	 	 	 	 
327	294.159	55.694	 	 	 	 
328	294.380	55.988	 	 	 	 
329	294.601	56.283	 	 	 	 
330	294.748	56.578	 	 	 	 
331	294.969	56.873	 	 	 	 
332	295.166	57.168	 	 	 	 
333	295.288	57.463	 	 	 	 
334	295.607	57.759	 	 	 	 
335	295.730	58.054	 	 	 	 
336	295.853	58.350	 	 	 	 
337	295.975	58.646	 	 	 	 
338	296.123	58.942	 	 	 	 
339	296.294	59.239	 	 	 	 
340	296.294	59.535	 	 	 	 
341	296.564	59.832	 	 	 	 
342	296.736	60.128	 	 	 	 
343	296.712	60.425	 	 	 	 
344	296.834	60.722	 	 	 	 
345	297.006	61.019	 	 	 	 
346	297.202	61.316	 	 	 	 
347	297.276	61.613	 	 	 	 
348	297.350	61.911	 	 	 	 
349	297.521	62.208	 	 	 	 
350	297.693	62.506	 	 	 	 
351	297.840	62.804	 	 	 	 
352	297.890	63.102	 	 	 	 
353	298.086	63.400	 	 	 	 
354	298.184	63.698	 	 	 	 
355	298.331	63.996	 	 	 	 
356	298.528	64.295	 	 	 	 
357	298.699	64.593	 	 	 	 
358	298.871	64.892	 	 	 	 
359	298.920	65.191	 	 	 	 
360	299.092	65.490	 	 	 	 
361	299.166	65.789	 	 	 	 
362	299.288	66.089	 	 	 	 
363	299.411	66.388	 	 	 	 
364	299.583	66.688	 	 	 	 
365	299.705	66.987	 	 	 	 
366	299.755	67.287	 	 	 	 
367	299.902	67.587	 	 	 	 
368	300.024	67.887	 	 	 	 
369	300.123	68.187	 	 	 	 
370	300.270	68.488	 	 	 	 
371	300.344	68.788	 	 	 	 
372	300.368	69.088	 	 	 	 
373	300.540	69.389	 	 	 	 
374	300.663	69.689	 	 	 	 
375	300.785	69.990	 	 	 	 
376	300.957	70.291	 	 	 	 
377	301.006	70.592	 	 	 	 
378	301.104	70.893	 	 	 	 
379	301.129	71.194	 	 	 	 
380	301.202	71.496	 	 	 	 
381	301.227	71.797	 	 	 	 
382	301.374	72.098	 	 	 	 
383	301.448	72.400	 	 	 	 
384	301.521	72.701	 	 	 	 
385	301.448	73.003	 	 	 	 
386	301.546	73.304	 	 	 	 
387	301.546	73.606	 	 	 	 
388	301.546	73.907	 	 	 	 
389	301.546	74.209	 	 	 	 
390	301.546	74.510	 	 	 	 
391	301.546	74.812	 	 	 	 
392	301.546	75.113	 	 	 	 
393	301.546	75.415	 	 	 	 
394	301.546	75.717	 	 	 	 
395	301.546	76.018	 	 	 	 
396	301.546	76.320	 	 	 	 
397	301.546	76.621	 	 	 	 
398	301.546	76.923	 	 	 	 
399	301.546	77.224	 	 	 	 
400	301.546	77.526	 	 	 	 
401	301.546	77.827	 	 	 	 
402	301.546	78.129	 	 	 	 
403	301.546	78.430	 	 	 	 
404	301.546	78.732	 	 	 	 
405	301.546	79.034	 	 	 	 
406	301.546	79.335	 	 	 	 
407	301.546	79.637	 	 	 	 
408	301.546	79.938	 	 	 	 
409	301.546	80.240	 	 	 	 
410	301.546	80.541	 	 	 	 
411	301.546	80.843	 	 	 	 
412	301.546	81.144	 	 	 	 
413	301.546	81.446	 	 	 	 
414	301.546	81.747	 	 	 	 
415	301.546	82.049	 	 	 	 
416	301.546	82.351	 	 	 	 
417	301.546	82.652	 	 	 	 
418	301.546	82.954	 	 	 	 
419	301.546	83.255	 	 	 	 
420	301.546	83.557	 	 	 	 
421	301.546	83.858	 	 	 	 
422	301.546	84.160	 	 	 	 
423	301.546	84.461	 	 	 	 
424	301.546	84.763	 	 	 	 
425	301.546	85.064	 	 	 	 
426	301.546	85.366	 	 	 	 
427	301.546	85.668	 	 	 	 
428	301.546	85.969	 	 	 	 
429	301.546	86.271	 	 	 	 
430	301.546	86.572	 	 	 	 
431	301.546	86.874	 	 	 	 
432	301.546	87.175	 	 	 	 
433	301.546	87.477	 	 	 	 
434	301.546	87.778	 	 	 	 
435	301.546	88.080	 	 	 	 
436	301.546	88.381	 	 	 	 
437	301.546	88.683	 	 	 	 
438	301.546	88.985	 	 	 	 
439	301.546	89.286	 	 	 	 
440	301.546	89.588	 	 	 	 
441	301.546	89.889	 	 	 	 
442	301.546	90.191	 	 	 	 
443	301.546	90.492	 	 	 	 
444	301.546	90.794	 	 	 	 
445	301.546	91.095	 	 	 	 
446	301.546	91.397	 	 	 	 
447	301.546	91.698	 	 	 	 
448	301.546	92.000	 	 	 	 
449	301.546	92.302	 	 	 	 
450	301.546	92.603	 	 	 	 
451	301.546	92.905	 	 	 	 
452	301.546	93.206	 	 	 	 
453	301.546	93.508	 	 	 	 
454	301.546	93.809	 	 	 	 
455	301.546	94.111	 	 	 	 
456	301.546	94.412	 	 	 	 
457	301.546	94.714	 	 	 	 
458	301.546	95.015	 	 	 	 
459	301.546	95.317	 	 	 	 
460	301.546	95.619	 	 	 	 
461	301.546	95.920	 	 	 	 
462	301.546	96.222	 	 	 	 
463	301.546	96.523	 	 	 	 
464	301.546	96.825	 	 	 	 
465	301.546	97.126	 	 	 	 
466	301.546	97.428	 	 	 	 
467	301.546	97.729	 	 	 	 
468	301.546	98.031	 	 	 	 
469	301.546	98.332	 	 	 	 
470	301.546	98.634	 	 	 	 
471	301.546	98.936	 	 	 	 
472	301.546	99.237	 	 	 	 
473	301.546	99.539	 	 	 	 
474	301.546	99.840	 	 	 	 
475	301.546	100.142	 	 	 	 
476	301.546	100.443	 	 	 	 
477	301.546	100.745	 	 	 	 
478	301.546	101.046	 	 	 	 
479	301.546	101.348	 	 	 	 
480	301.546	101.649	 	 	 	 
481	301.546	101.951	 	 	 	 
482	301.546	102.253	 	 	 	 
483	301.546	102.554	 	 	 	 
484	301.546	102.856	 	 	 	 
485	301.546	103.157	 	 	 	 
486	301.546	103.459	 	 	 	 
487	301.546	103.760	 	 	 	 
488	301.546	104.062	 	 	 	 
489	301.546	104.363	 	 	 	 
490	301.546	104.665	 	 	 	 
491	301.546	104.966	 	 	 	 
492	301.546	105.268	 	 	 	 
493	301.546	105.570	 	 	 	 
494	301.546	105.871	 	 	 	 
495	301.546	106.173	 	 	 	 
496	301.546	106.474	 	 	 	 
497	301.546	106.776	 	 	 	 
498	301.546	107.077	 	 	 	 
499	301.546	107.379	 	 	 	 
500	301.546	107.680	 	 	 	 
501	301.546	107.982	 	 	 	 
502	301.546	108.283	 	 	 	 
503	301.546	108.585	 	 	 	 
504	301.546	108.887	 	 	 	 
505	301.546	109.188	 	 	 	 
506	301.546	109.490	 	 	 	 
507	301.546	109.791	 	 	 	 
508	301.546	110.093	 	 	 	 
509	301.546	110.394	 	 	 	 
510	301.546	110.696	 	 	 	 
511	301.546	110.997	 	 	 	 
512	301.546	111.299	 	 	 	 
513	301.546	111.600	 	 	 	 
514	301.546	111.902	 	 	 	 
515	301.546	112.204	 	 	 	 
516	301.546	112.505	 	 	 	 
517	301.546	112.807	 	 	 	 
518	301.546	113.108	 	 	 	 
519	301.546	113.410	 	 	 	 
520	301.546	113.711	 	 	 	 
521	301.546	114.013	 	 	 	 
522	301.546	114.314	 	 	 	 
523	301.546	114.616	 	 	 	 
524	301.546	114.918	 	 	 	 
525	301.546	115.219	 	 	 	 
526	301.546	115.521	 	 	 	 
527	301.546	115.822	 	 	 	 
528	301.546	116.124	 	 	 	 
529	301.546	116.425	 	 	 	 
530	301.546	116.727	 	 	 	 
531	301.546	117.028	 	 	 	 
532	301.546	117.330	 	 	 	 
533	301.546	117.631	 	 	 	 
534	301.546	117.933	 	 	 	 
535	301.546	118.235	 	 	 	 
536	301.546	118.536	 	 	 	 
537	301.546	118.838	 	 	 	 
538	301.546	119.139	 	 	 	 
539	301.546	119.441	 	 	 	 
540	301.546	119.742	 	 	 	 
541	301.546	120.044	 	 	 	 
542	301.546	120.345	 	 	 	 
543	301.546	120.647	 	 	 	 
544	301.546	120.948	 	 	 	 
545	301.546	121.250	 	 	 	 
546	301.546	121.552	 	 	 	 
547	301.546	121.853	 	 	 	 
548	301.546	122.155	 	 	 	 
549	301.546	122.456	 	 	 	 
550	301.546	122.758	 	 	 	 
551	301.546	123.059	 	 	 	 
552	301.546	123.361	 	 	 	 
553	301.546	123.662	 	 	 	 
554	301.546	123.964	 	 	 	 
555	301.546	124.265	 	 	 	 
556	301.546	124.567	 	 	 	 
557	301.546	124.869	 	 	 	 
558	301.546	125.170	 	 	 	 
559	301.546	125.472	 	 	 	 
560	301.546	125.773	 	 	 	 
561	301.546	126.075	 	 	 	 
562	301.546	126.376	 	 	 	 
563	301.546	126.678	 	 	 	 
564	301.546	126.979	 	 	 	 
565	301.546	127.281	 	 	 	 
566	301.546	127.582	 	 	 	 
567	301.546	127.884	 	 	 	 
568	301.546	128.186	 	 	 	 
569	301.546	128.487	 	 	 	 
570	301.546	128.789	 	 	 	 
571	301.546	129.090	 	 	 	 
572	301.546	129.392	 	 	 	 
573	301.546	129.693	 	 	 	 
574	301.546	129.995	 	 	 	 
575	301.546	130.296	 	 	 	 
576	301.546	130.598	 	 	 	 
577	301.546	130.899	 	 	 	 
578	301.546	131.201	 	 	 	 
579	301.546	131.503	 	 	 	 
580	301.546	131.804	 	 	 	 
581	301.546	132.106	 	 	 	 
582	301.546	132.407	 	 	 	 
583	301.546	132.709	 	 	 	 
584	301.546	133.010	 	 	 	 
585	301.546	133.312	 	 	 	 
586	301.546	133.613	 	 	 	 
587	301.546	133.915	 	 	 	 
588	301.546	134.216	 	 	 	 
589	301.546	134.518	 	 	 	 
590	301.546	134.820	 	 	 	 
591	301.546	135.121	 	 	 	 
592	301.546	135.423	 	 	 	 
593	301.546	135.724	 	 	 	 
594	301.546	136.026	 	 	 	 
595	301.546	136.327	 	 	 	 
596	301.546	136.629	 	 	 	 
597	301.546	136.930	 	 	 	 
598	301.546	137.232	 	 	 	 
599	301.546	137.533	 	 	 	 
600	301.546	137.835	 	 	 	 
601	301.546	138.137	 	 	 	 
602	301.546	138.438	 	 	 	 
603	301.546	138.740	 	 	 	 
604	301.546	139.041	 	 	 	 
605	301.546	139.343	 	 	 	 
606	301.546	139.644	 	 	 	 
607	301.546	139.946	 	 	 	 
608	301.546	140.247	 	 	 	 
609	301.546	140.549	 	 	 	 
610	301.546	140.850	 	 	 	 
611	301.546	141.152	 	 	 	 
612	301.546	141.454	 	 	 	 
613	301.546	141.755	 	 	 	 
614	301.546	142.057	 	 	 	 
615	301.546	142.358	 	 	 	 
616	301.546	142.660	 	 	 	 
617	301.546	142.961	 	 	 	 
618	301.546	143.263	 	 	 	 
619	301.546	143.564	 	 	 	 
620	301.546	143.866	 	 	 	 
621	301.546	144.167	 	 	 	 
622	301.546	144.469	 	 	 	 
623	301.546	144.771	 	 	 	 
624	301.546	145.072	 	 	 	 
625	301.546	145.374	 	 	 	 
626	301.546	145.675	 	 	 	 
627	301.546	145.977	 	 	 	 
628	301.546	146.278	 	 	 	 
629	301.546	146.580	 	 	 	 
630	301.546	146.881	 	 	 	 
631	301.546	147.183	 	 	 	 
632	301.546	147.484	 	 	 	 
633	301.546	147.786	 	 	 	 
634	301.546	148.088	 	 	 	 
635	301.546	148.389	 	 	 	 
636	301.546	148.691	 	 	 	 
637	301.546	148.992	 	 	 	 
638	301.546	149.294	 	 	 	 
639	301.546	149.595	 	 	 	 
640	301.546	149.897	 	 	 	 
641	301.546	150.198	 	 	 	 
642	301.546	150.500	 	 	 	 
643	301.546	150.801	 	 	 	 
644	301.546	151.103	 	 	 	 
645	301.546	151.405	 	 	 	 
646	301.546	151.706	 	 	 	 
647	301.546	152.008	 	 	 	 
648	301.546	152.309	 	 	 	 
649	301.546	152.611	 	 	 	 
650	301.546	152.912	 	 	 	 
651	301.546	153.214	 	 	 	 
652	301.546	153.515	 	 	 	 
653	301.546	153.817	 	 	 	 
654	301.546	154.118	 	 	 	 
655	301.546	154.420	 	 	 	 
656	301.546	154.722	 	 	 	 
657	301.546	155.023	 	 	 	 
658	301.546	155.325	 	 	 	 
659	301.546	155.626	 	 	 	 
660	301.546	155.928	 	 	 	 
661	301.546	156.229	 	 	 	 
662	301.546	156.531	 	 	 	 
663	301.546	156.832	 	 	 	 
664	301.546	157.134	 	 	 	 
665	301.546	157.435	 	 	 	 
666	301.546	157.737	 	 	 	 
667	301.546	158.039	 	 	 	 
668	301.546	158.340	 	 	 	 
669	301.546	158.642	 	 	 	 
670	301.546	158.943	 	 	 	 
671	301.546	159.245	 	 	 	 
672	301.546	159.546	 	 	 	 
673	301.546	159.848	 	 	 	 
674	301.546	160.149	 	 	 	 
675	301.546	160.451	 	 	 	 
676	301.546	160.752	 	 	 	 
677	301.546	161.054	 	 	 	 
678	301.546	161.356	 	 	 	 
679	301.546	161.657	 	 	 	 
680	301.546	161.959	 	 	 	 
681	301.546	162.260	 	 	 	 
682	301.546	162.562	 	 	 	 
683	301.546	162.863	 	 	 	 
684	301.546	163.165	 	 	 	 
685	301.546	163.466	 	 	 	 
686	301.546	163.768	 	 	 	 
687	301.546	164.070	 	 	 	 
688	301.546	164.371	 	 	 	 
689	301.546	164.673	 	 	 	 
690	301.546	164.974	 	 	 	 
691	301.546	165.276	 	 	 	 
692	301.546	165.577	 	 	 	 
693	301.546	165.879	 	 	 	 
694	301.546	166.180	 	 	 	 
695	301.546	166.482	 	 	 	 
696	301.546	166.783	 	 	 	 
697	301.546	167.085	 	 	 	 
698	301.546	167.386	 	 	 	 
699	301.546	167.688	 	 	 	 
700	301.546	167.990	 	 	 	 
701	301.546	168.291	 	 	 	 
702	301.546	168.593	 	 	 	 
703	301.546	168.894	 	 	 	 
704	301.546	169.196	 	 	 	 
705	301.546	169.497	 	 	 	 
706	301.546	169.799	 	 	 	 
707	301.546	170.100	 	 	 	 
708	301.546	170.402	 	 	 	 
709	301.546	170.704	 	 	 	 
710	301.546	171.005	 	 	 	 
711	301.546	171.307	 	 	 	 
712	301.546	171.608	 	 	 	 
713	301.546	171.910	 	 	 	 
714	301.546	172.211	 	 	 	 
715	301.546	172.513	 	 	 	 
716	301.546	172.814	 	 	 	 
717	301.546	173.116	 	 	 	 
718	301.546	173.417	 	 	 	 
719	301.546	173.719	 	 	 	 
720	301.546	174.021	 	 	 	 
721	301.546	174.322	 	 	 	 
722	301.546	174.624	 	 	 	 
723	301.546	174.925	 	 	 	 
724	301.546	175.227	 	 	 	 
725	301.546	175.528	 	 	 	 
726	301.546	175.830	 	 	 	 
727	301.546	176.131	 	 	 	 
728	301.546	176.433	 	 	 	 
729	301.546	176.734	 	 	 	 
730	301.546	177.036	 	 	 	 
731	301.546	177.338	 	 	 	 
732	301.546	177.639	 	 	 	 
733	301.546	177.941	 	 	 	 
734	301.546	178.242	 	 	 	 
735	301.546	178.544	 	 	 	 
736	301.546	178.845	 	 	 	 
737	301.546	179.147	 	 	 	 
738	301.546	179.448	 	 	 	 
739	301.546	179.750	 	 	 	 
740	301.546	180.051	 	 	 	 
741	301.546	180.353	 	 	 	 
742	301.546	180.655	 	 	 	 
743	301.546	180.956	 	 	 	 
744	301.546	181.258	 	 	 	 
745	301.546	181.559	 	 	 	 
746	301.546	181.861	 	 	 	 
747	301.546	182.162	 	 	 	 
748	301.546	182.464	 	 	 	 
749	301.546	182.765	 	 	 	 
750	301.546	183.067	 	 	 	 
751	301.546	183.368	 	 	 	 
752	301.546	183.670	 	 	 	 
753	301.546	183.972	 	 	 	 
754	301.546	184.273	 	 	 	 
755	301.546	184.575	 	 	 	 
756	301.546	184.876	 	 	 	 
757	301.546	185.178	 	 	 	 
758	301.546	185.479	 	 	 	 
