Date	Channel1	Channel2	Channel3
2018-10-04 01:25:43	0.21850	0.18470	0.17600
2018-10-04 01:25:53	0.21840	0.18480	0.17590
2018-10-04 01:26:03	0.21870	0.18480	0.17590
2018-10-04 01:26:13	0.21840	0.18480	0.17590
2018-10-04 01:26:24	0.21860	0.18480	0.17580
2018-10-04 01:26:34	0.21830	0.18470	0.17580
2018-10-04 01:26:44	0.21850	0.18480	0.17570
2018-10-04 01:26:54	0.21800	0.18480	0.17570
2018-10-04 01:27:04	0.21840	0.18470	0.17570
2018-10-04 01:27:14	0.21840	0.18480	0.17570
2018-10-04 01:27:24	0.21840	0.18480	0.17560
2018-10-04 01:27:34	0.21780	0.18480	0.17550
2018-10-04 01:27:44	0.21810	0.18480	0.17550
2018-10-04 01:27:54	0.21780	0.18470	0.17530
2018-10-04 01:28:04	0.21790	0.18480	0.17530
2018-10-04 01:28:14	0.21800	0.18470	0.17530
2018-10-04 01:28:24	0.21790	0.18470	0.17510
2018-10-04 01:28:34	0.21790	0.18470	0.17510
2018-10-04 01:28:44	0.21770	0.18470	0.17520
2018-10-04 01:28:54	0.21750	0.18470	0.17520
2018-10-04 01:29:05	0.21740	0.18470	0.17520
2018-10-04 01:29:15	0.21720	0.18470	0.17520
2018-10-04 01:29:25	0.21710	0.18470	0.17520
2018-10-04 01:29:35	0.21750	0.18470	0.17520
2018-10-04 01:29:45	0.21740	0.18470	0.17510
2018-10-04 01:29:55	0.21670	0.18470	0.17520
2018-10-04 01:30:05	0.21760	0.18470	0.17510
2018-10-04 01:30:15	0.21700	0.18480	0.17510
2018-10-04 01:30:25	0.21700	0.18470	0.17520
2018-10-04 01:30:35	0.21700	0.18480	0.17510
2018-10-04 01:30:45	0.21670	0.18470	0.17520
2018-10-04 01:30:55	0.21670	0.18480	0.17520
2018-10-04 01:31:05	0.21640	0.18480	0.17520
2018-10-04 01:31:15	0.21650	0.18480	0.17520
2018-10-04 01:31:25	0.21650	0.18480	0.17520
2018-10-04 01:31:35	0.21670	0.18470	0.17530
2018-10-04 01:31:45	0.21660	0.18480	0.17520
2018-10-04 01:31:56	0.21640	0.18480	0.17520
2018-10-04 01:32:06	0.21630	0.18470	0.17520
2018-10-04 01:32:16	0.21640	0.18480	0.17510
2018-10-04 01:32:26	0.21630	0.18480	0.17500
2018-10-04 01:32:36	0.21650	0.18480	0.17490
2018-10-04 01:32:46	0.21620	0.18480	0.17490
2018-10-04 01:32:56	0.21640	0.18480	0.17490
2018-10-04 01:33:06	0.21640	0.18480	0.17480
2018-10-04 01:33:16	0.21600	0.18480	0.17480
2018-10-04 01:33:26	0.21640	0.18480	0.17480
2018-10-04 01:33:36	0.21610	0.18480	0.17470
2018-10-04 01:33:46	0.21590	0.18480	0.17470
