EXPERIMENTAL DATA:c:\digitam\result\jbscal02.xpt       DATE 21-Sep-18
START TIME:  11:30       STOP TIME:  12:06       TOTAL TIME:  0:36
=============================================================================   
TIME	P	Q	P(corr)	Q(corr)	A.INPUT	A.INPUT	REMARK
sec	microW	mJ	microW	mJ	MV	MVs
88	55.558	0.714	 	 	 	 
89	58.307	0.772	 	 	 	 
90	60.172	0.832	 	 	 	 
91	63.184	0.895	 	 	 	 
92	66.012	0.961	 	 	 	 
93	68.785	1.030	 	 	 	 
94	70.920	1.101	 	 	 	 
95	72.221	1.173	 	 	 	 
96	74.626	1.248	 	 	 	 
97	76.613	1.324	 	 	 	 
98	77.865	1.402	 	 	 	 
99	79.853	1.482	 	 	 	 
100	81.521	1.564	 	 	 	 
101	82.994	1.647	 	 	 	 
102	85.129	1.732	 	 	 	 
103	87.067	1.819	 	 	 	 
104	89.963	1.909	 	 	 	 
105	92.687	2.002	 	 	 	 
106	94.798	2.096	 	 	 	 
107	95.877	2.192	 	 	 	 
108	97.865	2.290	 	 	 	 
109	99.755	2.390	 	 	 	 
110	101.497	2.491	 	 	 	 
111	103.313	2.595	 	 	 	 
112	105.252	2.700	 	 	 	 
113	107.141	2.807	 	 	 	 
114	108.859	2.916	 	 	 	 
115	110.528	3.026	 	 	 	 
116	112.417	3.139	 	 	 	 
117	114.294	3.253	 	 	 	 
118	116.417	3.370	 	 	 	 
119	118.233	3.488	 	 	 	 
120	120.000	3.608	 	 	 	 
121	121.791	3.730	 	 	 	 
122	123.534	3.853	 	 	 	 
123	125.276	3.978	 	 	 	 
124	127.117	4.106	 	 	 	 
125	128.834	4.234	 	 	 	 
126	130.552	4.365	 	 	 	 
127	132.245	4.497	 	 	 	 
128	133.939	4.631	 	 	 	 
129	135.583	4.767	 	 	 	 
130	137.485	4.904	 	 	 	 
131	139.190	5.043	 	 	 	 
132	140.982	5.184	 	 	 	 
133	142.479	5.327	 	 	 	 
134	144.025	5.471	 	 	 	 
135	145.448	5.616	 	 	 	 
136	147.067	5.763	 	 	 	 
137	148.663	5.912	 	 	 	 
138	150.110	6.062	 	 	 	 
139	151.509	6.214	 	 	 	 
140	153.031	6.367	 	 	 	 
141	154.626	6.521	 	 	 	 
142	156.000	6.677	 	 	 	 
143	157.656	6.835	 	 	 	 
144	159.386	6.994	 	 	 	 
145	160.785	7.155	 	 	 	 
146	162.086	7.317	 	 	 	 
147	163.411	7.481	 	 	 	 
148	164.810	7.645	 	 	 	 
149	166.135	7.812	 	 	 	 
150	167.558	7.979	 	 	 	 
151	168.761	8.148	 	 	 	 
152	169.988	8.318	 	 	 	 
153	171.313	8.489	 	 	 	 
154	172.810	8.662	 	 	 	 
155	173.988	8.836	 	 	 	 
156	175.436	9.011	 	 	 	 
157	176.859	9.188	 	 	 	 
158	178.012	9.366	 	 	 	 
159	179.313	9.546	 	 	 	 
160	180.564	9.726	 	 	 	 
161	181.865	9.908	 	 	 	 
162	183.166	10.091	 	 	 	 
163	184.294	10.275	 	 	 	 
164	185.620	10.461	 	 	 	 
165	186.577	10.648	 	 	 	 
166	187.779	10.835	 	 	 	 
167	188.957	11.024	 	 	 	 
168	189.791	11.214	 	 	 	 
169	191.006	11.405	 	 	 	 
170	192.393	11.598	 	 	 	 
171	193.350	11.791	 	 	 	 
172	194.380	11.985	 	 	 	 
173	195.460	12.181	 	 	 	 
174	196.638	12.377	 	 	 	 
175	197.546	12.575	 	 	 	 
176	198.601	12.774	 	 	 	 
177	199.656	12.973	 	 	 	 
178	200.564	13.174	 	 	 	 
179	201.571	13.375	 	 	 	 
180	202.626	13.578	 	 	 	 
181	203.583	13.782	 	 	 	 
182	204.540	13.986	 	 	 	 
183	205.472	14.192	 	 	 	 
184	206.503	14.398	 	 	 	 
185	207.485	14.606	 	 	 	 
186	208.245	14.814	 	 	 	 
187	209.178	15.023	 	 	 	 
188	210.233	15.233	 	 	 	 
189	211.067	15.444	 	 	 	 
190	211.877	15.656	 	 	 	 
191	212.712	15.869	 	 	 	 
192	213.669	16.083	 	 	 	 
193	214.601	16.297	 	 	 	 
194	215.362	16.513	 	 	 	 
195	216.196	16.729	 	 	 	 
196	217.252	16.946	 	 	 	 
197	218.110	17.164	 	 	 	 
198	218.920	17.383	 	 	 	 
199	219.828	17.603	 	 	 	 
200	220.613	17.823	 	 	 	 
201	221.423	18.045	 	 	 	 
202	222.331	18.267	 	 	 	 
203	222.994	18.490	 	 	 	 
204	223.877	18.714	 	 	 	 
205	224.540	18.939	 	 	 	 
206	225.399	19.164	 	 	 	 
207	226.184	19.390	 	 	 	 
208	227.018	19.617	 	 	 	 
209	227.755	19.845	 	 	 	 
210	228.368	20.073	 	 	 	 
211	229.251	20.303	 	 	 	 
212	229.939	20.533	 	 	 	 
213	230.626	20.763	 	 	 	 
214	231.215	20.994	 	 	 	 
215	231.926	21.226	 	 	 	 
216	232.589	21.459	 	 	 	 
217	233.202	21.692	 	 	 	 
218	233.963	21.926	 	 	 	 
219	234.528	22.161	 	 	 	 
220	235.313	22.396	 	 	 	 
221	235.828	22.632	 	 	 	 
222	236.393	22.868	 	 	 	 
223	237.055	23.105	 	 	 	 
224	237.718	23.343	 	 	 	 
225	238.282	23.581	 	 	 	 
226	238.798	23.820	 	 	 	 
227	239.264	24.059	 	 	 	 
228	239.902	24.299	 	 	 	 
229	240.540	24.540	 	 	 	 
230	240.982	24.781	 	 	 	 
231	241.546	25.022	 	 	 	 
232	242.159	25.264	 	 	 	 
233	242.773	25.507	 	 	 	 
234	243.313	25.750	 	 	 	 
235	243.779	25.994	 	 	 	 
236	244.319	26.239	 	 	 	 
237	244.761	26.483	 	 	 	 
238	245.301	26.729	 	 	 	 
239	245.840	26.974	 	 	 	 
240	246.380	27.221	 	 	 	 
241	246.945	27.468	 	 	 	 
242	247.436	27.715	 	 	 	 
243	247.975	27.963	 	 	 	 
244	248.442	28.212	 	 	 	 
245	248.932	28.461	 	 	 	 
246	249.374	28.710	 	 	 	 
247	249.840	28.960	 	 	 	 
248	250.479	29.210	 	 	 	 
249	251.080	29.461	 	 	 	 
250	251.583	29.713	 	 	 	 
251	252.074	29.965	 	 	 	 
252	252.589	30.218	 	 	 	 
253	253.055	30.471	 	 	 	 
254	253.399	30.724	 	 	 	 
255	253.939	30.978	 	 	 	 
256	254.429	31.232	 	 	 	 
257	254.871	31.487	 	 	 	 
258	255.288	31.743	 	 	 	 
259	255.705	31.998	 	 	 	 
260	256.147	32.254	 	 	 	 
261	256.663	32.511	 	 	 	 
262	257.006	32.768	 	 	 	 
263	257.374	33.025	 	 	 	 
264	257.865	33.283	 	 	 	 
265	258.331	33.542	 	 	 	 
266	258.822	33.800	 	 	 	 
267	259.166	34.060	 	 	 	 
268	259.607	34.319	 	 	 	 
269	260.000	34.579	 	 	 	 
270	260.319	34.840	 	 	 	 
271	260.761	35.100	 	 	 	 
272	261.129	35.361	 	 	 	 
273	261.423	35.623	 	 	 	 
274	261.914	35.885	 	 	 	 
275	262.184	36.147	 	 	 	 
276	262.528	36.410	 	 	 	 
277	262.994	36.672	 	 	 	 
278	263.411	36.936	 	 	 	 
279	263.681	37.200	 	 	 	 
280	264.049	37.464	 	 	 	 
281	264.466	37.728	 	 	 	 
282	264.761	37.993	 	 	 	 
283	265.153	38.258	 	 	 	 
284	265.595	38.524	 	 	 	 
285	265.890	38.790	 	 	 	 
286	266.184	39.056	 	 	 	 
287	266.454	39.322	 	 	 	 
288	266.871	39.589	 	 	 	 
289	267.092	39.856	 	 	 	 
290	267.460	40.124	 	 	 	 
291	267.779	40.391	 	 	 	 
292	267.902	40.659	 	 	 	 
293	268.049	40.927	 	 	 	 
294	268.344	41.196	 	 	 	 
295	268.613	41.464	 	 	 	 
296	268.859	41.733	 	 	 	 
297	269.276	42.002	 	 	 	 
298	269.546	42.272	 	 	 	 
299	269.767	42.542	 	 	 	 
300	270.086	42.812	 	 	 	 
301	270.331	43.082	 	 	 	 
302	270.718	43.353	 	 	 	 
303	270.920	43.624	 	 	 	 
304	271.239	43.895	 	 	 	 
305	271.558	44.167	 	 	 	 
306	271.804	44.438	 	 	 	 
307	272.025	44.710	 	 	 	 
308	272.393	44.983	 	 	 	 
309	272.540	45.255	 	 	 	 
310	272.736	45.528	 	 	 	 
311	273.006	45.801	 	 	 	 
312	273.325	46.074	 	 	 	 
313	273.472	46.348	 	 	 	 
314	273.816	46.622	 	 	 	 
315	273.963	46.896	 	 	 	 
316	274.307	47.170	 	 	 	 
317	274.380	47.444	 	 	 	 
318	274.847	47.719	 	 	 	 
319	275.043	47.994	 	 	 	 
320	275.264	48.269	 	 	 	 
321	275.436	48.545	 	 	 	 
322	275.706	48.821	 	 	 	 
323	275.853	49.096	 	 	 	 
324	276.074	49.373	 	 	 	 
325	276.319	49.649	 	 	 	 
326	276.515	49.925	 	 	 	 
327	276.736	50.202	 	 	 	 
328	276.883	50.479	 	 	 	 
329	277.104	50.756	 	 	 	 
330	277.374	51.033	 	 	 	 
331	277.571	51.311	 	 	 	 
332	277.693	51.589	 	 	 	 
333	278.037	51.867	 	 	 	 
334	278.110	52.145	 	 	 	 
335	278.233	52.423	 	 	 	 
336	278.552	52.702	 	 	 	 
337	278.626	52.980	 	 	 	 
338	278.822	53.259	 	 	 	 
339	279.092	53.538	 	 	 	 
340	279.337	53.818	 	 	 	 
341	279.411	54.097	 	 	 	 
342	279.632	54.377	 	 	 	 
343	279.828	54.656	 	 	 	 
344	280.025	54.936	 	 	 	 
345	280.172	55.217	 	 	 	 
346	280.417	55.497	 	 	 	 
347	280.564	55.778	 	 	 	 
348	280.761	56.058	 	 	 	 
349	280.834	56.339	 	 	 	 
350	281.055	56.620	 	 	 	 
351	281.227	56.901	 	 	 	 
352	281.448	57.183	 	 	 	 
353	281.546	57.464	 	 	 	 
354	281.718	57.746	 	 	 	 
355	281.890	58.028	 	 	 	 
356	282.159	58.310	 	 	 	 
357	282.258	58.592	 	 	 	 
358	282.405	58.875	 	 	 	 
359	282.552	59.157	 	 	 	 
360	282.650	59.440	 	 	 	 
361	282.920	59.723	 	 	 	 
362	282.945	60.006	 	 	 	 
363	283.190	60.289	 	 	 	 
364	283.239	60.572	 	 	 	 
365	283.337	60.856	 	 	 	 
366	283.706	61.139	 	 	 	 
367	283.730	61.423	 	 	 	 
368	283.877	61.707	 	 	 	 
369	284.000	61.991	 	 	 	 
370	284.221	62.275	 	 	 	 
371	284.393	62.560	 	 	 	 
372	284.540	62.844	 	 	 	 
373	284.613	63.129	 	 	 	 
374	284.859	63.414	 	 	 	 
375	284.908	63.699	 	 	 	 
376	285.055	63.984	 	 	 	 
377	285.251	64.269	 	 	 	 
378	285.374	64.554	 	 	 	 
379	285.423	64.840	 	 	 	 
380	285.595	65.125	 	 	 	 
381	285.693	65.411	 	 	 	 
382	285.865	65.697	 	 	 	 
383	285.865	65.983	 	 	 	 
384	286.061	66.269	 	 	 	 
385	286.233	66.555	 	 	 	 
386	286.282	66.841	 	 	 	 
387	286.454	67.128	 	 	 	 
388	286.650	67.414	 	 	 	 
389	286.650	67.701	 	 	 	 
390	286.699	67.988	 	 	 	 
391	286.969	68.275	 	 	 	 
392	287.092	68.562	 	 	 	 
393	287.215	68.849	 	 	 	 
394	287.190	69.136	 	 	 	 
395	287.386	69.424	 	 	 	 
396	287.558	69.711	 	 	 	 
397	287.607	69.999	 	 	 	 
398	287.828	70.287	 	 	 	 
399	287.828	70.574	 	 	 	 
400	287.975	70.862	 	 	 	 
401	288.049	71.150	 	 	 	 
402	288.172	71.439	 	 	 	 
403	288.294	71.727	 	 	 	 
404	288.442	72.015	 	 	 	 
405	288.417	72.304	 	 	 	 
406	288.663	72.592	 	 	 	 
407	288.663	72.881	 	 	 	 
408	288.883	73.170	 	 	 	 
409	288.883	73.459	 	 	 	 
410	289.006	73.748	 	 	 	 
411	289.080	74.037	 	 	 	 
412	289.202	74.326	 	 	 	 
413	289.350	74.615	 	 	 	 
414	289.546	74.905	 	 	 	 
415	289.521	75.195	 	 	 	 
416	289.620	75.484	 	 	 	 
417	289.669	75.774	 	 	 	 
418	289.791	76.064	 	 	 	 
419	289.914	76.354	 	 	 	 
420	290.012	76.644	 	 	 	 
421	289.988	76.934	 	 	 	 
422	290.159	77.224	 	 	 	 
423	290.258	77.514	 	 	 	 
424	290.258	77.804	 	 	 	 
425	290.307	78.095	 	 	 	 
426	290.429	78.385	 	 	 	 
427	290.503	78.675	 	 	 	 
428	290.626	78.966	 	 	 	 
429	290.675	79.257	 	 	 	 
430	290.773	79.548	 	 	 	 
431	290.822	79.838	 	 	 	 
432	290.994	80.129	 	 	 	 
433	290.994	80.420	 	 	 	 
434	291.092	80.711	 	 	 	 
435	291.141	81.003	 	 	 	 
436	291.092	81.294	 	 	 	 
437	291.264	81.585	 	 	 	 
438	291.313	81.876	 	 	 	 
439	291.386	82.168	 	 	 	 
440	291.485	82.459	 	 	 	 
441	291.386	82.750	 	 	 	 
442	291.632	83.042	 	 	 	 
443	291.607	83.334	 	 	 	 
444	291.534	83.625	 	 	 	 
445	291.656	83.917	 	 	 	 
446	291.755	84.209	 	 	 	 
447	291.779	84.500	 	 	 	 
448	291.902	84.792	 	 	 	 
449	291.853	85.084	 	 	 	 
450	291.877	85.376	 	 	 	 
451	291.951	85.668	 	 	 	 
452	292.049	85.960	 	 	 	 
453	292.123	86.252	 	 	 	 
454	292.147	86.544	 	 	 	 
455	292.245	86.837	 	 	 	 
456	292.294	87.129	 	 	 	 
457	292.344	87.421	 	 	 	 
458	292.491	87.714	 	 	 	 
459	292.515	88.006	 	 	 	 
460	292.564	88.299	 	 	 	 
461	292.656	88.591	 	 	 	 
462	292.687	88.884	 	 	 	 
463	292.957	89.177	 	 	 	 
464	292.883	89.470	 	 	 	 
465	292.932	89.763	 	 	 	 
466	292.957	90.056	 	 	 	 
467	293.031	90.349	 	 	 	 
468	293.178	90.642	 	 	 	 
469	293.202	90.935	 	 	 	 
470	293.252	91.229	 	 	 	 
471	293.423	91.522	 	 	 	 
472	293.350	91.815	 	 	 	 
473	293.497	92.109	 	 	 	 
474	293.571	92.402	 	 	 	 
475	293.521	92.696	 	 	 	 
476	293.669	92.990	 	 	 	 
477	293.693	93.283	 	 	 	 
478	293.742	93.577	 	 	 	 
479	293.742	93.871	 	 	 	 
480	293.865	94.165	 	 	 	 
481	293.890	94.459	 	 	 	 
482	293.890	94.752	 	 	 	 
483	293.988	95.046	 	 	 	 
484	294.012	95.340	 	 	 	 
485	294.209	95.635	 	 	 	 
486	294.135	95.929	 	 	 	 
487	294.282	96.223	 	 	 	 
488	294.380	96.517	 	 	 	 
489	294.331	96.812	 	 	 	 
490	294.429	97.106	 	 	 	 
491	294.429	97.401	 	 	 	 
492	294.454	97.695	 	 	 	 
493	294.601	97.990	 	 	 	 
494	294.478	98.284	 	 	 	 
495	294.626	98.579	 	 	 	 
496	294.528	98.873	 	 	 	 
497	294.626	99.168	 	 	 	 
498	294.699	99.463	 	 	 	 
499	294.724	99.757	 	 	 	 
500	294.650	100.052	 	 	 	 
501	294.699	100.347	 	 	 	 
502	294.773	100.641	 	 	 	 
503	294.871	100.936	 	 	 	 
504	294.871	101.231	 	 	 	 
505	294.847	101.526	 	 	 	 
506	294.847	101.821	 	 	 	 
507	294.994	102.116	 	 	 	 
508	294.945	102.411	 	 	 	 
509	295.141	102.706	 	 	 	 
510	295.043	103.001	 	 	 	 
511	295.117	103.296	 	 	 	 
512	295.166	103.591	 	 	 	 
513	295.166	103.886	 	 	 	 
514	295.233	104.182	 	 	 	 
515	295.190	104.477	 	 	 	 
516	295.386	104.772	 	 	 	 
517	295.411	105.068	 	 	 	 
518	295.386	105.363	 	 	 	 
519	295.436	105.659	 	 	 	 
520	295.509	105.954	 	 	 	 
521	295.558	106.250	 	 	 	 
522	295.705	106.545	 	 	 	 
523	295.632	106.841	 	 	 	 
524	295.705	107.137	 	 	 	 
525	295.779	107.432	 	 	 	 
526	295.755	107.728	 	 	 	 
527	295.853	108.024	 	 	 	 
528	295.853	108.320	 	 	 	 
529	295.926	108.616	 	 	 	 
530	295.877	108.912	 	 	 	 
531	295.975	109.208	 	 	 	 
532	295.975	109.504	 	 	 	 
533	295.926	109.800	 	 	 	 
534	296.000	110.096	 	 	 	 
535	296.000	110.392	 	 	 	 
536	296.000	110.688	 	 	 	 
537	296.098	110.984	 	 	 	 
538	296.172	111.280	 	 	 	 
539	296.074	111.576	 	 	 	 
540	296.172	111.872	 	 	 	 
541	296.196	112.168	 	 	 	 
542	296.221	112.464	 	 	 	 
543	296.270	112.761	 	 	 	 
544	296.270	113.057	 	 	 	 
545	296.319	113.353	 	 	 	 
546	296.417	113.650	 	 	 	 
547	296.417	113.946	 	 	 	 
548	296.515	114.243	 	 	 	 
549	296.442	114.539	 	 	 	 
550	296.564	114.836	 	 	 	 
551	296.491	115.132	 	 	 	 
552	296.540	115.429	 	 	 	 
553	296.589	115.725	 	 	 	 
554	296.687	116.022	 	 	 	 
555	296.589	116.319	 	 	 	 
556	296.589	116.615	 	 	 	 
557	296.663	116.912	 	 	 	 
558	296.834	117.209	 	 	 	 
559	296.712	117.505	 	 	 	 
560	296.712	117.802	 	 	 	 
561	296.712	118.099	 	 	 	 
562	296.712	118.396	 	 	 	 
563	296.785	118.692	 	 	 	 
564	296.932	118.989	 	 	 	 
565	296.859	119.286	 	 	 	 
566	296.810	119.583	 	 	 	 
567	296.926	119.880	 	 	 	 
568	296.859	120.177	 	 	 	 
569	296.810	120.473	 	 	 	 
570	296.932	120.770	 	 	 	 
571	296.957	121.067	 	 	 	 
572	296.908	121.364	 	 	 	 
573	296.908	121.661	 	 	 	 
574	296.932	121.958	 	 	 	 
575	296.982	122.255	 	 	 	 
576	296.982	122.552	 	 	 	 
577	296.932	122.849	 	 	 	 
578	297.006	123.146	 	 	 	 
579	297.031	123.443	 	 	 	 
580	297.006	123.740	 	 	 	 
581	297.006	124.037	 	 	 	 
582	297.055	124.334	 	 	 	 
583	297.178	124.631	 	 	 	 
584	297.153	124.928	 	 	 	 
585	297.129	125.226	 	 	 	 
586	297.178	125.523	 	 	 	 
587	297.153	125.820	 	 	 	 
588	297.178	126.117	 	 	 	 
589	297.178	126.414	 	 	 	 
590	297.129	126.711	 	 	 	 
591	297.227	127.009	 	 	 	 
592	297.301	127.306	 	 	 	 
593	297.325	127.603	 	 	 	 
594	297.350	127.901	 	 	 	 
595	297.276	128.198	 	 	 	 
596	297.301	128.495	 	 	 	 
597	297.374	128.793	 	 	 	 
598	297.423	129.090	 	 	 	 
599	297.350	129.387	 	 	 	 
600	297.472	129.685	 	 	 	 
601	297.472	129.982	 	 	 	 
602	297.399	130.280	 	 	 	 
603	297.521	130.577	 	 	 	 
604	297.595	130.875	 	 	 	 
605	297.571	131.172	 	 	 	 
606	297.644	131.470	 	 	 	 
607	297.644	131.768	 	 	 	 
608	297.644	132.065	 	 	 	 
609	297.742	132.363	 	 	 	 
610	297.620	132.661	 	 	 	 
611	297.767	132.958	 	 	 	 
612	297.718	133.256	 	 	 	 
613	297.791	133.554	 	 	 	 
614	297.742	133.852	 	 	 	 
615	297.840	134.150	 	 	 	 
616	297.816	134.447	 	 	 	 
617	297.890	134.745	 	 	 	 
618	297.840	135.043	 	 	 	 
619	297.963	135.341	 	 	 	 
620	297.975	135.639	 	 	 	 
621	298.012	135.937	 	 	 	 
622	297.988	136.235	 	 	 	 
623	298.159	136.533	 	 	 	 
624	298.184	136.831	 	 	 	 
625	298.086	137.129	 	 	 	 
626	298.037	137.427	 	 	 	 
627	298.110	137.726	 	 	 	 
628	298.135	138.024	 	 	 	 
629	298.012	138.322	 	 	 	 
630	298.037	138.620	 	 	 	 
631	298.061	138.918	 	 	 	 
632	298.061	139.216	 	 	 	 
633	298.012	139.514	 	 	 	 
634	297.939	139.812	 	 	 	 
635	297.963	140.110	 	 	 	 
636	297.963	140.408	 	 	 	 
637	297.988	140.706	 	 	 	 
638	298.086	141.004	 	 	 	 
639	298.037	141.302	 	 	 	 
640	298.086	141.600	 	 	 	 
641	298.037	141.898	 	 	 	 
642	298.012	142.196	 	 	 	 
643	297.988	142.494	 	 	 	 
644	297.963	142.792	 	 	 	 
645	298.086	143.090	 	 	 	 
646	297.988	143.388	 	 	 	 
647	298.110	143.686	 	 	 	 
648	298.037	143.984	 	 	 	 
649	298.037	144.282	 	 	 	 
650	298.086	144.580	 	 	 	 
651	298.086	144.878	 	 	 	 
652	298.110	145.176	 	 	 	 
653	298.184	145.475	 	 	 	 
654	298.135	145.773	 	 	 	 
655	298.012	146.071	 	 	 	 
656	298.135	146.369	 	 	 	 
657	298.209	146.667	 	 	 	 
658	298.135	146.965	 	 	 	 
659	298.135	147.263	 	 	 	 
660	298.209	147.562	 	 	 	 
661	298.184	147.860	 	 	 	 
662	298.184	148.158	 	 	 	 
663	298.405	148.456	 	 	 	 
664	298.282	148.755	 	 	 	 
665	298.307	149.053	 	 	 	 
666	298.356	149.351	 	 	 	 
667	298.331	149.650	 	 	 	 
668	298.478	149.948	 	 	 	 
669	298.429	150.247	 	 	 	 
670	298.429	150.545	 	 	 	 
671	298.380	150.843	 	 	 	 
672	298.503	151.142	 	 	 	 
673	298.620	151.441	 	 	 	 
674	298.478	151.739	 	 	 	 
675	298.503	152.038	 	 	 	 
676	298.503	152.336	 	 	 	 
677	298.528	152.635	 	 	 	 
678	298.626	152.933	 	 	 	 
679	298.503	153.232	 	 	 	 
680	298.454	153.530	 	 	 	 
681	298.429	153.829	 	 	 	 
682	298.429	154.127	 	 	 	 
683	298.429	154.425	 	 	 	 
684	298.429	154.724	 	 	 	 
685	298.454	155.022	 	 	 	 
686	298.478	155.321	 	 	 	 
687	298.552	155.619	 	 	 	 
688	298.552	155.918	 	 	 	 
689	298.503	156.216	 	 	 	 
690	298.405	156.515	 	 	 	 
691	298.478	156.813	 	 	 	 
692	298.528	157.112	 	 	 	 
693	298.601	157.410	 	 	 	 
694	298.503	157.709	 	 	 	 
695	298.577	158.007	 	 	 	 
696	298.626	158.306	 	 	 	 
697	298.650	158.605	 	 	 	 
698	298.650	158.903	 	 	 	 
699	298.675	159.202	 	 	 	 
700	298.577	159.501	 	 	 	 
701	298.626	159.799	 	 	 	 
702	298.552	160.098	 	 	 	 
703	298.675	160.397	 	 	 	 
704	298.699	160.695	 	 	 	 
705	298.871	160.994	 	 	 	 
706	298.822	161.293	 	 	 	 
707	298.896	161.592	 	 	 	 
708	298.822	161.891	 	 	 	 
709	298.896	162.190	 	 	 	 
710	299.043	162.489	 	 	 	 
711	298.896	162.787	 	 	 	 
712	298.847	163.086	 	 	 	 
713	298.945	163.385	 	 	 	 
714	298.945	163.684	 	 	 	 
715	299.018	163.983	 	 	 	 
716	298.920	164.282	 	 	 	 
717	298.945	164.581	 	 	 	 
718	298.945	164.880	 	 	 	 
719	298.994	165.179	 	 	 	 
720	298.920	165.478	 	 	 	 
721	298.945	165.777	 	 	 	 
722	298.994	166.076	 	 	 	 
723	298.847	166.375	 	 	 	 
724	298.920	166.674	 	 	 	 
725	298.920	166.973	 	 	 	 
726	298.896	167.271	 	 	 	 
727	298.847	167.570	 	 	 	 
728	298.748	167.869	 	 	 	 
729	298.822	168.168	 	 	 	 
730	298.822	168.467	 	 	 	 
731	298.724	168.765	 	 	 	 
732	298.797	169.064	 	 	 	 
733	298.797	169.363	 	 	 	 
734	298.847	169.662	 	 	 	 
735	298.748	169.961	 	 	 	 
736	298.896	170.260	 	 	 	 
737	298.896	170.558	 	 	 	 
738	298.797	170.857	 	 	 	 
739	298.797	171.156	 	 	 	 
740	298.896	171.455	 	 	 	 
741	298.945	171.754	 	 	 	 
742	298.896	172.053	 	 	 	 
743	298.945	172.352	 	 	 	 
744	298.969	172.651	 	 	 	 
745	298.896	172.950	 	 	 	 
746	299.043	173.249	 	 	 	 
747	299.018	173.548	 	 	 	 
748	299.117	173.847	 	 	 	 
749	298.920	174.146	 	 	 	 
750	298.969	174.445	 	 	 	 
