TIME	P	Q
s	uW	 J
18848	-13.055	-0.088
18849	-13.104	-0.088
18850	-13.153	-0.088
18851	-13.153	-0.088
18852	-13.055	-0.088
18853	-13.129	-0.088
18854	-13.006	-0.088
18855	-13.049	-0.088
18856	-13.080	-0.088
18857	-13.104	-0.088
18858	-13.031	-0.088
18859	-13.006	-0.088
18860	-13.006	-0.088
18861	-13.080	-0.088
18862	-13.141	-0.088
18863	-12.982	-0.088
18864	-13.080	-0.088
18865	-13.080	-0.088
18866	-13.031	-0.088
18867	-13.055	-0.088
18868	-13.080	-0.088
18869	-13.012	-0.088
18870	-13.055	-0.088
18871	-13.080	-0.088
18872	-13.227	-0.088
18873	-13.031	-0.088
18874	-13.006	-0.088
18875	-13.080	-0.088
18876	-13.086	-0.088
18877	-13.006	-0.088
18878	-13.031	-0.088
18879	-13.006	-0.088
18880	-13.055	-0.088
18881	-13.055	-0.088
18882	-13.153	-0.088
18883	-13.031	-0.088
18884	-12.975	-0.088
18885	-13.104	-0.088
18886	-13.080	-0.088
18887	-13.080	-0.088
18888	-13.006	-0.088
18889	-13.153	-0.088
18890	-13.153	-0.088
18891	-13.104	-0.088
18892	-13.178	-0.088
18893	-13.104	-0.088
18894	-13.055	-0.088
18895	-13.055	-0.088
18896	-13.080	-0.088
18897	-13.129	-0.088
18898	-13.123	-0.088
18899	-13.055	-0.088
18900	-13.129	-0.088
18901	-13.055	-0.088
18902	-13.104	-0.088
18903	-13.031	-0.088
18904	-13.104	-0.088
18905	-13.055	-0.088
18906	-13.104	-0.088
18907	-13.031	-0.088
18908	-13.153	-0.088
18909	-13.104	-0.088
18910	-13.104	-0.088
18911	-13.080	-0.088
18912	-13.178	-0.088
18913	-13.252	-0.088
18914	-13.055	-0.088
18915	-13.202	-0.088
18916	-13.104	-0.088
18917	-13.104	-0.088
18918	-13.104	-0.088
18919	-13.055	-0.088
18920	-13.196	-0.089
18921	-13.055	-0.089
18922	-13.080	-0.089
18923	-13.006	-0.089
18924	-13.031	-0.089
18925	-13.055	-0.089
18926	-13.006	-0.089
18927	-13.012	-0.089
18928	-13.031	-0.089
18929	-13.129	-0.089
18930	-13.129	-0.089
18931	-13.006	-0.089
18932	-13.031	-0.089
18933	-13.006	-0.089
18934	-13.080	-0.089
18935	-13.104	-0.089
18936	-13.153	-0.089
18937	-13.006	-0.089
18938	-13.104	-0.089
18939	-13.153	-0.089
18940	-13.080	-0.089
18941	-13.055	-0.089
18942	-13.067	-0.089
18943	-13.055	-0.089
18944	-13.104	-0.089
18945	-13.104	-0.089
18946	-13.178	-0.089
18947	-13.129	-0.089
18948	-13.178	-0.089
18949	-13.123	-0.089
18950	-13.129	-0.089
18951	-13.129	-0.089
18952	-13.129	-0.089
18953	-13.153	-0.089
18954	-13.153	-0.089
18955	-13.080	-0.089
18956	-13.104	-0.089
18957	-13.104	-0.089
18958	-13.129	-0.089
18959	-13.153	-0.089
18960	-13.080	-0.089
18961	-13.104	-0.089
18962	-13.301	-0.089
18963	-13.178	-0.089
18964	-13.215	-0.089
18965	-13.202	-0.089
18966	-13.202	-0.089
18967	-13.129	-0.089
18968	-13.153	-0.089
18969	-13.178	-0.089
18970	-13.227	-0.089
18971	-13.196	-0.089
18972	-13.202	-0.089
18973	-13.104	-0.089
18974	-13.104	-0.089
18975	-13.153	-0.089
18976	-13.178	-0.089
18977	-13.104	-0.089
18978	-13.178	-0.089
18979	-13.104	-0.089
18980	-13.276	-0.089
18981	-13.153	-0.089
18982	-13.202	-0.089
18983	-13.178	-0.089
18984	-13.227	-0.089
18985	-13.276	-0.089
18986	-13.215	-0.089
18987	-13.227	-0.089
18988	-13.153	-0.089
18989	-13.227	-0.089
18990	-13.129	-0.089
18991	-13.178	-0.089
18992	-13.202	-0.089
18993	-13.178	-0.089
18994	-13.178	-0.089
18995	-13.252	-0.089
18996	-13.227	-0.090
18997	-13.202	-0.090
18998	-13.153	-0.090
18999	-13.202	-0.090
19000	-13.270	-0.090
19001	-13.153	-0.090
19002	-13.202	-0.090
19003	-13.227	-0.090
19004	-13.178	-0.090
19005	-13.153	-0.090
19006	-13.153	-0.090
19007	-13.227	-0.090
19008	-13.196	-0.090
19009	-13.153	-0.090
19010	-13.055	-0.090
19011	-13.178	-0.090
19012	-13.153	-0.090
19013	-13.080	-0.090
19014	-13.153	-0.090
19015	-13.160	-0.090
19016	-13.129	-0.090
19017	-13.153	-0.090
19018	-13.129	-0.090
19019	-13.055	-0.090
19020	-13.129	-0.090
19021	-13.252	-0.090
19022	-13.160	-0.090
19023	-13.153	-0.090
19024	-13.104	-0.090
19025	-13.252	-0.090
19026	-13.080	-0.090
19027	-13.202	-0.090
19028	-13.202	-0.090
19029	-13.123	-0.090
19030	-13.080	-0.090
19031	-13.227	-0.090
19032	-13.153	-0.090
19033	-13.227	-0.090
19034	-13.202	-0.090
19035	-13.202	-0.090
19036	-13.276	-0.090
19037	-13.196	-0.090
19038	-13.104	-0.090
19039	-13.055	-0.090
19040	-13.080	-0.090
19041	-13.104	-0.090
19042	-13.202	-0.090
19043	-13.276	-0.090
19044	-13.196	-0.090
19045	-13.104	-0.090
19046	-13.202	-0.090
19047	-13.227	-0.090
19048	-13.178	-0.090
19049	-13.276	-0.090
19050	-13.202	-0.090
19051	-13.233	-0.090
19052	-13.227	-0.090
19053	-13.153	-0.090
19054	-13.227	-0.090
19055	-13.153	-0.090
19056	-13.276	-0.090
19057	-13.252	-0.090
19058	-13.178	-0.090
19059	-13.233	-0.090
19060	-13.178	-0.090
19061	-13.227	-0.090
19062	-13.276	-0.090
19063	-13.252	-0.090
19064	-13.227	-0.090
19065	-13.276	-0.090
19066	-13.270	-0.090
19067	-13.202	-0.090
19068	-13.301	-0.090
19069	-13.227	-0.090
19070	-13.276	-0.090
19071	-13.301	-0.090
19072	-13.325	-0.091
19073	-13.233	-0.091
19074	-13.301	-0.091
19075	-13.374	-0.091
19076	-13.276	-0.091
19077	-13.276	-0.091
19078	-13.227	-0.091
19079	-13.325	-0.091
19080	-13.215	-0.091
19081	-13.252	-0.091
19082	-13.153	-0.091
19083	-13.276	-0.091
19084	-13.227	-0.091
19085	-13.252	-0.091
19086	-13.252	-0.091
19087	-13.153	-0.091
19088	-13.178	-0.091
19089	-13.178	-0.091
19090	-13.178	-0.091
19091	-13.227	-0.091
19092	-13.252	-0.091
19093	-13.227	-0.091
19094	-13.153	-0.091
19095	-13.270	-0.091
19096	-13.153	-0.091
19097	-13.178	-0.091
19098	-13.104	-0.091
19099	-13.153	-0.091
19100	-13.276	-0.091
19101	-13.252	-0.091
19102	-13.215	-0.091
19103	-13.252	-0.091
19104	-13.301	-0.091
19105	-13.227	-0.091
19106	-13.325	-0.091
19107	-13.202	-0.091
19108	-13.202	-0.091
19109	-13.202	-0.091
19110	-13.215	-0.091
19111	-13.252	-0.091
19112	-13.227	-0.091
19113	-13.276	-0.091
19114	-13.202	-0.091
19115	-13.276	-0.091
19116	-13.129	-0.091
19117	-13.288	-0.091
19118	-13.325	-0.091
19119	-13.227	-0.091
19120	-13.227	-0.091
19121	-13.202	-0.091
19122	-13.276	-0.091
19123	-13.202	-0.091
19124	-13.270	-0.091
19125	-13.325	-0.091
19126	-13.276	-0.091
19127	-13.178	-0.091
19128	-13.350	-0.091
19129	-13.276	-0.091
19130	-13.252	-0.091
19131	-13.288	-0.091
19132	-13.202	-0.091
19133	-13.325	-0.091
19134	-13.202	-0.091
19135	-13.325	-0.091
19136	-13.276	-0.091
19137	-13.276	-0.091
19138	-13.301	-0.091
19139	-13.362	-0.091
19140	-13.325	-0.091
19141	-13.325	-0.091
19142	-13.325	-0.091
19143	-13.350	-0.091
19144	-13.202	-0.091
19145	-13.227	-0.091
19146	-13.233	-0.091
19147	-13.325	-0.091
19148	-13.252	-0.092
19149	-13.276	-0.092
19150	-13.472	-0.092
19151	-13.325	-0.092
19152	-13.350	-0.092
19153	-13.344	-0.092
19154	-13.252	-0.092
19155	-13.252	-0.092
19156	-13.301	-0.092
19157	-13.227	-0.092
19158	-13.350	-0.092
19159	-13.374	-0.092
19160	-13.301	-0.092
19161	-13.362	-0.092
19162	-13.350	-0.092
19163	-13.325	-0.092
19164	-13.276	-0.092
19165	-13.252	-0.092
19166	-13.301	-0.092
19167	-13.227	-0.092
19168	-13.215	-0.092
19169	-13.325	-0.092
19170	-13.301	-0.092
19171	-13.202	-0.092
19172	-13.202	-0.092
19173	-13.350	-0.092
19174	-13.276	-0.092
19175	-13.344	-0.092
19176	-13.301	-0.092
19177	-13.227	-0.092
19178	-13.325	-0.092
19179	-13.252	-0.092
19180	-13.178	-0.092
19181	-13.227	-0.092
19182	-13.233	-0.092
19183	-13.153	-0.092
19184	-13.252	-0.092
19185	-13.252	-0.092
19186	-13.227	-0.092
19187	-13.202	-0.092
19188	-13.202	-0.092
19189	-13.350	-0.092
19190	-13.196	-0.092
19191	-13.423	-0.092
19192	-13.252	-0.092
19193	-13.153	-0.092
19194	-13.276	-0.092
19195	-13.227	-0.092
19196	-13.350	-0.092
19197	-13.362	-0.092
19198	-13.325	-0.092
19199	-13.252	-0.092
19200	-13.252	-0.092
19201	-13.350	-0.092
19202	-13.301	-0.092
19203	-13.301	-0.092
19204	-13.270	-0.092
19205	-13.325	-0.092
19206	-13.399	-0.092
19207	-13.301	-0.092
19208	-13.374	-0.092
19209	-13.448	-0.092
19210	-13.325	-0.092
19211	-13.399	-0.092
19212	-13.325	-0.092
19213	-13.399	-0.092
19214	-13.325	-0.092
19215	-13.350	-0.092
19216	-13.325	-0.092
19217	-13.325	-0.092
19218	-13.252	-0.092
19219	-13.380	-0.092
19220	-13.423	-0.092
19221	-13.325	-0.092
19222	-13.350	-0.092
19223	-13.350	-0.093
19224	-13.423	-0.093
19225	-13.276	-0.093
19226	-13.270	-0.093
19227	-13.374	-0.093
19228	-13.399	-0.093
19229	-13.301	-0.093
19230	-13.350	-0.093
19231	-13.301	-0.093
19232	-13.350	-0.093
19233	-13.325	-0.093
19234	-13.276	-0.093
19235	-13.252	-0.093
19236	-13.276	-0.093
19237	-13.374	-0.093
19238	-13.325	-0.093
19239	-13.325	-0.093
19240	-13.301	-0.093
19241	-13.344	-0.093
19242	-13.399	-0.093
19243	-13.350	-0.093
19244	-13.350	-0.093
19245	-13.374	-0.093
19246	-13.276	-0.093
19247	-13.301	-0.093
19248	-13.380	-0.093
19249	-13.325	-0.093
19250	-13.301	-0.093
19251	-13.325	-0.093
19252	-13.301	-0.093
19253	-13.227	-0.093
19254	-13.227	-0.093
19255	-13.325	-0.093
19256	-13.301	-0.093
19257	-13.252	-0.093
19258	-13.252	-0.093
19259	-13.252	-0.093
19260	-13.227	-0.093
19261	-13.301	-0.093
19262	-13.301	-0.093
19263	-13.196	-0.093
19264	-13.129	-0.093
19265	-13.202	-0.093
19266	-13.252	-0.093
19267	-13.129	-0.093
19268	-13.252	-0.093
19269	-13.399	-0.093
19270	-13.307	-0.093
19271	-13.252	-0.093
19272	-13.276	-0.093
19273	-13.252	-0.093
19274	-13.276	-0.093
19275	-13.301	-0.093
19276	-13.301	-0.093
19277	-13.270	-0.093
19278	-13.374	-0.093
19279	-13.276	-0.093
19280	-13.301	-0.093
19281	-13.301	-0.093
19282	-13.325	-0.093
19283	-13.276	-0.093
19284	-13.233	-0.093
19285	-13.325	-0.093
19286	-13.423	-0.093
19287	-13.448	-0.093
19288	-13.374	-0.093
19289	-13.153	-0.093
19290	-13.374	-0.093
19291	-13.325	-0.093
19292	-13.307	-0.093
19293	-13.301	-0.093
19294	-13.374	-0.093
19295	-13.374	-0.093
19296	-13.276	-0.093
19297	-13.276	-0.093
19298	-13.374	-0.094
19299	-13.344	-0.094
19300	-13.301	-0.094
19301	-13.350	-0.094
19302	-13.399	-0.094
19303	-13.325	-0.094
19304	-13.276	-0.094
19305	-13.374	-0.094
19306	-13.417	-0.094
19307	-13.301	-0.094
19308	-13.350	-0.094
19309	-13.350	-0.094
19310	-13.301	-0.094
19311	-13.399	-0.094
19312	-13.350	-0.094
19313	-13.423	-0.094
19314	-13.399	-0.094
19315	-13.423	-0.094
19316	-13.301	-0.094
19317	-13.301	-0.094
19318	-13.227	-0.094
19319	-13.252	-0.094
19320	-13.325	-0.094
19321	-13.307	-0.094
19322	-13.202	-0.094
19323	-13.301	-0.094
19324	-13.252	-0.094
19325	-13.374	-0.094
19326	-13.252	-0.094
19327	-13.276	-0.094
19328	-13.233	-0.094
19329	-13.301	-0.094
19330	-13.374	-0.094
19331	-13.178	-0.094
19332	-13.252	-0.094
19333	-13.252	-0.094
19334	-13.325	-0.094
19335	-13.252	-0.094
19336	-13.252	-0.094
19337	-13.276	-0.094
19338	-13.301	-0.094
19339	-13.252	-0.094
19340	-13.227	-0.094
19341	-13.301	-0.094
19342	-13.399	-0.094
19343	-13.215	-0.094
19344	-13.374	-0.094
19345	-13.178	-0.094
19346	-13.276	-0.094
19347	-13.350	-0.094
19348	-13.350	-0.094
19349	-13.227	-0.094
19350	-13.307	-0.094
19351	-13.252	-0.094
19352	-13.325	-0.094
19353	-13.227	-0.094
19354	-13.448	-0.094
19355	-13.276	-0.094
19356	-13.301	-0.094
19357	-13.196	-0.094
19358	-13.301	-0.094
19359	-13.350	-0.094
19360	-13.325	-0.094
19361	-13.276	-0.094
19362	-13.227	-0.094
19363	-13.202	-0.094
19364	-13.301	-0.094
19365	-13.307	-0.094
19366	-13.325	-0.094
19367	-13.325	-0.094
19368	-13.374	-0.094
19369	-13.202	-0.094
19370	-13.276	-0.094
19371	-13.301	-0.094
19372	-13.362	-0.094
19373	-13.325	-0.095
19374	-13.252	-0.095
19375	-13.325	-0.095
19376	-13.252	-0.095
19377	-13.301	-0.095
19378	-13.301	-0.095
19379	-13.288	-0.095
19380	-13.301	-0.095
19381	-13.301	-0.095
19382	-13.301	-0.095
19383	-13.350	-0.095
19384	-13.301	-0.095
19385	-13.325	-0.095
19386	-13.325	-0.095
19387	-13.423	-0.095
19388	-13.252	-0.095
19389	-13.325	-0.095
19390	-13.276	-0.095
19391	-13.252	-0.095
19392	-13.227	-0.095
19393	-13.227	-0.095
19394	-13.307	-0.095
19395	-13.276	-0.095
19396	-13.276	-0.095
19397	-13.301	-0.095
19398	-13.252	-0.095
19399	-13.374	-0.095
19400	-13.301	-0.095
19401	-13.344	-0.095
19402	-13.227	-0.095
19403	-13.276	-0.095
19404	-13.325	-0.095
19405	-13.325	-0.095
19406	-13.227	-0.095
19407	-13.178	-0.095
19408	-13.307	-0.095
19409	-13.350	-0.095
19410	-13.178	-0.095
19411	-13.227	-0.095
19412	-13.276	-0.095
19413	-13.252	-0.095
19414	-13.325	-0.095
19415	-13.227	-0.095
19416	-13.288	-0.095
19417	-13.227	-0.095
19418	-13.227	-0.095
19419	-13.252	-0.095
19420	-13.276	-0.095
19421	-13.252	-0.095
19422	-13.227	-0.095
19423	-13.215	-0.095
19424	-13.178	-0.095
19425	-13.276	-0.095
19426	-13.202	-0.095
19427	-13.252	-0.095
19428	-13.227	-0.095
19429	-13.374	-0.095
19430	-13.233	-0.095
19431	-13.178	-0.095
19432	-13.252	-0.095
19433	-13.276	-0.095
19434	-13.325	-0.095
19435	-13.227	-0.095
19436	-13.276	-0.095
19437	-13.307	-0.095
19438	-13.276	-0.095
19439	-13.301	-0.095
19440	-13.276	-0.095
19441	-13.350	-0.095
19442	-13.178	-0.095
19443	-13.252	-0.095
19444	-13.202	-0.095
19445	-13.233	-0.095
19446	-13.252	-0.095
19447	-13.325	-0.095
19448	-13.325	-0.096
19449	-13.202	-0.096
19450	-13.227	-0.096
19451	-13.423	-0.096
19452	-13.288	-0.096
19453	-13.178	-0.096
19454	-13.301	-0.096
19455	-13.227	-0.096
19456	-13.227	-0.096
19457	-13.350	-0.096
19458	-13.202	-0.096
19459	-13.288	-0.096
19460	-13.252	-0.096
19461	-13.350	-0.096
19462	-13.276	-0.096
19463	-13.325	-0.096
19464	-13.276	-0.096
19465	-13.325	-0.096
19466	-13.374	-0.096
19467	-13.362	-0.096
19468	-13.325	-0.096
19469	-13.227	-0.096
19470	-13.227	-0.096
19471	-13.325	-0.096
19472	-13.252	-0.096
19473	-13.301	-0.096
19474	-13.362	-0.096
19475	-13.227	-0.096
19476	-13.252	-0.096
19477	-13.252	-0.096
19478	-13.178	-0.096
19479	-13.153	-0.096
19480	-13.178	-0.096
19481	-13.233	-0.096
19482	-13.080	-0.096
19483	-13.227	-0.096
19484	-13.178	-0.096
19485	-13.129	-0.096
19486	-13.252	-0.096
19487	-13.202	-0.096
19488	-13.233	-0.096
19489	-13.202	-0.096
19490	-13.227	-0.096
19491	-13.227	-0.096
19492	-13.276	-0.096
19493	-13.252	-0.096
19494	-13.374	-0.096
19495	-13.227	-0.096
19496	-13.123	-0.096
19497	-13.202	-0.096
19498	-13.252	-0.096
19499	-13.202	-0.096
19500	-13.153	-0.096
19501	-13.276	-0.096
19502	-13.202	-0.096
19503	-13.325	-0.096
19504	-13.276	-0.096
19505	-13.202	-0.096
19506	-13.202	-0.096
19507	-13.252	-0.096
19508	-13.202	-0.096
19509	-13.202	-0.096
19510	-13.196	-0.096
19511	-13.178	-0.096
19512	-13.227	-0.096
19513	-13.301	-0.096
19514	-13.202	-0.096
19515	-13.252	-0.096
19516	-13.202	-0.096
19517	-13.374	-0.096
19518	-13.307	-0.096
19519	-13.325	-0.096
19520	-13.276	-0.096
19521	-13.227	-0.096
19522	-13.276	-0.096
19523	-13.252	-0.096
19524	-13.350	-0.097
19525	-13.270	-0.097
19526	-13.301	-0.097
19527	-13.227	-0.097
19528	-13.227	-0.097
19529	-13.227	-0.097
19530	-13.276	-0.097
19531	-13.350	-0.097
19532	-13.270	-0.097
19533	-13.325	-0.097
19534	-13.252	-0.097
19535	-13.178	-0.097
19536	-13.178	-0.097
19537	-13.227	-0.097
19538	-13.202	-0.097
19539	-13.160	-0.097
19540	-13.350	-0.097
19541	-13.276	-0.097
19542	-13.276	-0.097
19543	-13.178	-0.097
19544	-13.202	-0.097
19545	-13.227	-0.097
19546	-13.202	-0.097
19547	-13.233	-0.097
19548	-13.227	-0.097
19549	-13.153	-0.097
19550	-13.325	-0.097
19551	-13.227	-0.097
19552	-13.178	-0.097
19553	-13.202	-0.097
19554	-13.233	-0.097
19555	-13.227	-0.097
19556	-13.252	-0.097
19557	-13.178	-0.097
19558	-13.301	-0.097
19559	-13.252	-0.097
19560	-13.104	-0.097
19561	-13.178	-0.097
19562	-13.202	-0.097
19563	-13.227	-0.097
19564	-13.252	-0.097
19565	-13.252	-0.097
19566	-13.252	-0.097
19567	-13.227	-0.097
19568	-13.227	-0.097
19569	-13.141	-0.097
19570	-13.252	-0.097
19571	-13.276	-0.097
19572	-13.153	-0.097
19573	-13.129	-0.097
19574	-13.252	-0.097
19575	-13.202	-0.097
19576	-13.141	-0.097
19577	-13.325	-0.097
19578	-13.325	-0.097
19579	-13.202	-0.097
19580	-13.202	-0.097
19581	-13.301	-0.097
19582	-13.276	-0.097
19583	-13.270	-0.097
19584	-13.153	-0.097
19585	-13.276	-0.097
19586	-13.276	-0.097
19587	-13.276	-0.097
19588	-13.178	-0.097
19589	-13.202	-0.097
19590	-13.252	-0.097
19591	-13.202	-0.097
19592	-13.276	-0.097
19593	-13.276	-0.097
19594	-13.202	-0.097
19595	-13.227	-0.097
19596	-13.276	-0.097
19597	-13.227	-0.097
19598	-13.270	-0.097
19599	-13.227	-0.098
19600	-13.252	-0.098
19601	-13.080	-0.098
19602	-13.227	-0.098
19603	-13.325	-0.098
19604	-13.227	-0.098
19605	-13.270	-0.098
19606	-13.252	-0.098
19607	-13.276	-0.098
19608	-13.202	-0.098
19609	-13.227	-0.098
19610	-13.178	-0.098
19611	-13.252	-0.098
19612	-13.141	-0.098
19613	-13.178	-0.098
19614	-13.276	-0.098
19615	-13.202	-0.098
19616	-13.202	-0.098
19617	-13.178	-0.098
19618	-13.080	-0.098
19619	-13.129	-0.098
19620	-13.141	-0.098
19621	-13.153	-0.098
19622	-13.178	-0.098
19623	-13.276	-0.098
19624	-13.178	-0.098
19625	-13.153	-0.098
19626	-13.153	-0.098
19627	-13.141	-0.098
19628	-13.178	-0.098
19629	-13.080	-0.098
19630	-13.080	-0.098
19631	-13.178	-0.098
19632	-13.178	-0.098
19633	-13.202	-0.098
19634	-13.270	-0.098
19635	-13.227	-0.098
19636	-13.227	-0.098
19637	-13.153	-0.098
19638	-13.178	-0.098
19639	-13.129	-0.098
19640	-13.252	-0.098
19641	-13.233	-0.098
19642	-13.202	-0.098
19643	-13.202	-0.098
19644	-13.276	-0.098
19645	-13.129	-0.098
19646	-13.129	-0.098
19647	-13.202	-0.098
19648	-13.080	-0.098
19649	-13.233	-0.098
19650	-13.153	-0.098
19651	-13.153	-0.098
19652	-13.301	-0.098
19653	-13.080	-0.098
19654	-13.178	-0.098
19655	-13.252	-0.098
19656	-13.196	-0.098
19657	-13.276	-0.098
19658	-13.227	-0.098
19659	-13.153	-0.098
19660	-13.129	-0.098
19661	-13.202	-0.098
19662	-13.202	-0.098
19663	-13.178	-0.098
19664	-13.227	-0.098
19665	-13.227	-0.098
19666	-13.227	-0.098
19667	-13.202	-0.098
19668	-13.252	-0.098
19669	-13.202	-0.098
19670	-13.252	-0.098
19671	-13.104	-0.098
19672	-13.202	-0.098
19673	-13.202	-0.098
19674	-13.153	-0.098
19675	-13.202	-0.099
19676	-13.202	-0.099
19677	-13.202	-0.099
19678	-13.270	-0.099
19679	-13.178	-0.099
19680	-13.252	-0.099
19681	-13.178	-0.099
19682	-13.276	-0.099
19683	-13.276	-0.099
19684	-13.252	-0.099
19685	-13.160	-0.099
19686	-13.202	-0.099
19687	-13.350	-0.099
19688	-13.252	-0.099
19689	-13.227	-0.099
19690	-13.252	-0.099
19691	-13.153	-0.099
19692	-13.252	-0.099
19693	-13.202	-0.099
19694	-13.129	-0.099
19695	-13.227	-0.099
19696	-13.153	-0.099
19697	-13.153	-0.099
19698	-13.202	-0.099
19699	-13.227	-0.099
19700	-13.215	-0.099
19701	-13.104	-0.099
19702	-13.178	-0.099
19703	-13.080	-0.099
19704	-13.129	-0.099
19705	-13.104	-0.099
19706	-13.129	-0.099
19707	-13.178	-0.099
19708	-13.178	-0.099
19709	-13.080	-0.099
19710	-13.202	-0.099
19711	-13.153	-0.099
19712	-13.178	-0.099
19713	-13.202	-0.099
19714	-13.196	-0.099
19715	-13.153	-0.099
19716	-13.178	-0.099
19717	-13.178	-0.099
19718	-13.104	-0.099
19719	-13.252	-0.099
19720	-13.129	-0.099
19721	-13.129	-0.099
19722	-13.141	-0.099
19723	-13.252	-0.099
19724	-13.129	-0.099
19725	-13.202	-0.099
19726	-13.178	-0.099
19727	-13.227	-0.099
19728	-13.055	-0.099
19729	-13.233	-0.099
19730	-13.153	-0.099
19731	-13.129	-0.099
19732	-13.129	-0.099
19733	-13.178	-0.099
19734	-13.178	-0.099
19735	-13.178	-0.099
19736	-13.196	-0.099
19737	-13.153	-0.099
19738	-13.252	-0.099
19739	-13.080	-0.099
19740	-13.301	-0.099
19741	-13.202	-0.099
19742	-13.129	-0.099
19743	-13.252	-0.099
19744	-13.202	-0.099
19745	-13.227	-0.099
19746	-13.178	-0.099
19747	-13.202	-0.099
19748	-13.178	-0.099
19749	-13.227	-0.099
19750	-13.227	-0.099
19751	-13.344	-0.100
19752	-13.227	-0.100
19753	-13.202	-0.100
19754	-13.227	-0.100
19755	-13.202	-0.100
19756	-13.252	-0.100
19757	-13.129	-0.100
19758	-13.178	-0.100
19759	-13.202	-0.100
19760	-13.202	-0.100
19761	-13.178	-0.100
19762	-13.153	-0.100
19763	-13.178	-0.100
19764	-13.153	-0.100
19765	-13.215	-0.100
19766	-13.129	-0.100
19767	-13.080	-0.100
19768	-13.202	-0.100
19769	-13.129	-0.100
19770	-13.202	-0.100
19771	-13.153	-0.100
19772	-13.129	-0.100
19773	-13.215	-0.100
19774	-13.129	-0.100
19775	-13.202	-0.100
19776	-13.202	-0.100
19777	-13.129	-0.100
19778	-13.006	-0.100
19779	-13.153	-0.100
19780	-13.178	-0.100
19781	-13.080	-0.100
19782	-13.104	-0.100
19783	-13.178	-0.100
19784	-13.153	-0.100
19785	-13.080	-0.100
19786	-13.080	-0.100
19787	-13.086	-0.100
19788	-13.080	-0.100
19789	-13.202	-0.100
19790	-13.104	-0.100
19791	-13.202	-0.100
19792	-13.104	-0.100
19793	-13.129	-0.100
19794	-13.104	-0.100
19795	-13.153	-0.100
19796	-13.129	-0.100
19797	-13.202	-0.100
19798	-13.129	-0.100
19799	-13.153	-0.100
19800	-13.153	-0.100
19801	-13.129	-0.100
19802	-13.196	-0.100
19803	-13.202	-0.100
19804	-13.252	-0.100
19805	-13.301	-0.100
19806	-13.252	-0.100
19807	-13.252	-0.100
19808	-13.178	-0.100
19809	-13.123	-0.100
19810	-13.276	-0.100
19811	-13.153	-0.100
19812	-13.227	-0.100
19813	-13.129	-0.100
19814	-13.129	-0.100
19815	-13.153	-0.100
19816	-13.178	-0.100
19817	-13.252	-0.100
19818	-13.227	-0.100
19819	-13.178	-0.100
19820	-13.178	-0.100
19821	-13.129	-0.100
19822	-13.104	-0.100
19823	-13.227	-0.100
19824	-13.178	-0.100
19825	-13.129	-0.100
19826	-13.153	-0.100
19827	-13.178	-0.101
19828	-13.153	-0.101
19829	-13.202	-0.101
19830	-13.252	-0.101
19831	-13.160	-0.101
19832	-13.227	-0.101
19833	-13.153	-0.101
19834	-13.178	-0.101
19835	-13.178	-0.101
19836	-13.202	-0.101
19837	-13.301	-0.101
19838	-13.178	-0.101
19839	-13.080	-0.101
19840	-13.202	-0.101
19841	-13.178	-0.101
19842	-13.129	-0.101
19843	-13.129	-0.101
19844	-13.178	-0.101
19845	-13.104	-0.101
19846	-13.129	-0.101
19847	-13.129	-0.101
19848	-13.129	-0.101
19849	-13.104	-0.101
19850	-13.178	-0.101
19851	-13.178	-0.101
19852	-13.129	-0.101
19853	-13.104	-0.101
19854	-13.227	-0.101
19855	-13.252	-0.101
19856	-13.129	-0.101
19857	-13.202	-0.101
19858	-13.153	-0.101
19859	-13.227	-0.101
19860	-13.141	-0.101
19861	-13.129	-0.101
19862	-13.080	-0.101
19863	-13.202	-0.101
19864	-13.104	-0.101
19865	-13.031	-0.101
19866	-13.104	-0.101
19867	-13.160	-0.101
19868	-13.104	-0.101
19869	-13.202	-0.101
19870	-13.178	-0.101
19871	-13.153	-0.101
19872	-13.104	-0.101
19873	-13.153	-0.101
19874	-13.202	-0.101
19875	-13.233	-0.101
19876	-13.202	-0.101
19877	-13.178	-0.101
19878	-13.104	-0.101
19879	-13.202	-0.101
19880	-13.227	-0.101
19881	-13.227	-0.101
19882	-13.178	-0.101
19883	-13.178	-0.101
19884	-13.153	-0.101
19885	-13.178	-0.101
19886	-13.178	-0.101
19887	-13.104	-0.101
19888	-13.227	-0.101
19889	-13.196	-0.101
19890	-13.252	-0.101
19891	-13.202	-0.101
19892	-13.276	-0.101
19893	-13.153	-0.101
19894	-13.080	-0.101
19895	-13.153	-0.101
19896	-13.160	-0.101
19897	-13.374	-0.101
19898	-13.202	-0.101
19899	-13.202	-0.101
19900	-13.227	-0.101
19901	-13.276	-0.101
19902	-13.080	-0.101
19903	-13.252	-0.102
19904	-13.196	-0.102
19905	-13.227	-0.102
19906	-13.178	-0.102
19907	-13.202	-0.102
19908	-13.202	-0.102
19909	-13.202	-0.102
19910	-13.227	-0.102
19911	-13.178	-0.102
19912	-13.202	-0.102
19913	-13.153	-0.102
19914	-13.104	-0.102
19915	-13.301	-0.102
19916	-13.153	-0.102
19917	-13.227	-0.102
19918	-13.196	-0.102
19919	-13.153	-0.102
19920	-13.153	-0.102
19921	-13.227	-0.102
19922	-13.227	-0.102
