TIME	P	Q
s	uW	 J
61	239.632	0.000
62	238.773	0.000
63	237.914	0.001
64	237.227	0.001
65	236.368	0.001
66	235.632	0.001
67	234.994	0.002
68	234.086	0.002
69	233.350	0.002
70	232.540	0.002
71	231.902	0.003
72	231.141	0.003
73	230.356	0.003
74	229.546	0.003
75	228.859	0.004
76	228.196	0.004
77	227.362	0.004
78	226.675	0.004
79	226.061	0.004
80	225.276	0.005
81	224.589	0.005
82	223.828	0.005
83	223.141	0.005
84	222.405	0.006
85	221.767	0.006
86	220.957	0.006
87	220.294	0.006
88	219.632	0.006
89	218.945	0.007
90	218.233	0.007
91	217.546	0.007
92	216.883	0.007
93	216.172	0.008
94	215.509	0.008
95	214.871	0.008
96	214.209	0.008
97	213.546	0.008
98	212.883	0.009
99	212.270	0.009
100	211.607	0.009
101	210.920	0.009
102	210.233	0.009
103	209.595	0.010
104	208.957	0.010
105	208.307	0.010
106	207.436	0.010
107	206.871	0.010
108	206.037	0.011
109	205.571	0.011
110	204.834	0.011
111	204.344	0.011
112	203.558	0.011
113	202.969	0.012
114	202.503	0.012
115	201.767	0.012
116	201.227	0.012
117	200.491	0.013
118	199.804	0.013
119	199.264	0.013
120	198.699	0.013
121	198.110	0.013
122	197.521	0.013
123	196.834	0.014
124	196.294	0.014
125	195.779	0.014
126	195.166	0.014
127	194.429	0.014
128	193.791	0.015
129	193.080	0.015
130	192.491	0.015
131	191.902	0.015
132	191.411	0.015
133	190.920	0.016
134	190.307	0.016
135	189.669	0.016
136	189.129	0.016
137	188.466	0.016
138	187.951	0.017
139	187.337	0.017
140	186.736	0.017
141	186.110	0.017
142	185.595	0.017
143	184.957	0.018
144	184.393	0.018
145	183.877	0.018
146	183.313	0.018
147	182.724	0.018
148	182.233	0.018
149	181.546	0.019
150	180.957	0.019
151	180.564	0.019
152	180.074	0.019
153	179.337	0.019
154	178.798	0.020
155	178.233	0.020
156	177.693	0.020
157	177.104	0.020
158	176.540	0.020
159	176.000	0.020
160	175.534	0.021
161	174.969	0.021
162	174.528	0.021
163	174.012	0.021
164	173.472	0.021
165	172.982	0.021
166	172.362	0.022
167	171.706	0.022
168	171.264	0.022
169	170.626	0.022
170	170.209	0.022
171	169.644	0.022
172	169.178	0.023
173	168.712	0.023
174	168.172	0.023
175	167.681	0.023
176	167.141	0.023
177	166.626	0.023
178	166.209	0.024
179	165.755	0.024
180	165.006	0.024
181	164.564	0.024
182	164.049	0.024
183	163.607	0.024
184	163.166	0.025
185	162.675	0.025
186	162.110	0.025
187	161.571	0.025
188	161.153	0.025
189	160.613	0.025
190	160.221	0.026
191	159.681	0.026
192	159.221	0.026
193	158.577	0.026
194	158.135	0.026
195	157.669	0.026
196	157.153	0.027
197	156.736	0.027
198	156.368	0.027
199	155.779	0.027
200	155.362	0.027
201	154.822	0.027
202	154.429	0.027
203	153.963	0.028
204	153.497	0.028
205	152.945	0.028
206	152.442	0.028
207	152.025	0.028
208	151.583	0.028
209	151.067	0.029
210	150.675	0.029
211	150.184	0.029
212	149.693	0.029
213	149.178	0.029
214	148.883	0.029
215	148.442	0.029
216	147.951	0.030
217	147.534	0.030
218	147.000	0.030
219	146.479	0.030
220	145.988	0.030
221	145.571	0.030
222	145.153	0.030
223	144.810	0.031
224	144.344	0.031
225	143.828	0.031
226	143.460	0.031
227	143.043	0.031
228	142.577	0.031
229	142.184	0.031
230	141.669	0.032
231	141.166	0.032
232	140.859	0.032
233	140.294	0.032
234	139.951	0.032
235	139.558	0.032
236	139.043	0.032
237	138.650	0.033
238	138.233	0.033
239	137.718	0.033
240	137.521	0.033
241	136.957	0.033
242	136.540	0.033
243	136.196	0.033
244	135.810	0.034
245	135.264	0.034
246	134.798	0.034
247	134.405	0.034
248	134.086	0.034
249	133.669	0.034
250	133.153	0.034
251	132.883	0.034
252	132.417	0.035
253	132.000	0.035
254	131.509	0.035
255	131.313	0.035
256	130.920	0.035
257	130.399	0.035
258	129.890	0.035
259	129.571	0.036
260	129.129	0.036
261	128.834	0.036
262	128.344	0.036
263	127.951	0.036
264	127.509	0.036
265	127.215	0.036
266	126.896	0.036
267	126.454	0.037
268	126.135	0.037
269	125.644	0.037
270	125.319	0.037
271	124.785	0.037
272	124.442	0.037
273	124.074	0.037
274	123.730	0.037
275	123.288	0.038
276	122.969	0.038
277	122.724	0.038
278	122.356	0.038
279	121.963	0.038
280	121.595	0.038
281	121.202	0.038
282	120.834	0.038
283	120.479	0.039
284	119.951	0.039
285	119.632	0.039
286	119.386	0.039
287	118.945	0.039
288	118.601	0.039
289	118.209	0.039
290	117.840	0.039
291	117.620	0.039
292	117.104	0.040
293	116.859	0.040
294	116.589	0.040
295	116.221	0.040
296	115.656	0.040
297	115.264	0.040
298	114.896	0.040
299	114.773	0.040
300	114.356	0.041
301	113.939	0.041
302	113.595	0.041
303	113.301	0.041
304	112.982	0.041
305	112.613	0.041
306	112.294	0.041
307	111.828	0.041
308	111.558	0.041
309	111.294	0.042
310	110.847	0.042
311	110.528	0.042
312	110.086	0.042
313	109.791	0.042
314	109.620	0.042
315	109.252	0.042
316	108.883	0.042
317	108.540	0.042
318	108.172	0.043
319	107.804	0.043
320	107.534	0.043
321	107.239	0.043
322	106.877	0.043
323	106.454	0.043
324	106.160	0.043
325	105.816	0.043
326	105.472	0.043
327	105.227	0.043
328	104.982	0.044
329	104.613	0.044
330	104.270	0.044
331	103.975	0.044
332	103.583	0.044
333	103.288	0.044
334	102.945	0.044
335	102.663	0.044
336	102.233	0.044
337	101.988	0.045
338	101.718	0.045
339	101.423	0.045
340	101.129	0.045
341	100.834	0.045
342	100.417	0.045
343	100.147	0.045
344	99.779	0.045
345	99.583	0.045
346	99.362	0.045
347	98.994	0.046
348	98.632	0.046
349	98.307	0.046
350	97.939	0.046
351	97.718	0.046
352	97.448	0.046
353	97.153	0.046
354	96.736	0.046
355	96.540	0.046
356	96.245	0.046
357	95.877	0.046
358	95.681	0.047
359	95.436	0.047
360	95.092	0.047
361	94.748	0.047
362	94.380	0.047
363	94.110	0.047
364	93.865	0.047
365	93.767	0.047
366	93.325	0.047
367	93.080	0.047
368	92.736	0.048
369	92.540	0.048
370	92.123	0.048
371	91.902	0.048
372	91.656	0.048
373	91.460	0.048
374	91.067	0.048
375	90.773	0.048
376	90.503	0.048
377	90.233	0.048
378	90.061	0.048
379	89.620	0.049
380	89.546	0.049
381	89.153	0.049
382	88.957	0.049
383	88.613	0.049
384	88.270	0.049
385	88.049	0.049
386	87.828	0.049
387	87.479	0.049
388	87.215	0.049
389	86.871	0.049
390	86.650	0.049
391	86.356	0.050
392	86.233	0.050
393	85.767	0.050
394	85.595	0.050
395	85.325	0.050
396	85.104	0.050
397	84.785	0.050
398	84.687	0.050
399	84.344	0.050
400	84.055	0.050
401	83.730	0.050
402	83.509	0.051
403	83.288	0.051
404	82.945	0.051
405	82.798	0.051
406	82.479	0.051
407	82.258	0.051
408	82.012	0.051
409	81.890	0.051
410	81.497	0.051
411	81.301	0.051
412	80.982	0.051
413	80.761	0.051
414	80.540	0.051
415	80.245	0.052
416	79.902	0.052
417	79.681	0.052
418	79.558	0.052
419	79.215	0.052
420	78.994	0.052
421	78.724	0.052
422	78.528	0.052
423	78.454	0.052
424	78.037	0.052
425	77.816	0.052
426	77.558	0.052
427	77.252	0.053
428	77.080	0.053
429	76.810	0.053
430	76.638	0.053
431	76.368	0.053
432	76.074	0.053
433	75.877	0.053
434	75.730	0.053
435	75.436	0.053
436	75.190	0.053
437	74.871	0.053
438	74.552	0.053
439	74.466	0.053
440	74.209	0.054
441	73.914	0.054
442	73.742	0.054
443	73.571	0.054
444	73.276	0.054
445	73.006	0.054
446	72.908	0.054
447	72.712	0.054
448	72.393	0.054
449	72.245	0.054
450	72.025	0.054
451	71.607	0.054
452	71.558	0.054
453	71.264	0.054
454	71.092	0.055
455	70.822	0.055
456	70.601	0.055
457	70.454	0.055
458	70.233	0.055
459	70.037	0.055
460	69.693	0.055
461	69.546	0.055
462	69.325	0.055
463	69.153	0.055
464	68.957	0.055
465	68.687	0.055
466	68.393	0.055
467	68.196	0.055
468	68.049	0.055
469	67.779	0.056
470	67.730	0.056
471	67.460	0.056
472	67.215	0.056
473	67.067	0.056
474	66.773	0.056
475	66.675	0.056
476	66.454	0.056
477	66.307	0.056
478	66.055	0.056
479	65.791	0.056
480	65.644	0.056
481	65.423	0.056
482	65.153	0.056
483	65.055	0.056
484	64.834	0.057
485	64.613	0.057
486	64.417	0.057
487	64.294	0.057
488	64.025	0.057
489	63.926	0.057
490	63.583	0.057
491	63.405	0.057
492	63.215	0.057
493	62.969	0.057
494	62.748	0.057
495	62.650	0.057
496	62.405	0.057
497	62.258	0.057
498	62.061	0.057
499	61.865	0.057
500	61.718	0.058
501	61.472	0.058
502	61.325	0.058
503	61.080	0.058
504	60.810	0.058
505	60.712	0.058
506	60.540	0.058
507	60.368	0.058
508	60.172	0.058
509	59.926	0.058
510	59.779	0.058
511	59.534	0.058
512	59.436	0.058
513	59.215	0.058
514	59.092	0.058
515	58.994	0.058
516	58.724	0.059
517	58.564	0.059
518	58.282	0.059
519	58.135	0.059
520	57.865	0.059
521	57.791	0.059
522	57.620	0.059
523	57.399	0.059
524	57.227	0.059
525	57.129	0.059
526	56.908	0.059
527	56.687	0.059
528	56.491	0.059
529	56.368	0.059
530	56.117	0.059
531	55.902	0.059
532	55.828	0.059
533	55.558	0.059
534	55.436	0.060
535	55.313	0.060
536	55.190	0.060
537	54.945	0.060
538	54.798	0.060
539	54.601	0.060
540	54.479	0.060
541	54.233	0.060
542	54.135	0.060
543	53.890	0.060
544	53.742	0.060
545	53.521	0.060
546	53.374	0.060
547	53.227	0.060
548	53.031	0.060
549	52.908	0.060
550	52.736	0.060
551	52.613	0.060
552	52.393	0.061
553	52.270	0.061
554	52.074	0.061
555	51.926	0.061
556	51.718	0.061
557	51.583	0.061
558	51.411	0.061
559	51.215	0.061
560	51.117	0.061
561	50.994	0.061
562	50.871	0.061
563	50.675	0.061
564	50.503	0.061
565	50.282	0.061
566	50.258	0.061
567	49.988	0.061
568	49.767	0.061
569	49.638	0.061
570	49.448	0.061
571	49.374	0.061
572	49.178	0.062
573	49.031	0.062
574	48.834	0.062
575	48.736	0.062
576	48.712	0.062
577	48.393	0.062
578	48.294	0.062
579	48.147	0.062
580	48.000	0.062
581	47.951	0.062
582	47.742	0.062
583	47.411	0.062
584	47.436	0.062
585	47.337	0.062
586	47.166	0.062
587	47.092	0.062
588	46.871	0.062
589	46.748	0.062
590	46.650	0.062
591	46.454	0.062
592	46.282	0.062
593	46.233	0.063
594	46.110	0.063
595	45.957	0.063
596	45.742	0.063
597	45.571	0.063
598	45.521	0.063
599	45.423	0.063
600	45.153	0.063
601	45.031	0.063
602	44.957	0.063
603	44.663	0.063
604	44.663	0.063
605	44.466	0.063
606	44.319	0.063
607	44.319	0.063
608	44.061	0.063
609	43.877	0.063
610	43.828	0.063
611	43.656	0.063
612	43.509	0.063
613	43.362	0.063
614	43.288	0.063
615	43.166	0.064
616	42.945	0.064
617	42.871	0.064
618	42.748	0.064
619	42.601	0.064
620	42.479	0.064
621	42.276	0.064
622	42.086	0.064
623	42.135	0.064
624	41.840	0.064
625	41.767	0.064
626	41.644	0.064
627	41.497	0.064
628	41.399	0.064
629	41.252	0.064
630	40.982	0.064
631	40.982	0.064
632	40.933	0.064
633	40.712	0.064
634	40.583	0.064
635	40.393	0.064
636	40.319	0.064
637	40.172	0.064
638	39.975	0.064
639	40.025	0.065
640	39.755	0.065
641	39.706	0.065
642	39.485	0.065
643	39.436	0.065
644	39.288	0.065
645	39.166	0.065
646	38.994	0.065
647	38.853	0.065
648	38.773	0.065
649	38.650	0.065
650	38.503	0.065
651	38.429	0.065
652	38.331	0.065
653	38.160	0.065
654	38.061	0.065
655	37.939	0.065
656	37.767	0.065
657	37.742	0.065
658	37.620	0.065
659	37.472	0.065
660	37.344	0.065
661	37.227	0.065
662	37.031	0.065
663	36.957	0.065
664	36.761	0.065
665	36.761	0.065
666	36.687	0.066
667	36.515	0.066
668	36.540	0.066
669	36.393	0.066
670	36.221	0.066
671	36.098	0.066
672	35.951	0.066
673	35.853	0.066
674	35.730	0.066
675	35.632	0.066
676	35.436	0.066
677	35.362	0.066
678	35.264	0.066
679	35.190	0.066
680	35.190	0.066
681	35.092	0.066
682	34.896	0.066
683	34.798	0.066
684	34.650	0.066
685	34.552	0.066
686	34.436	0.066
687	34.331	0.066
688	34.282	0.066
689	34.184	0.066
690	34.061	0.066
691	33.816	0.066
692	33.791	0.066
693	33.595	0.066
694	33.571	0.067
695	33.472	0.067
696	33.399	0.067
697	33.202	0.067
698	33.104	0.067
699	33.074	0.067
700	32.957	0.067
701	32.761	0.067
702	32.810	0.067
703	32.613	0.067
704	32.564	0.067
705	32.393	0.067
706	32.221	0.067
707	32.123	0.067
708	32.098	0.067
709	32.025	0.067
710	31.828	0.067
711	31.804	0.067
712	31.730	0.067
713	31.558	0.067
714	31.386	0.067
715	31.436	0.067
716	31.264	0.067
717	31.190	0.067
718	30.994	0.067
719	31.067	0.067
720	30.896	0.067
721	30.798	0.067
722	30.675	0.067
723	30.601	0.067
724	30.528	0.067
725	30.350	0.068
726	30.282	0.068
727	30.209	0.068
728	30.110	0.068
729	30.037	0.068
730	29.865	0.068
731	29.791	0.068
732	29.693	0.068
733	29.620	0.068
734	29.521	0.068
735	29.546	0.068
736	29.301	0.068
737	29.227	0.068
738	29.080	0.068
739	29.055	0.068
740	28.957	0.068
741	28.933	0.068
742	28.761	0.068
743	28.589	0.068
744	28.515	0.068
745	28.442	0.068
746	28.368	0.068
747	28.368	0.068
748	28.098	0.068
749	28.049	0.068
750	28.049	0.068
751	27.865	0.068
752	27.779	0.068
753	27.730	0.068
754	27.632	0.068
755	27.607	0.068
756	27.583	0.068
757	27.362	0.068
758	27.337	0.068
759	27.190	0.068
760	27.166	0.069
761	26.945	0.069
762	26.920	0.069
763	26.871	0.069
764	26.779	0.069
765	26.650	0.069
766	26.577	0.069
767	26.528	0.069
768	26.405	0.069
769	26.356	0.069
770	26.160	0.069
771	26.184	0.069
772	26.037	0.069
773	26.012	0.069
774	25.939	0.069
775	25.840	0.069
776	25.718	0.069
777	25.656	0.069
778	25.595	0.069
779	25.546	0.069
780	25.301	0.069
781	25.325	0.069
782	25.227	0.069
783	25.153	0.069
784	25.129	0.069
785	25.031	0.069
786	24.982	0.069
787	24.810	0.069
788	24.859	0.069
789	24.736	0.069
790	24.571	0.069
791	24.540	0.069
792	24.466	0.069
793	24.515	0.069
794	24.368	0.069
795	24.319	0.069
796	24.172	0.069
797	24.074	0.069
798	24.025	0.069
799	23.951	0.070
800	23.779	0.070
801	23.834	0.070
802	23.804	0.070
803	23.632	0.070
804	23.583	0.070
805	23.534	0.070
806	23.436	0.070
807	23.411	0.070
808	23.227	0.070
809	23.239	0.070
810	23.092	0.070
811	23.141	0.070
812	22.994	0.070
813	22.896	0.070
814	22.748	0.070
815	22.712	0.070
816	22.675	0.070
817	22.626	0.070
818	22.552	0.070
819	22.380	0.070
820	22.307	0.070
821	22.282	0.070
822	22.141	0.070
823	22.110	0.070
824	22.110	0.070
825	21.963	0.070
826	22.037	0.070
827	21.816	0.070
828	21.816	0.070
829	21.644	0.070
830	21.644	0.070
831	21.448	0.070
832	21.521	0.070
833	21.423	0.070
834	21.252	0.070
835	21.178	0.070
836	21.178	0.070
837	21.110	0.070
838	21.055	0.070
839	20.883	0.070
840	20.834	0.070
841	20.834	0.070
842	20.810	0.070
843	20.663	0.070
844	20.650	0.071
845	20.491	0.071
846	20.466	0.071
847	20.466	0.071
848	20.368	0.071
849	20.319	0.071
850	20.294	0.071
851	20.221	0.071
852	20.098	0.071
853	19.951	0.071
854	19.951	0.071
855	19.853	0.071
856	19.779	0.071
857	19.779	0.071
858	19.706	0.071
859	19.564	0.071
860	19.485	0.071
861	19.460	0.071
862	19.313	0.071
863	19.313	0.071
864	19.337	0.071
865	19.190	0.071
866	19.160	0.071
867	19.092	0.071
868	18.871	0.071
869	18.871	0.071
870	18.847	0.071
871	18.822	0.071
872	18.724	0.071
873	18.699	0.071
874	18.601	0.071
875	18.626	0.071
876	18.528	0.071
877	18.552	0.071
878	18.479	0.071
879	18.405	0.071
880	18.258	0.071
881	18.221	0.071
882	18.160	0.071
883	18.160	0.071
884	18.110	0.071
885	17.939	0.071
886	17.988	0.071
887	17.890	0.071
888	17.779	0.071
889	17.767	0.071
890	17.693	0.071
891	17.644	0.071
892	17.546	0.071
893	17.546	0.071
894	17.497	0.071
895	17.374	0.071
896	17.325	0.071
897	17.252	0.072
898	17.252	0.072
899	17.104	0.072
900	17.080	0.072
901	17.080	0.072
902	17.129	0.072
903	16.896	0.072
904	16.933	0.072
905	16.908	0.072
906	16.859	0.072
907	16.712	0.072
908	16.663	0.072
909	16.638	0.072
910	16.546	0.072
911	16.515	0.072
912	16.417	0.072
913	16.491	0.072
914	16.344	0.072
915	16.270	0.072
916	16.245	0.072
917	16.196	0.072
918	16.074	0.072
919	16.074	0.072
920	16.000	0.072
921	15.902	0.072
922	15.828	0.072
923	15.951	0.072
924	15.791	0.072
925	15.706	0.072
926	15.730	0.072
927	15.607	0.072
928	15.534	0.072
929	15.534	0.072
930	15.436	0.072
931	15.485	0.072
932	15.313	0.072
933	15.288	0.072
934	15.239	0.072
935	15.117	0.072
936	15.067	0.072
937	14.945	0.072
938	15.043	0.072
939	14.963	0.072
940	14.847	0.072
941	14.798	0.072
942	14.724	0.072
943	14.724	0.072
944	14.748	0.072
945	14.626	0.072
946	14.521	0.072
947	14.479	0.072
948	14.454	0.072
949	14.454	0.072
950	14.429	0.072
951	14.331	0.072
952	14.331	0.072
953	14.184	0.072
954	14.135	0.072
955	14.086	0.072
956	13.988	0.072
957	13.963	0.072
958	14.037	0.072
959	13.963	0.072
960	13.816	0.072
961	13.730	0.072
962	13.742	0.073
963	13.767	0.073
964	13.620	0.073
965	13.521	0.073
966	13.521	0.073
967	13.571	0.073
968	13.546	0.073
969	13.423	0.073
970	13.399	0.073
971	13.374	0.073
972	13.202	0.073
973	13.227	0.073
974	13.227	0.073
975	13.233	0.073
976	13.153	0.073
977	13.006	0.073
978	13.006	0.073
979	12.982	0.073
980	12.859	0.073
981	12.834	0.073
982	12.761	0.073
983	12.810	0.073
984	12.687	0.073
985	12.663	0.073
986	12.564	0.073
987	12.564	0.073
988	12.613	0.073
989	12.540	0.073
990	12.515	0.073
991	12.491	0.073
992	12.319	0.073
993	12.491	0.073
994	12.245	0.073
995	12.245	0.073
996	12.270	0.073
997	12.184	0.073
998	12.123	0.073
999	12.049	0.073
1000	12.049	0.073
1001	11.975	0.073
1002	11.975	0.073
1003	11.975	0.073
1004	11.853	0.073
1005	11.816	0.073
1006	11.804	0.073
1007	11.730	0.073
1008	11.656	0.073
1009	11.755	0.073
1010	11.607	0.073
1011	11.558	0.073
1012	11.613	0.073
1013	11.509	0.073
1014	11.485	0.073
1015	11.337	0.073
1016	11.411	0.073
1017	11.288	0.073
1018	11.337	0.073
1019	11.301	0.073
1020	11.166	0.073
1021	11.239	0.073
1022	11.141	0.073
1023	10.994	0.073
1024	11.067	0.073
1025	10.871	0.073
1026	10.988	0.073
1027	10.871	0.073
1028	10.798	0.073
1029	10.822	0.073
1030	10.798	0.073
1031	10.699	0.073
1032	10.650	0.073
1033	10.552	0.073
1034	10.620	0.073
1035	10.601	0.073
1036	10.552	0.073
1037	10.577	0.073
1038	10.454	0.073
1039	10.479	0.073
1040	10.429	0.073
1041	10.380	0.073
1042	10.307	0.073
1043	10.282	0.073
1044	10.258	0.073
1045	10.086	0.073
1046	10.233	0.074
1047	10.037	0.074
1048	10.067	0.074
1049	9.988	0.074
1050	10.012	0.074
1051	9.963	0.074
1052	9.939	0.074
1053	9.840	0.074
1054	9.840	0.074
1055	9.890	0.074
1056	9.736	0.074
1057	9.693	0.074
1058	9.693	0.074
1059	9.669	0.074
1060	9.693	0.074
1061	9.620	0.074
1062	9.546	0.074
1063	9.626	0.074
1064	9.546	0.074
1065	9.546	0.074
1066	9.521	0.074
1067	9.374	0.074
1068	9.374	0.074
1069	9.227	0.074
1070	9.313	0.074
1071	9.227	0.074
1072	9.350	0.074
1073	9.080	0.074
1074	9.252	0.074
1075	9.129	0.074
1076	9.080	0.074
1077	8.982	0.074
1078	9.104	0.074
1079	8.908	0.074
1080	8.883	0.074
1081	9.031	0.074
1082	8.810	0.074
1083	8.933	0.074
1084	9.006	0.074
1085	8.871	0.074
1086	8.883	0.074
1087	8.785	0.074
1088	8.712	0.074
1089	8.613	0.074
1090	8.736	0.074
1091	8.687	0.074
1092	8.669	0.074
1093	8.564	0.074
1094	8.515	0.074
1095	8.442	0.074
1096	8.417	0.074
1097	8.515	0.074
1098	8.344	0.074
1099	8.393	0.074
1100	8.319	0.074
1101	8.221	0.074
1102	8.270	0.074
1103	8.196	0.074
1104	8.123	0.074
1105	8.123	0.074
1106	8.172	0.074
1107	8.117	0.074
1108	7.975	0.074
1109	8.000	0.074
1110	8.000	0.074
1111	7.951	0.074
1112	7.975	0.074
1113	7.828	0.074
1114	7.877	0.074
1115	7.828	0.074
1116	7.730	0.074
1117	7.804	0.074
1118	7.632	0.074
1119	7.779	0.074
1120	7.706	0.074
1121	7.638	0.074
1122	7.706	0.074
1123	7.460	0.074
1124	7.485	0.074
1125	7.436	0.074
1126	7.387	0.074
1127	7.362	0.074
1128	7.362	0.074
1129	7.387	0.074
1130	7.264	0.074
1131	7.313	0.074
1132	7.288	0.074
1133	7.117	0.074
1134	7.264	0.074
1135	7.190	0.074
1136	7.178	0.074
1137	7.141	0.074
1138	7.067	0.074
1139	7.043	0.074
1140	7.092	0.074
1141	7.018	0.074
1142	6.896	0.074
1143	6.920	0.074
1144	6.896	0.074
1145	6.871	0.074
1146	6.871	0.074
1147	6.773	0.074
1148	6.822	0.074
1149	6.773	0.074
1150	6.718	0.074
1151	6.650	0.074
1152	6.650	0.074
1153	6.724	0.074
1154	6.552	0.074
1155	6.577	0.074
1156	6.601	0.074
1157	6.528	0.074
1158	6.552	0.074
1159	6.528	0.074
1160	6.380	0.074
1161	6.429	0.074
1162	6.454	0.074
1163	6.380	0.074
1164	6.356	0.074
1165	6.313	0.074
1166	6.307	0.074
1167	6.331	0.074
1168	6.331	0.074
1169	6.331	0.074
1170	6.135	0.075
1171	6.135	0.075
1172	6.129	0.075
1173	6.135	0.075
1174	6.110	0.075
1175	6.110	0.075
1176	6.135	0.075
1177	6.086	0.075
1178	6.086	0.075
1179	6.018	0.075
1180	5.963	0.075
1181	5.963	0.075
1182	5.963	0.075
1183	5.890	0.075
1184	5.890	0.075
1185	5.890	0.075
1186	5.791	0.075
1187	5.890	0.075
1188	5.767	0.075
1189	5.742	0.075
1190	5.693	0.075
1191	5.742	0.075
1192	5.644	0.075
1193	5.644	0.075
1194	5.595	0.075
1195	5.571	0.075
1196	5.546	0.075
1197	5.571	0.075
1198	5.521	0.075
1199	5.423	0.075
1200	5.423	0.075
1201	5.374	0.075
1202	5.399	0.075
1203	5.399	0.075
1204	5.276	0.075
1205	5.423	0.075
1206	5.374	0.075
1207	5.178	0.075
1208	5.276	0.075
1209	5.282	0.075
1210	5.276	0.075
1211	5.129	0.075
1212	5.129	0.075
1213	5.178	0.075
1214	5.104	0.075
1215	5.031	0.075
1216	4.988	0.075
1217	5.031	0.075
1218	5.055	0.075
1219	4.957	0.075
1220	4.908	0.075
1221	4.883	0.075
1222	4.834	0.075
1223	4.804	0.075
1224	4.810	0.075
1225	4.908	0.075
1226	4.761	0.075
1227	4.761	0.075
1228	4.785	0.075
1229	4.712	0.075
1230	4.693	0.075
1231	4.638	0.075
1232	4.589	0.075
1233	4.638	0.075
1234	4.589	0.075
1235	4.638	0.075
1236	4.638	0.075
1237	4.564	0.075
1238	4.491	0.075
1239	4.442	0.075
1240	4.442	0.075
1241	4.442	0.075
1242	4.319	0.075
1243	4.368	0.075
1244	4.442	0.075
1245	4.307	0.075
1246	4.294	0.075
1247	4.270	0.075
1248	4.245	0.075
1249	4.245	0.075
1250	4.221	0.075
1251	4.221	0.075
1252	4.178	0.075
1253	4.196	0.075
1254	4.147	0.075
1255	4.196	0.075
1256	4.221	0.075
1257	4.270	0.075
1258	4.098	0.075
1259	4.074	0.075
1260	4.049	0.075
1261	4.074	0.075
1262	4.049	0.075
1263	4.074	0.075
1264	4.098	0.075
1265	4.074	0.075
1266	3.951	0.075
1267	3.957	0.075
1268	3.877	0.075
1269	3.951	0.075
1270	3.853	0.075
1271	3.877	0.075
1272	3.853	0.075
1273	3.853	0.075
1274	3.920	0.075
1275	3.804	0.075
1276	3.779	0.075
1277	3.755	0.075
1278	3.779	0.075
1279	3.779	0.075
1280	3.779	0.075
1281	3.644	0.075
1282	3.681	0.075
1283	3.632	0.075
1284	3.632	0.075
1285	3.607	0.075
1286	3.558	0.075
1287	3.607	0.075
1288	3.534	0.075
1289	3.479	0.075
1290	3.485	0.075
1291	3.485	0.075
1292	3.485	0.075
1293	3.411	0.075
1294	3.460	0.075
1295	3.313	0.075
1296	3.368	0.075
1297	3.411	0.075
1298	3.337	0.075
1299	3.288	0.075
1300	3.313	0.075
1301	3.264	0.075
1302	3.166	0.075
1303	3.258	0.075
1304	3.166	0.075
1305	3.117	0.075
1306	3.092	0.075
1307	3.117	0.075
1308	3.043	0.075
1309	3.043	0.075
1310	3.092	0.075
1311	3.092	0.075
1312	3.043	0.075
1313	2.969	0.075
1314	3.018	0.075
1315	2.920	0.075
1316	2.920	0.075
1317	2.969	0.075
1318	2.908	0.075
1319	2.920	0.075
1320	2.871	0.075
1321	2.871	0.075
1322	2.847	0.075
1323	2.748	0.075
1324	2.871	0.075
1325	2.816	0.075
1326	2.724	0.075
1327	2.724	0.075
1328	2.748	0.075
1329	2.699	0.075
1330	2.699	0.075
1331	2.748	0.075
1332	2.613	0.075
1333	2.650	0.075
1334	2.650	0.075
1335	2.577	0.075
1336	2.724	0.075
1337	2.503	0.075
1338	2.528	0.075
1339	2.552	0.075
1340	2.540	0.075
1341	2.503	0.075
1342	2.503	0.075
1343	2.380	0.075
1344	2.429	0.075
1345	2.479	0.075
1346	2.429	0.075
1347	2.429	0.075
1348	2.503	0.075
1349	2.454	0.075
1350	2.356	0.075
1351	2.479	0.075
1352	2.258	0.075
1353	2.331	0.075
1354	2.337	0.075
1355	2.258	0.075
1356	2.282	0.075
1357	2.307	0.075
1358	2.184	0.075
1359	2.184	0.075
1360	2.282	0.075
1361	2.209	0.075
1362	2.227	0.075
1363	2.184	0.075
1364	2.209	0.075
1365	2.209	0.075
1366	2.135	0.075
1367	2.135	0.075
1368	2.160	0.075
1369	2.172	0.075
1370	2.061	0.075
1371	1.988	0.075
1372	1.988	0.075
1373	2.086	0.075
1374	1.988	0.075
1375	2.012	0.075
1376	2.061	0.075
1377	1.988	0.075
1378	2.061	0.075
1379	1.939	0.075
1380	1.939	0.075
1381	1.939	0.075
1382	1.914	0.075
1383	1.896	0.075
1384	1.914	0.075
1385	1.840	0.075
1386	1.840	0.075
1387	1.767	0.075
1388	1.742	0.075
1389	1.767	0.075
1390	1.718	0.075
1391	1.748	0.075
1392	1.742	0.075
1393	1.644	0.075
1394	1.669	0.075
1395	1.669	0.075
1396	1.669	0.075
1397	1.546	0.075
1398	1.583	0.075
1399	1.571	0.075
1400	1.620	0.075
1401	1.497	0.075
1402	1.595	0.075
1403	1.669	0.075
1404	1.521	0.075
1405	1.509	0.075
1406	1.497	0.075
1407	1.472	0.075
1408	1.472	0.075
1409	1.423	0.075
1410	1.448	0.075
1411	1.374	0.075
1412	1.325	0.075
1413	1.454	0.075
1414	1.350	0.075
1415	1.374	0.075
1416	1.350	0.075
