EXPERIMENTAL DATA:c:\digitam\result\jbbase1.xpt        DATE 12-Sep-18
START TIME:  12:10       STOP TIME:  12:45       TOTAL TIME:  0:35
=============================================================================   
TIME	P	Q	P(corr)	Q(corr)	A.INPUT	A.INPUT	REMARK
sec	microW	mJ	microW	mJ	MV	MVs
1685	-11.141	-11.695	 	 	 	 
1686	-11.067	-11.706	 	 	 	 
1687	-11.067	-11.717	 	 	 	 
1688	-10.969	-11.728	 	 	 	 
1689	-10.951	-11.739	 	 	 	 
1690	-10.798	-11.750	 	 	 	 
1691	-11.141	-11.761	 	 	 	 
1692	-10.969	-11.772	 	 	 	 
1693	-10.969	-11.783	 	 	 	 
1694	-10.994	-11.794	 	 	 	 
1695	-11.067	-11.805	 	 	 	 
1696	-11.018	-11.816	 	 	 	 
1697	-10.620	-11.827	 	 	 	 
1698	-11.117	-11.838	 	 	 	 
1699	-11.067	-11.849	 	 	 	 
1700	-11.141	-11.860	 	 	 	 
1701	-10.896	-11.871	 	 	 	 
1702	-10.969	-11.882	 	 	 	 
1703	-11.215	-11.893	 	 	 	 
1704	-10.840	-11.904	 	 	 	 
1705	-11.018	-11.915	 	 	 	 
1706	-11.117	-11.926	 	 	 	 
1707	-10.994	-11.937	 	 	 	 
1708	-11.092	-11.948	 	 	 	 
1709	-11.190	-11.960	 	 	 	 
1710	-11.018	-11.971	 	 	 	 
1711	-11.466	-11.982	 	 	 	 
1712	-11.239	-11.993	 	 	 	 
1713	-10.945	-12.004	 	 	 	 
1714	-11.190	-12.015	 	 	 	 
1715	-11.264	-12.027	 	 	 	 
1716	-11.387	-12.038	 	 	 	 
1717	-11.166	-12.049	 	 	 	 
1718	-11.227	-12.060	 	 	 	 
1719	-11.141	-12.072	 	 	 	 
1720	-11.190	-12.083	 	 	 	 
1721	-10.969	-12.094	 	 	 	 
1722	-10.994	-12.105	 	 	 	 
1723	-11.239	-12.116	 	 	 	 
1724	-11.190	-12.127	 	 	 	 
1725	-11.436	-12.139	 	 	 	 
1726	-11.209	-12.150	 	 	 	 
1727	-10.994	-12.161	 	 	 	 
1728	-10.920	-12.172	 	 	 	 
1729	-10.969	-12.183	 	 	 	 
1730	-11.067	-12.194	 	 	 	 
1731	-11.141	-12.205	 	 	 	 
1732	-10.969	-12.216	 	 	 	 
1733	-11.135	-12.227	 	 	 	 
1734	-11.117	-12.238	 	 	 	 
1735	-11.166	-12.249	 	 	 	 
1736	-10.945	-12.260	 	 	 	 
1737	-11.043	-12.271	 	 	 	 
1738	-10.945	-12.282	 	 	 	 
1739	-11.092	-12.293	 	 	 	 
1740	-11.025	-12.304	 	 	 	 
1741	-10.994	-12.315	 	 	 	 
1742	-10.969	-12.326	 	 	 	 
1743	-11.166	-12.337	 	 	 	 
1744	-11.117	-12.349	 	 	 	 
1745	-10.920	-12.360	 	 	 	 
1746	-10.994	-12.371	 	 	 	 
1747	-11.264	-12.382	 	 	 	 
1748	-11.135	-12.393	 	 	 	 
1749	-11.117	-12.404	 	 	 	 
1750	-11.018	-12.415	 	 	 	 
1751	-10.945	-12.426	 	 	 	 
1752	-11.239	-12.437	 	 	 	 
1753	-11.264	-12.448	 	 	 	 
1754	-11.239	-12.460	 	 	 	 
1755	-10.951	-12.471	 	 	 	 
1756	-11.141	-12.482	 	 	 	 
1757	-11.264	-12.493	 	 	 	 
1758	-11.313	-12.504	 	 	 	 
1759	-10.994	-12.515	 	 	 	 
1760	-11.141	-12.527	 	 	 	 
1761	-11.018	-12.538	 	 	 	 
1762	-11.172	-12.549	 	 	 	 
1763	-10.969	-12.560	 	 	 	 
1764	-11.067	-12.571	 	 	 	 
1765	-11.239	-12.582	 	 	 	 
1766	-11.018	-12.593	 	 	 	 
1767	-10.994	-12.604	 	 	 	 
1768	-11.117	-12.615	 	 	 	 
1769	-11.172	-12.626	 	 	 	 
1770	-11.117	-12.637	 	 	 	 
1771	-11.313	-12.649	 	 	 	 
1772	-11.092	-12.660	 	 	 	 
1773	-10.969	-12.671	 	 	 	 
1774	-10.994	-12.682	 	 	 	 
1775	-11.141	-12.693	 	 	 	 
1776	-11.166	-12.704	 	 	 	 
1777	-11.153	-12.715	 	 	 	 
1778	-10.994	-12.726	 	 	 	 
1779	-11.264	-12.738	 	 	 	 
1780	-11.387	-12.749	 	 	 	 
1781	-11.460	-12.760	 	 	 	 
1782	-11.485	-12.772	 	 	 	 
1783	-11.313	-12.783	 	 	 	 
1784	-11.282	-12.794	 	 	 	 
1785	-11.239	-12.806	 	 	 	 
1786	-11.288	-12.817	 	 	 	 
1787	-11.411	-12.828	 	 	 	 
1788	-11.387	-12.840	 	 	 	 
1789	-11.313	-12.851	 	 	 	 
1790	-11.411	-12.862	 	 	 	 
1791	-11.337	-12.874	 	 	 	 
1792	-11.337	-12.885	 	 	 	 
1793	-10.994	-12.896	 	 	 	 
1794	-11.362	-12.908	 	 	 	 
1795	-11.313	-12.919	 	 	 	 
1796	-11.166	-12.930	 	 	 	 
1797	-10.994	-12.941	 	 	 	 
1798	-11.264	-12.952	 	 	 	 
1799	-11.558	-12.964	 	 	 	 
1800	-11.387	-12.975	 	 	 	 
1801	-11.706	-12.987	 	 	 	 
1802	-11.485	-12.998	 	 	 	 
1803	-11.436	-13.010	 	 	 	 
1804	-11.411	-13.021	 	 	 	 
1805	-11.534	-13.033	 	 	 	 
1806	-11.485	-13.044	 	 	 	 
1807	-11.288	-13.056	 	 	 	 
1808	-11.632	-13.067	 	 	 	 
1809	-11.509	-13.079	 	 	 	 
1810	-11.485	-13.090	 	 	 	 
1811	-11.288	-13.101	 	 	 	 
1812	-10.920	-13.112	 	 	 	 
1813	-11.245	-13.124	 	 	 	 
1814	-11.141	-13.135	 	 	 	 
1815	-11.264	-13.146	 	 	 	 
1816	-11.092	-13.157	 	 	 	 
1817	-11.460	-13.169	 	 	 	 
1818	-11.436	-13.180	 	 	 	 
1819	-11.018	-13.191	 	 	 	 
1820	-11.209	-13.202	 	 	 	 
1821	-11.387	-13.214	 	 	 	 
1822	-11.337	-13.225	 	 	 	 
1823	-11.779	-13.237	 	 	 	 
1824	-11.190	-13.248	 	 	 	 
1825	-11.215	-13.259	 	 	 	 
1826	-11.362	-13.271	 	 	 	 
1827	-11.117	-13.282	 	 	 	 
1828	-11.374	-13.293	 	 	 	 
1829	-11.337	-13.304	 	 	 	 
1830	-11.362	-13.316	 	 	 	 
1831	-11.313	-13.327	 	 	 	 
1832	-11.534	-13.339	 	 	 	 
1833	-11.313	-13.350	 	 	 	 
1834	-11.288	-13.361	 	 	 	 
1835	-11.411	-13.373	 	 	 	 
1836	-11.117	-13.384	 	 	 	 
1837	-11.387	-13.395	 	 	 	 
1838	-11.436	-13.406	 	 	 	 
1839	-11.755	-13.418	 	 	 	 
1840	-11.411	-13.430	 	 	 	 
1841	-11.288	-13.441	 	 	 	 
1842	-11.117	-13.452	 	 	 	 
1843	-11.092	-13.463	 	 	 	 
1844	-11.411	-13.475	 	 	 	 
1845	-11.460	-13.486	 	 	 	 
1846	-11.166	-13.497	 	 	 	 
1847	-11.239	-13.508	 	 	 	 
1848	-11.166	-13.520	 	 	 	 
1849	-11.313	-13.531	 	 	 	 
1850	-11.006	-13.542	 	 	 	 
1851	-11.436	-13.553	 	 	 	 
1852	-11.043	-13.564	 	 	 	 
1853	-11.264	-13.576	 	 	 	 
1854	-11.436	-13.587	 	 	 	 
1855	-11.411	-13.599	 	 	 	 
1856	-11.337	-13.610	 	 	 	 
1857	-11.429	-13.621	 	 	 	 
1858	-11.190	-13.632	 	 	 	 
1859	-11.239	-13.644	 	 	 	 
1860	-11.337	-13.655	 	 	 	 
1861	-11.239	-13.666	 	 	 	 
1862	-11.460	-13.678	 	 	 	 
1863	-11.387	-13.689	 	 	 	 
1864	-11.190	-13.700	 	 	 	 
1865	-11.362	-13.712	 	 	 	 
1866	-11.264	-13.723	 	 	 	 
1867	-11.362	-13.734	 	 	 	 
1868	-10.994	-13.745	 	 	 	 
1869	-11.264	-13.757	 	 	 	 
1870	-11.239	-13.768	 	 	 	 
1871	-11.025	-13.779	 	 	 	 
1872	-11.166	-13.790	 	 	 	 
1873	-11.264	-13.801	 	 	 	 
1874	-11.264	-13.813	 	 	 	 
1875	-11.313	-13.824	 	 	 	 
1876	-11.117	-13.835	 	 	 	 
1877	-11.190	-13.846	 	 	 	 
1878	-11.337	-13.857	 	 	 	 
1879	-11.209	-13.869	 	 	 	 
1880	-11.362	-13.880	 	 	 	 
1881	-11.411	-13.891	 	 	 	 
1882	-11.387	-13.903	 	 	 	 
1883	-11.436	-13.914	 	 	 	 
1884	-11.460	-13.926	 	 	 	 
1885	-11.460	-13.937	 	 	 	 
1886	-11.411	-13.949	 	 	 	 
1887	-11.264	-13.960	 	 	 	 
1888	-11.362	-13.971	 	 	 	 
1889	-11.485	-13.983	 	 	 	 
1890	-11.067	-13.994	 	 	 	 
1891	-10.896	-14.005	 	 	 	 
1892	-11.337	-14.016	 	 	 	 
1893	-11.153	-14.027	 	 	 	 
1894	-11.558	-14.039	 	 	 	 
1895	-11.239	-14.050	 	 	 	 
1896	-11.288	-14.061	 	 	 	 
1897	-11.411	-14.073	 	 	 	 
1898	-11.264	-14.084	 	 	 	 
1899	-11.190	-14.095	 	 	 	 
1900	-11.558	-14.107	 	 	 	 
1901	-11.356	-14.118	 	 	 	 
1902	-11.190	-14.129	 	 	 	 
1903	-11.411	-14.141	 	 	 	 
1904	-11.117	-14.152	 	 	 	 
1905	-11.656	-14.163	 	 	 	 
1906	-11.387	-14.175	 	 	 	 
1907	-11.485	-14.186	 	 	 	 
1908	-11.393	-14.198	 	 	 	 
1909	-11.264	-14.209	 	 	 	 
1910	-11.362	-14.220	 	 	 	 
1911	-11.215	-14.232	 	 	 	 
1912	-11.362	-14.243	 	 	 	 
1913	-11.141	-14.254	 	 	 	 
1914	-11.288	-14.265	 	 	 	 
1915	-11.172	-14.276	 	 	 	 
1916	-11.190	-14.288	 	 	 	 
1917	-11.362	-14.299	 	 	 	 
1918	-11.239	-14.310	 	 	 	 
1919	-11.215	-14.321	 	 	 	 
1920	-11.215	-14.333	 	 	 	 
1921	-11.092	-14.344	 	 	 	 
1922	-11.301	-14.355	 	 	 	 
1923	-11.239	-14.366	 	 	 	 
1924	-11.509	-14.378	 	 	 	 
1925	-11.141	-14.389	 	 	 	 
1926	-11.043	-14.400	 	 	 	 
1927	-11.411	-14.411	 	 	 	 
1928	-11.166	-14.423	 	 	 	 
1929	-11.166	-14.434	 	 	 	 
1930	-11.337	-14.445	 	 	 	 
1931	-11.411	-14.457	 	 	 	 
1932	-11.264	-14.468	 	 	 	 
1933	-11.239	-14.479	 	 	 	 
1934	-11.239	-14.490	 	 	 	 
1935	-11.387	-14.502	 	 	 	 
1936	-11.509	-14.513	 	 	 	 
1937	-11.153	-14.524	 	 	 	 
1938	-11.485	-14.536	 	 	 	 
1939	-11.264	-14.547	 	 	 	 
1940	-11.264	-14.558	 	 	 	 
1941	-11.313	-14.570	 	 	 	 
1942	-11.215	-14.581	 	 	 	 
1943	-11.337	-14.592	 	 	 	 
1944	-11.245	-14.603	 	 	 	 
1945	-11.215	-14.615	 	 	 	 
1946	-11.460	-14.626	 	 	 	 
1947	-11.362	-14.637	 	 	 	 
1948	-11.460	-14.649	 	 	 	 
1949	-11.239	-14.660	 	 	 	 
1950	-11.362	-14.672	 	 	 	 
1951	-11.387	-14.683	 	 	 	 
1952	-11.374	-14.694	 	 	 	 
1953	-11.313	-14.706	 	 	 	 
1954	-11.460	-14.717	 	 	 	 
1955	-11.485	-14.729	 	 	 	 
1956	-11.387	-14.740	 	 	 	 
1957	-11.239	-14.751	 	 	 	 
1958	-11.288	-14.762	 	 	 	 
1959	-11.319	-14.774	 	 	 	 
1960	-11.239	-14.785	 	 	 	 
1961	-11.534	-14.797	 	 	 	 
1962	-11.141	-14.808	 	 	 	 
1963	-11.362	-14.819	 	 	 	 
1964	-11.117	-14.830	 	 	 	 
1965	-11.485	-14.842	 	 	 	 
1966	-11.282	-14.853	 	 	 	 
1967	-11.337	-14.864	 	 	 	 
1968	-11.583	-14.876	 	 	 	 
1969	-11.411	-14.887	 	 	 	 
1970	-11.460	-14.899	 	 	 	 
1971	-11.264	-14.910	 	 	 	 
1972	-11.460	-14.921	 	 	 	 
1973	-11.319	-14.933	 	 	 	 
1974	-11.190	-14.944	 	 	 	 
1975	-11.436	-14.955	 	 	 	 
1976	-11.190	-14.967	 	 	 	 
1977	-11.313	-14.978	 	 	 	 
1978	-11.485	-14.989	 	 	 	 
1979	-11.190	-15.001	 	 	 	 
1980	-11.313	-15.012	 	 	 	 
1981	-11.411	-15.023	 	 	 	 
1982	-11.509	-15.035	 	 	 	 
1983	-11.583	-15.046	 	 	 	 
1984	-11.902	-15.058	 	 	 	 
1985	-11.288	-15.070	 	 	 	 
1986	-11.313	-15.081	 	 	 	 
1987	-11.411	-15.092	 	 	 	 
1988	-11.650	-15.104	 	 	 	 
1989	-11.264	-15.115	 	 	 	 
1990	-11.436	-15.127	 	 	 	 
1991	-11.190	-15.138	 	 	 	 
1992	-11.558	-15.149	 	 	 	 
1993	-11.387	-15.161	 	 	 	 
1994	-11.166	-15.172	 	 	 	 
1995	-11.319	-15.183	 	 	 	 
1996	-11.730	-15.195	 	 	 	 
1997	-11.387	-15.206	 	 	 	 
1998	-11.264	-15.218	 	 	 	 
1999	-11.534	-15.229	 	 	 	 
2000	-11.337	-15.241	 	 	 	 
2001	-11.558	-15.252	 	 	 	 
2002	-11.460	-15.264	 	 	 	 
2003	-11.264	-15.275	 	 	 	 
2004	-11.460	-15.286	 	 	 	 
2005	-11.485	-15.298	 	 	 	 
2006	-11.288	-15.309	 	 	 	 
2007	-11.607	-15.321	 	 	 	 
2008	-11.755	-15.332	 	 	 	 
2009	-11.411	-15.344	 	 	 	 
2010	-11.411	-15.355	 	 	 	 
2011	-11.730	-15.367	 	 	 	 
2012	-11.337	-15.378	 	 	 	 
2013	-11.215	-15.390	 	 	 	 
2014	-11.117	-15.401	 	 	 	 
2015	-11.534	-15.412	 	 	 	 
2016	-11.583	-15.424	 	 	 	 
2017	-11.245	-15.435	 	 	 	 
2018	-11.387	-15.446	 	 	 	 
2019	-11.288	-15.458	 	 	 	 
2020	-11.337	-15.469	 	 	 	 
2021	-11.117	-15.480	 	 	 	 
2022	-11.632	-15.492	 	 	 	 
2023	-11.387	-15.503	 	 	 	 
2024	-11.282	-15.514	 	 	 	 
2025	-11.460	-15.526	 	 	 	 
2026	-11.387	-15.537	 	 	 	 
2027	-11.313	-15.549	 	 	 	 
2028	-11.656	-15.560	 	 	 	 
2029	-11.509	-15.572	 	 	 	 
2030	-11.264	-15.583	 	 	 	 
2031	-11.411	-15.594	 	 	 	 
2032	-11.485	-15.606	 	 	 	 
2033	-11.436	-15.617	 	 	 	 
2034	-11.288	-15.629	 	 	 	 
2035	-11.607	-15.640	 	 	 	 
2036	-11.411	-15.652	 	 	 	 
2037	-11.460	-15.663	 	 	 	 
2038	-11.387	-15.674	 	 	 	 
2039	-11.466	-15.686	 	 	 	 
2040	-11.387	-15.697	 	 	 	 
2041	-11.387	-15.709	 	 	 	 
2042	-11.362	-15.720	 	 	 	 
2043	-11.558	-15.732	 	 	 	 
2044	-11.534	-15.743	 	 	 	 
2045	-11.411	-15.755	 	 	 	 
2046	-11.282	-15.766	 	 	 	 
2047	-11.460	-15.777	 	 	 	 
2048	-11.755	-15.789	 	 	 	 
2049	-11.509	-15.801	 	 	 	 
2050	-11.509	-15.812	 	 	 	 
2051	-11.436	-15.824	 	 	 	 
2052	-11.681	-15.835	 	 	 	 
2053	-11.313	-15.847	 	 	 	 
2054	-11.356	-15.858	 	 	 	 
2055	-11.313	-15.869	 	 	 	 
2056	-11.411	-15.881	 	 	 	 
2057	-11.509	-15.892	 	 	 	 
2058	-11.558	-15.904	 	 	 	 
2059	-11.436	-15.915	 	 	 	 
2060	-11.288	-15.926	 	 	 	 
2061	-11.558	-15.938	 	 	 	 
2062	-11.558	-15.950	 	 	 	 
2063	-11.485	-15.961	 	 	 	 
2064	-11.656	-15.973	 	 	 	 
2065	-11.288	-15.984	 	 	 	 
2066	-11.337	-15.995	 	 	 	 
2067	-11.485	-16.007	 	 	 	 
2068	-11.466	-16.018	 	 	 	 
2069	-11.460	-16.030	 	 	 	 
2070	-11.583	-16.041	 	 	 	 
2071	-11.436	-16.053	 	 	 	 
2072	-11.607	-16.064	 	 	 	 
2073	-11.460	-16.076	 	 	 	 
2074	-11.485	-16.087	 	 	 	 
2075	-11.319	-16.099	 	 	 	 
2076	-11.387	-16.110	 	 	 	 
2077	-11.460	-16.121	 	 	 	 
2078	-11.313	-16.133	 	 	 	 
2079	-11.460	-16.144	 	 	 	 
2080	-11.509	-16.156	 	 	 	 
2081	-11.534	-16.167	 	 	 	 
2082	-11.362	-16.179	 	 	 	 
2083	-11.282	-16.190	 	 	 	 
2084	-11.583	-16.201	 	 	 	 
2085	-11.583	-16.213	 	 	 	 
2086	-11.411	-16.224	 	 	 	 
2087	-11.583	-16.236	 	 	 	 
2088	-11.313	-16.247	 	 	 	 
2089	-11.288	-16.259	 	 	 	 
2090	-11.558	-16.270	 	 	 	 
2091	-11.362	-16.282	 	 	 	 
2092	-11.755	-16.293	 	 	 	 
2093	-11.706	-16.305	 	 	 	 
2094	-11.583	-16.317	 	 	 	 
2095	-11.387	-16.328	 	 	 	 
2096	-11.460	-16.339	 	 	 	 
2097	-11.669	-16.351	 	 	 	 
2098	-11.607	-16.363	 	 	 	 
2099	-11.411	-16.374	 	 	 	 
2100	-11.509	-16.386	 	 	 	 
2101	-11.583	-16.397	 	 	 	 
2102	-11.387	-16.409	 	 	 	 
